Wavelength	SCO-GRA00107.asd
325	 0,313906049918001 
326	 0,359286010610386 
327	 0,277932482591384 
328	 0,075057677140688 
329	 6,43100231849852E-02 
330	 7,25614815932408E-02 
331	 2,18979617252688E-03 
332	 0,055303407527811 
333	 0,164409666870109 
334	 0,165597994287761 
335	 0,120724283394845 
336	 6,54641246753615E-02 
337	 6,64022132924789E-02 
338	 8,07225160451238E-02 
339	 6,73989290773612E-02 
340	 3,78078640357194E-02 
341	 1,14811354732588E-02 
342	 3,58738837816278E-02 
343	 6,44328697181805E-02 
344	 8,00915467487267E-02 
345	 8,03394246205925E-02 
346	 5,86965523120578E-02 
347	 8,37781361784414E-03 
348	-5,78140458973142E-04 
349	 2,98928790686733E-02 
350	 4,61081435650302E-02 
351	 6,05649475115797E-02 
352	 7,64439295221034E-02 
353	 9,16122288212054E-02 
354	 8,25856901086801E-02 
355	 2,32477126407669E-02 
356	 3,66555475626387E-03 
357	 2,92532276192102E-02 
358	 5,49747625656247E-02 
359	 6,05366958430478E-02 
360	 3,72988417492621E-02 
361	 1,58135271593246E-02 
362	 1,12028298578281E-02 
363	 3,60902371563919E-02 
364	 4,17295063473025E-02 
365	 2,87367487212697E-02 
366	 4,77494773755517E-02 
367	 5,97254416154202E-02 
368	 4,38907024737476E-02 
369	 0,041083723704765 
370	 4,69436165799497E-02 
371	 4,46340692453873E-02 
372	 4,06717635716349E-02 
373	 3,77888349033766E-02 
374	 4,07690636522161E-02 
375	 4,05308623951511E-02 
376	 3,13533763335411E-02 
377	 2,86245612343796E-02 
378	 3,65178399556124E-02 
379	 6,14781596419707E-02 
380	 6,25895608339043E-02 
381	 0,035439379157708 
382	 2,97536020742117E-02 
383	 3,18246272507329E-02 
384	 2,69892610882467E-02 
385	 3,82550838365702E-02 
386	 5,53624853296326E-02 
387	 4,69882683635037E-02 
388	 4,12910448693872E-02 
389	 4,62385194203339E-02 
390	 3,80543679961882E-02 
391	 2,47474462014996E-02 
392	 1,85143044743075E-02 
393	 2,12611097066689E-02 
394	 2,99243139465395E-02 
395	 3,44761822522504E-02 
396	 3,87382954258091E-02 
397	 4,29292904517091E-02 
398	 3,32520716743482E-02 
399	 0,023159514956958 
400	 0,034521759882344 
401	 3,64088746578641E-02 
402	 2,77093663470844E-02 
403	 0,035898159291337 
404	 4,03916703635914E-02 
405	 2,83246733442188E-02 
406	 1,86789529007625E-02 
407	 1,49642309391074E-02 
408	 1,69081266452694E-02 
409	 2,22057583838264E-02 
410	 2,75010146928756E-02 
411	 2,31901714015581E-02 
412	 2,11713113111649E-02 
413	 3,17845686181722E-02 
414	 3,09036758574133E-02 
415	 2,16035456473941E-02 
416	 2,24575026613702E-02 
417	 0,022256648862471 
418	 0,017739696204878 
419	 1,65816247662507E-02 
420	 1,90135116839051E-02 
421	 2,45395759165317E-02 
422	 2,35689121173463E-02 
423	 1,74494283235278E-02 
424	 1,76277265471099E-02 
425	 2,06180661563116E-02 
426	 0,023883276657998 
427	 2,58438157305472E-02 
428	 2,66792909634592E-02 
429	 2,72343146638503E-02 
430	 2,75446732868683E-02 
431	 2,72582403360194E-02 
432	 2,45014239730386E-02 
433	 2,18148990900171E-02 
434	 2,15496886308453E-02 
435	 2,45210262913166E-02 
436	 0,027811451847584 
437	 2,38300272606813E-02 
438	 2,03849084842814E-02 
439	 2,04931298007254E-02 
440	 2,11670588611247E-02 
441	 2,30238359261049E-02 
442	 2,71665492223865E-02 
443	 2,63436228938185E-02 
444	 2,15487639415058E-02 
445	 2,18596523783609E-02 
446	 2,40159309506327E-02 
447	 2,57973105189017E-02 
448	 2,67133922730267E-02 
449	 2,62932658590596E-02 
450	 0,023867127703362 
451	 2,17320115946176E-02 
452	 2,09979062342058E-02 
453	 2,19390940916452E-02 
454	 2,49206441057167E-02 
455	 2,97618820960221E-02 
456	 2,83749861707352E-02 
457	 0,022860685731469 
458	 2,31454534149062E-02 
459	 2,30784911768896E-02 
460	 2,08134025560621E-02 
461	 2,10063700222543E-02 
462	 2,26216704734499E-02 
463	 2,37061818333176E-02 
464	 0,024885110062488 
465	 2,56505531243994E-02 
466	 2,39708675125062E-02 
467	 2,24269315312077E-02 
468	 2,28517321069952E-02 
469	 2,53108128982305E-02 
470	 2,77043023316059E-02 
471	 2,59561317643009E-02 
472	 2,43823835570396E-02 
473	 2,42034532052686E-02 
474	 2,41781027125169E-02 
475	 2,31024552431293E-02 
476	 2,00477995733995E-02 
477	 1,93238144328291E-02 
478	 2,15968482247155E-02 
479	 2,67367119154899E-02 
480	 2,86557172455058E-02 
481	 0,025139389951847 
482	 2,32428289248541E-02 
483	 2,32473341546285E-02 
484	 2,42786418006794E-02 
485	 2,52465531599125E-02 
486	 2,56643641900979E-02 
487	 0,025476459265319 
488	 2,46764219923073E-02 
489	 2,33579463997033E-02 
490	 2,22357574083496E-02 
491	 2,17151709659485E-02 
492	 2,23939564456947E-02 
493	 0,02315658562329 
494	 2,34725685307228E-02 
495	 2,30743831714202E-02 
496	 2,26871168169453E-02 
497	 2,31227307374521E-02 
498	 2,35088119332238E-02 
499	 2,33714980779668E-02 
500	 0,021701354322407 
501	 0,021069923462581 
502	 2,25486885016145E-02 
503	 2,18614814030161E-02 
504	 2,04697695021295E-02 
505	 0,021953126143387 
506	 2,26015042926367E-02 
507	 2,21446509684625E-02 
508	 2,46660067642987E-02 
509	 2,64316047816513E-02 
510	 2,42263927137605E-02 
511	 2,38696366357787E-02 
512	 2,52295293256973E-02 
513	 2,51176796969353E-02 
514	 2,41485339793538E-02 
515	 2,28591170211272E-02 
516	 2,32312305535667E-02 
517	 2,40825470197385E-02 
518	 2,34690527582866E-02 
519	 2,43042054108977E-02 
520	 2,62753175809656E-02 
521	 2,55652546541557E-02 
522	 2,45181804367328E-02 
523	 2,48627031948116E-02 
524	 2,56953049917128E-02 
525	 2,61475538990678E-02 
526	 2,43982462679368E-02 
527	 2,36064248756458E-02 
528	 2,45380163883108E-02 
529	 2,46868474304518E-02 
530	 2,44702575726302E-02 
531	 2,45755589463745E-02 
532	 2,41546410105665E-02 
533	 2,35276242421365E-02 
534	 2,42449074286131E-02 
535	 2,49458952664411E-02 
536	 2,48539094663576E-02 
537	 2,48011160536906E-02 
538	 2,47155040427219E-02 
539	 2,41979954136043E-02 
540	 2,42512772858853E-02 
541	 2,48314709893586E-02 
542	 2,40709190548063E-02 
543	 2,35661860187924E-02 
544	 2,48427857397033E-02 
545	 2,49706318647915E-02 
546	 2,40994085871567E-02 
547	 2,42308878728253E-02 
548	 2,51426499545458E-02 
549	 2,64758327319989E-02 
550	 2,65053020430779E-02 
551	 0,025496494012289 
552	 2,41111024503912E-02 
553	 2,39160373470049E-02 
554	 2,49116222342507E-02 
555	 2,49668831887105E-02 
556	 2,46560758746018E-02 
557	 2,45181343325386E-02 
558	 2,46444445441793E-02 
559	 2,48013115460356E-02 
560	 2,42222207504468E-02 
561	 2,41859858866807E-02 
562	 2,49805899199639E-02 
563	 2,49636858458148E-02 
564	 2,45296122755612E-02 
565	 2,43975674477824E-02 
566	 0,024244224281985 
567	 2,41299976061016E-02 
568	 2,44928676104738E-02 
569	 2,48006483426484E-02 
570	 2,47207250472282E-02 
571	 2,49574582221214E-02 
572	 2,53164894110987E-02 
573	 2,50902016080062E-02 
574	 2,51713142284955E-02 
575	 2,58084081968913E-02 
576	 2,65121922318051E-02 
577	 0,027080836527531 
578	 2,73413788548675E-02 
579	 2,77493811917899E-02 
580	 2,82665810342367E-02 
581	 2,84872195837216E-02 
582	 2,83659576329213E-02 
583	 2,79451851699913E-02 
584	 2,75950593105939E-02 
585	 2,78675859376909E-02 
586	 2,96856529262603E-02 
587	 3,08184070839257E-02 
588	 3,07350542038142E-02 
589	 0,030604138750235 
590	 3,06443931483416E-02 
591	 3,09851490732647E-02 
592	 3,09499987589107E-02 
593	 3,07483354927536E-02 
594	 3,14790326910779E-02 
595	 3,14424531570271E-02 
596	 3,02056763428519E-02 
597	 0,030612907041525 
598	 3,16100684365505E-02 
599	 3,11854920887375E-02 
600	 3,08299387938963E-02 
601	 3,08794817652516E-02 
602	 3,10461243249423E-02 
603	 3,10588630576276E-02 
604	 3,06918276912569E-02 
605	 2,98130297275509E-02 
606	 2,89918820172088E-02 
607	 2,97341221225524E-02 
608	 3,00149136700753E-02 
609	 2,92442942310101E-02 
610	 2,88451460955774E-02 
611	 2,89973675652841E-02 
612	 2,97540412671593E-02 
613	 2,99514990995681E-02 
614	 2,94413827750498E-02 
615	 2,88311394482543E-02 
616	 2,83308167779338E-02 
617	 2,80938854242696E-02 
618	 2,80207130887464E-02 
