Wavelength	BEL100092.asd
325	 1,72652688026543E-02 
326	 1,53618400744453E-02 
327	 1,46182586875021E-02 
328	 1,56063318768414E-02 
329	 1,78304387606456E-02 
330	 0,019349618929615 
331	 1,88445371618852E-02 
332	 1,77121258724926E-02 
333	 1,69037618922252E-02 
334	 1,80858858541575E-02 
335	 1,78224580641392E-02 
336	 1,59348588719943E-02 
337	 1,67628727072686E-02 
338	 1,76534572997536E-02 
339	 1,62249489717862E-02 
340	 1,53664687197297E-02 
341	 1,53728036099471E-02 
342	 1,56735722731585E-02 
343	 1,63706379242884E-02 
344	 1,72546947168128E-02 
345	 1,76083441243647E-02 
346	 0,017205911723587 
347	 1,59678232378392E-02 
348	 0,015788237444261 
349	 0,016383118799394 
350	 1,59869820978062E-02 
351	 1,62031072649591E-02 
352	 0,017313727738641 
353	 1,71580809652858E-02 
354	 1,64537899651101E-02 
355	 1,62532520778854E-02 
356	 1,66273096728365E-02 
357	 1,72296247682245E-02 
358	 1,69668002419158E-02 
359	 1,65599157187122E-02 
360	 1,64203519807633E-02 
361	 1,66614101608842E-02 
362	 1,68774914580332E-02 
363	 1,64882413381793E-02 
364	 1,64292832163995E-02 
365	 1,67369833165208E-02 
366	 1,66691269631682E-02 
367	 1,68921023109287E-02 
368	 1,76900436082221E-02 
369	 1,76772225677724E-02 
370	 1,71539764545204E-02 
371	 1,70105917307133E-02 
372	 1,70996937351948E-02 
373	 1,72466651390506E-02 
374	 1,67364325949788E-02 
375	 1,63930599985924E-02 
376	 1,68578638221784E-02 
377	 0,016829266533124 
378	 1,64917592485676E-02 
379	 1,68323540280439E-02 
380	 1,71652898063859E-02 
381	 0,017317363427258 
382	 1,76445504826156E-02 
383	 1,79907149114156E-02 
384	 1,81459643031431E-02 
385	 0,017853071325134 
386	 1,74130875388588E-02 
387	 1,77457219212465E-02 
388	 0,018032216099079 
389	 1,79720765574077E-02 
390	 1,79091769006022E-02 
391	 1,78604446038641E-02 
392	 1,78125588029941E-02 
393	 1,75318915961446E-02 
394	 1,71642061341872E-02 
395	 1,72121291853303E-02 
396	 1,74664424965911E-02 
397	 1,77585468609345E-02 
398	 1,78546300710952E-02 
399	 1,78350665410776E-02 
400	 1,78389313686153E-02 
401	 1,78376803775454E-02 
402	 1,78390101356162E-02 
403	 1,78776779883385E-02 
404	 1,78930529930229E-02 
405	 1,78500409661754E-02 
406	 1,78464829539325E-02 
407	 1,78690089917506E-02 
408	 1,78520614154976E-02 
409	 1,78658026588592E-02 
410	 1,79325357018145E-02 
411	 1,80565546790184E-02 
412	 1,81310337135731E-02 
413	 1,80789574857102E-02 
414	 1,84002962566617E-02 
415	 1,90129276097639E-02 
416	 1,94008360806967E-02 
417	 1,97729054410493E-02 
418	 2,01596115967931E-02 
419	 2,01808155282605E-02 
420	 2,01911231809863E-02 
421	 2,07232267199356E-02 
422	 2,11284438496081E-02 
423	 2,12870142751321E-02 
424	 0,021442630308373 
425	 2,15282621463083E-02 
426	 2,15130668643893E-02 
427	 2,15178805471497E-02 
428	 0,02151764496065 
429	 2,13802087567546E-02 
430	 2,16098242600357E-02 
431	 2,22786101033811E-02 
432	 2,29196575697715E-02 
433	 2,33756530464374E-02 
434	 2,35573280411345E-02 
435	 2,41209900687654E-02 
436	 2,49382219782682E-02 
437	 2,53183074903729E-02 
438	 2,56550261358269E-02 
439	 2,60667703561645E-02 
440	 2,62483776857917E-02 
441	 0,026400600381429 
442	 2,68120664550346E-02 
443	 2,72484283803785E-02 
444	 2,76642892424562E-02 
445	 2,81569023698979E-02 
446	 2,84925856935966E-02 
447	 2,85399183595297E-02 
448	 2,85355707342239E-02 
449	 2,86354118219779E-02 
450	 2,90926810265112E-02 
451	 2,91404520125626E-02 
452	 2,87313045115402E-02 
453	 2,89309353997267E-02 
454	 2,90515976118944E-02 
455	 2,84601085336844E-02 
456	 2,83848987117798E-02 
457	 0,028691095263849 
458	 2,83451687303497E-02 
459	 2,80025524649734E-02 
460	 2,79303200148544E-02 
461	 2,79565962733567E-02 
462	 2,79157557622082E-02 
463	 2,76111352337954E-02 
464	 0,027233600986194 
465	 2,69113610918667E-02 
466	 2,68685847955699E-02 
467	 2,68634078903539E-02 
468	 2,67456712797486E-02 
469	 2,67970296857681E-02 
470	 2,69049689328844E-02 
471	 2,67582865888867E-02 
472	 2,66206847536238E-02 
473	 2,66352399124801E-02 
474	 2,70237698163006E-02 
475	 0,027406745356389 
476	 2,73972302026953E-02 
477	 2,74056097398276E-02 
478	 2,75207803196492E-02 
479	 2,77597825642408E-02 
480	 2,78881163109811E-02 
481	 0,02777925673352 
482	 2,75174830056498E-02 
483	 0,027183004891672 
484	 2,68733282513063E-02 
485	 2,66008191381208E-02 
486	 2,63913702521299E-02 
487	 2,62446400543505E-02 
488	 2,63101775998974E-02 
489	 2,66790745919746E-02 
490	 2,70165566000499E-02 
491	 0,027278087460264 
492	 2,75150379798746E-02 
493	 2,78332248732705E-02 
494	 2,82012055116195E-02 
495	 2,82076595866689E-02 
496	 2,81283246533672E-02 
497	 2,83227179033756E-02 
498	 2,83682673607304E-02 
499	 2,82697415786337E-02 
500	 2,83705879377382E-02 
501	 2,84338752446375E-02 
502	 2,83736949749331E-02 
503	 2,86590952819854E-02 
504	 2,92370120651073E-02 
505	 2,98983278030973E-02 
506	 3,05513357383964E-02 
507	 3,11432196719899E-02 
508	 3,17064941805418E-02 
509	 3,22093177776517E-02 
510	 3,26245291442058E-02 
511	 3,30570357596048E-02 
512	 3,34261941171598E-02 
513	 3,34495217344927E-02 
514	 3,34279595154282E-02 
515	 3,35008704847193E-02 
516	 3,34838904393104E-02 
517	 3,35710393688002E-02 
518	 3,40441729626659E-02 
519	 3,50353752014805E-02 
520	 3,63665010366847E-02 
521	 3,73382822538375E-02 
522	 3,79763474470445E-02 
523	 3,83523385857478E-02 
524	 3,89643382303424E-02 
525	 3,96689901330044E-02 
526	 3,98196043520763E-02 
527	 4,03329752053909E-02 
528	 4,13946594694445E-02 
529	 4,19928327337549E-02 
530	 4,23711506266387E-02 
531	 4,29210561669881E-02 
532	 4,33107634319293E-02 
533	 4,35614585299513E-02 
534	 4,39802915653322E-02 
535	 4,43921746294319E-02 
536	 4,46727311754345E-02 
537	 4,47682435554171E-02 
538	 4,47563277460778E-02 
539	 4,48022569290934E-02 
