Wavelength	GOOSE00001.asd
325	-0,154086432592275 
326	-0,236765014799962 
327	-0,204913341036352 
328	-0,107189400848149 
329	-0,139077336571163 
330	-0,178007496761123 
331	-0,118524070571761 
332	-7,53378414298321E-02 
333	-5,99148329377753E-02 
334	-4,93965887625938E-02 
335	-3,49596124410857E-02 
336	-2,02532519857258E-02 
337	-1,79440522646556E-02 
338	-3,36092527497449E-02 
339	-6,32193167795114E-02 
340	-2,29592419598589E-02 
341	 3,65005776266933E-02 
342	 3,40466256843341E-03 
343	-4,67217503468082E-02 
344	-7,62584876741418E-02 
345	-8,52933762186889E-02 
346	-7,90000954107433E-02 
347	-6,27626360644671E-02 
348	-6,36648732369562E-02 
349	-7,91466159298085E-02 
350	-0,102983987301771 
351	-6,70407242134193E-02 
352	 2,58674797975786E-02 
353	 1,83094201078909E-02 
354	-3,52874241653827E-02 
355	-4,91250617193535E-02 
356	-4,87564663226949E-02 
357	-3,71913625339684E-02 
358	-4,7369366943808E-03 
359	-1,74138862890362E-03 
360	-4,08586189742538E-02 
361	-3,27237495458399E-02 
362	-4,28919123808004E-04 
363	 0,011250471724191 
364	-9,50640408107093E-03 
365	-3,86580059279813E-02 
366	 2,21297689166846E-02 
367	 4,97241517076284E-02 
368	-2,13613223221212E-02 
369	-5,86966235961146E-02 
370	-4,54490684907043E-02 
371	 7,75361614057325E-03 
372	 1,02892444600471E-02 
373	-4,07532071570793E-02 
374	-2,58029661123424E-02 
375	-1,21828415457466E-02 
376	-4,49341777234456E-02 
377	-3,58695097223192E-02 
378	-4,04804332879653E-03 
379	-2,57817053663042E-02 
380	-2,78169780738184E-02 
381	-1,70579908589361E-03 
382	-1,58146138591469E-02 
383	-3,21923816152351E-02 
384	-1,14048206438247E-02 
385	-5,20089872910045E-03 
386	-0,01516783158406 
387	-2,37856246106879E-02 
388	-2,65374596907951E-02 
389	-2,08249434461625E-02 
390	-8,97604608945438E-03 
391	 2,23568329912546E-03 
392	 6,54151857056369E-03 
393	 8,53990335599621E-03 
394	 8,60621687098018E-03 
395	 5,47488528756962E-03 
396	-2,55610841096185E-03 
397	-1,38585186145635E-02 
398	-1,29877394152089E-02 
399	-8,70038650821628E-03 
400	-1,66358342833348E-02 
401	-2,00725981858409E-02 
402	-1,74999910950585E-02 
