Wavelength	AURAY00763.asd
325	 0,17060253286583 
326	 0,244579707776734 
327	 0,189362982840869 
328	 3,00432185965845E-03 
329	 4,72053975312428E-02 
330	 0,155235168886063 
331	 0,191413280381632 
332	 0,138204797105035 
333	 4,02129927143472E-02 
334	 1,78918626635118E-02 
335	 0,122717301475956 
336	 0,272946840100545 
337	 0,121549586940508 
338	-4,93453959567566E-02 
339	 2,59084639044253E-02 
340	 8,28084694603771E-02 
341	 8,00773659192207E-02 
342	 3,06502306841886E-02 
343	 1,20098042317129E-02 
344	 4,68199676763592E-02 
345	 6,93898687483817E-02 
346	 5,65206603969312E-02 
347	-5,71762977083224E-03 
348	-1,19000156551688E-02 
349	 3,36450842579663E-02 
350	 6,22057163830698E-02 
351	 6,45297553317457E-02 
352	 4,05249989666332E-02 
353	 1,42721700870642E-02 
354	-1,04862869762325E-02 
355	-2,70284821259338E-02 
356	-4,94030581566979E-03 
357	 0,038122141511972 
358	 3,03081878457796E-02 
359	 9,98404364932777E-03 
360	 8,48820448238929E-04 
361	 3,48075438534693E-02 
362	 6,67127605021923E-02 
363	 3,32402578737733E-02 
364	 1,33791846151015E-02 
365	 2,39703371089377E-02 
366	 5,91924795401583E-02 
367	 7,01135883629838E-02 
368	 0,031491152775114 
369	 1,86865648718178E-02 
370	 2,64435827601899E-02 
371	 2,60168957058464E-02 
372	 2,82645488299273E-02 
373	 3,27659287843836E-02 
374	 2,90266435209571E-02 
375	 2,66437417586679E-02 
376	 3,13635240862202E-02 
377	 2,03644384340034E-02 
378	 7,80110039140985E-03 
379	 3,51275173543209E-02 
380	 4,33655532135444E-02 
381	 2,48378907327754E-02 
382	 2,63986184255848E-02 
383	 2,91609414014523E-02 
384	 1,43046470574473E-02 
385	 2,09091803601299E-02 
386	 4,22707258384152E-02 
387	 4,25924752627983E-02 
388	 4,42112799903655E-02 
389	 5,16284162679978E-02 
390	 4,27451864092741E-02 
391	 2,71139942011965E-02 
392	 1,79126292491479E-02 
393	 2,29013738588441E-02 
394	 3,59298542178578E-02 
395	 3,77657877777223E-02 
396	 2,99173800757577E-02 
397	 1,72638015132154E-02 
398	 2,68832148476711E-02 
399	 4,25254003581948E-02 
400	 3,75268462371512E-02 
401	 3,17852953068611E-02 
402	 2,86039005474942E-02 
403	 1,96906421019314E-02 
404	 1,51850021135107E-02 
405	 0,020927261458291 
406	 2,77379243507836E-02 
407	 3,04322298914139E-02 
408	 0,020628255416665 
409	 1,71425206584662E-02 
410	 2,33549849870162E-02 
411	 2,66607932708978E-02 
412	 2,65036822787013E-02 
413	 2,30305443160782E-02 
414	 1,64889782200758E-02 
415	 1,21725653931001E-02 
416	 2,22888076546613E-02 
417	 3,20283558352138E-02 
418	 3,44980441896897E-02 
419	 3,10488810611719E-02 
420	 2,42855215330241E-02 
421	 1,72402774547838E-02 
