Wavelength	NEUF00768.asd
325	 0,140200300123964 
326	-0,209864048847957 
327	-0,246020967070902 
328	 6,13958956017158E-02 
329	 0,102388709150143 
330	 7,38720018002964E-02 
331	 8,43011643562013E-02 
332	 0,174072793879501 
333	 0,225495083636518 
334	 0,125985492579642 
335	 0,102893730147339 
336	 0,197226184428566 
337	 0,137895494876487 
338	 3,27023815842659E-02 
339	 1,23198360262532E-03 
340	-4,07902903248052E-02 
341	-6,11228650847525E-02 
342	 5,09021149546409E-02 
343	 9,96123565633523E-02 
344	 6,80250453715905E-02 
345	 2,76430165303019E-02 
346	 0,021731422849811 
347	 7,37144720395631E-02 
348	 8,76792789329233E-02 
349	 5,43597830644757E-02 
350	-7,21694019173837E-03 
351	-5,65067263636554E-03 
352	 6,05392612828883E-02 
353	 3,89708147716391E-02 
354	 3,4094557780345E-04 
355	 4,28060567113311E-02 
356	 5,16900154303105E-02 
357	 2,77223035950148E-02 
358	 3,83294185366397E-02 
359	 5,23704022315657E-02 
360	 5,64202359769941E-02 
361	 4,57589744804281E-02 
362	 0,030346254200153 
363	 2,10970489464983E-02 
364	 2,39325497313992E-02 
365	 3,66144141236625E-02 
366	 5,07686539182602E-02 
367	 0,049378241996949 
368	 2,37875561929912E-02 
369	 1,77112139104434E-02 
370	 2,28713257057535E-02 
371	 1,18190142349794E-02 
372	 5,64285037296352E-03 
373	 0,010531413494276 
374	 2,62845572684646E-02 
375	 4,10488545927678E-02 
376	 4,54073435935645E-02 
377	 4,42745753767024E-02 
378	 3,80884930792821E-02 
379	 2,20081756932192E-02 
380	 0,026497292712004 
381	 5,44620530459978E-02 
382	 7,55426531679458E-02 
383	 7,73556420287814E-02 
384	 5,12251894945748E-02 
385	 4,54152402974064E-02 
386	 5,58487989609112E-02 
387	 4,21775223850101E-02 
388	 3,72155057130284E-02 
389	 4,94352575707146E-02 
390	 4,95308088000386E-02 
391	 4,63337035675456E-02 
392	 0,052662889527321 
393	 5,01651843208828E-02 
394	 4,02310695574172E-02 
395	 3,60345758271497E-02 
396	 0,040496474346922 
397	 5,21887384182743E-02 
398	 5,44322366043901E-02 
399	 4,82720688311489E-02 
400	 3,75311599933425E-02 
401	 2,78813323508112E-02 
402	 2,45427809572423E-02 
403	 3,87135653842651E-02 
404	 5,15221437092479E-02 
405	 4,97332269748273E-02 
406	 4,09100542320821E-02 
407	 3,13074244112448E-02 
408	 0,029990999481957 
409	 3,32616502759712E-02 
410	 3,80826035342259E-02 
411	 3,69449049891938E-02 
412	 3,24500071213749E-02 
413	 2,79186672326664E-02 
414	 3,14343489219118E-02 
415	 3,90709306773283E-02 
416	 3,73047940451055E-02 
417	 3,68087147773333E-02 
418	 4,08756948336186E-02 
419	 4,11647882382518E-02 
420	 4,11261022410341E-02 
421	 4,59230699146229E-02 
422	 4,59329703182056E-02 
423	 4,11078387364011E-02 
424	 3,82176462330384E-02 
425	 3,67272193319812E-02 
426	 3,65453936919092E-02 
427	 0,039181173789095 
428	 4,19910663062724E-02 
429	 3,98803429630753E-02 
430	 4,15570136756072E-02 
431	 4,68946581873552E-02 
432	 0,043541203728581 
433	 4,02928708012414E-02 
434	 4,46903671227952E-02 
435	 4,29437608637023E-02 
436	 3,71321252917198E-02 
437	 3,83809135411752E-02 
438	 4,16734762960137E-02 
439	 4,45170318571231E-02 
440	 4,45759818951062E-02 
441	 4,29305915120584E-02 
442	 4,12753206360514E-02 
443	 4,07573140850608E-02 
444	 4,12101788662983E-02 
445	 4,03939768906149E-02 
446	 4,12059150418939E-02 
447	 4,50248993446795E-02 
448	 4,79351230487605E-02 
449	 4,92182301417794E-02 
450	 0,048522208041486 
451	 4,91292698900763E-02 
452	 5,10686612020206E-02 
453	 0,049129937645248 
454	 0,047128303636284 
455	 4,86613494164019E-02 
456	 4,85680489741503E-02 
457	 4,76659659619343E-02 
458	 5,15426190160429E-02 
459	 5,11241310863819E-02 
460	 4,46059705472178E-02 
461	 0,046517135797865 
462	 5,08481792422096E-02 
463	 4,77592443517473E-02 
464	 4,79640294674091E-02 
465	 5,20806623863694E-02 
466	 5,33303680729294E-02 
467	 5,19676418496699E-02 
468	 4,86420833276326E-02 
469	 4,78353269212576E-02 
470	 4,85664408759644E-02 
471	 4,70824648529333E-02 
472	 4,82177567396393E-02 
473	 5,21258886910874E-02 
474	 5,28312372328863E-02 
475	 5,03099132069593E-02 
476	 4,52760162351299E-02 
