Wavelength	GRA-VIE-00151.asd
325	 0,257204396418811 
326	 0,224775885208623 
327	 0,178969660762899 
328	 0,191310327888984 
329	 0,168916737592815 
330	 0,170314725363644 
331	 0,254677619949756 
332	 0,27709750941857 
333	 0,216436998221494 
334	 9,98724102856939E-02 
335	 6,96766955800701E-02 
336	 0,118183165992636 
337	 0,115552925548974 
338	 6,82383759004584E-02 
339	 8,79097780255838E-03 
340	 3,22026951265667E-02 
341	 0,103602861145766 
342	 0,170233705805633 
343	 0,173015062547868 
344	 9,98000282900339E-02 
345	 7,21885335924268E-02 
346	 0,079698656877882 
347	 9,86687531827749E-02 
348	 7,80333226318074E-02 
349	 0,038940708638082 
350	 6,85627527047716E-02 
351	 8,66619411881413E-02 
352	 6,89815435878573E-02 
353	 1,73235170530149E-02 
354	-0,012355384209208 
355	 3,91859175322198E-02 
356	 5,46093220007885E-02 
357	 3,74582854190967E-02 
358	 5,25387886963786E-02 
359	 6,85991963592497E-02 
360	 6,83628426376153E-02 
361	 0,05071087656913 
362	 3,29224949853826E-02 
363	 3,81046990184773E-02 
364	 3,17765007724865E-02 
365	 1,37197603765715E-02 
366	 1,21311631007996E-02 
367	 2,48385152774998E-02 
368	 4,39234077038331E-02 
369	 3,01474573622702E-02 
370	 1,62299226906183E-03 
371	 2,86271529575556E-04 
372	-1,30990665138104E-04 
373	-3,92012219290625E-03 
374	 9,58257212781359E-04 
375	 9,3366371284439E-03 
376	 1,78716544391402E-02 
377	 4,16330502867971E-02 
378	 6,29827314735141E-02 
379	 4,53224844866531E-02 
380	 3,70775146227584E-02 
381	 4,85081646551802E-02 
382	 4,63564866758572E-02 
383	 3,43590518040903E-02 
384	 2,05978896366418E-02 
385	 2,04222286845692E-02 
386	 2,86228797695224E-02 
387	 2,51664435535766E-02 
388	 2,45490070752853E-02 
389	 2,97277598037437E-02 
390	 2,55590037082843E-02 
391	 1,77900286906885E-02 
392	 1,46417614176993E-02 
393	 0,019216359393385 
394	 2,66850693685702E-02 
395	 2,16255820602892E-02 
396	 1,50625606741128E-02 
397	 0,01316452030919 
398	 1,06388601333815E-02 
399	 1,20120479690189E-02 
400	 2,52263296091898E-02 
401	 2,77598690594589E-02 
402	 1,77725299457367E-02 
403	 1,17890051243853E-02 
404	 6,42386982511689E-03 
405	 4,23011186468619E-04 
406	 6,97009998129395E-03 
407	 1,84576602283257E-02 
408	 1,71850808752513E-02 
409	 1,50872724948675E-02 
410	 1,58702717598983E-02 
411	 1,84241396450038E-02 
412	 2,44800566122763E-02 
413	 3,47986556182098E-02 
414	 0,031739480067388 
415	 1,95201222371809E-02 
416	 1,64325525537855E-02 
417	 1,83769118752372E-02 
418	 2,20222375795089E-02 
419	 1,67793458677877E-02 
420	 1,00695815263606E-02 
421	 1,21507734066775E-02 
422	 1,43840664194561E-02 
423	 1,52127692220904E-02 
424	 1,68910002897479E-02 
425	 1,61817781349435E-02 
426	 1,20050132319505E-02 
427	 1,24929751826817E-02 
428	 1,56792907163116E-02 
429	 1,60880357532619E-02 
430	 1,65164280259794E-02 
431	 1,66558201802757E-02 
432	 1,12595077637811E-02 
433	 9,16423935788433E-03 
434	 1,73491948308604E-02 
435	 1,75743240653331E-02 
436	 1,17822179738043E-02 
437	 1,30697141102954E-02 
438	 0,016349872683195 
439	 0,019308081674674 
440	 1,99897846220247E-02 
441	 1,88556352514866E-02 
442	 1,67967275701306E-02 
443	 1,51415362156486E-02 
444	 1,39418061544277E-02 
445	 1,15387459551363E-02 
446	 0,00981426485546 
447	 1,01511881319898E-02 
448	 1,39903054402541E-02 
449	 0,017330614033679 
450	 1,22032659526707E-02 
451	 1,14335796373494E-02 
452	 1,63971757111258E-02 
453	 1,37522718313746E-02 
454	 1,05537088963516E-02 
455	 1,34943033369795E-02 
456	 1,43939631261258E-02 
457	 1,31444191092636E-02 
458	 1,35979532670976E-02 
459	 1,47040376920112E-02 
460	 1,56700452977219E-02 
461	 1,40592507652559E-02 
462	 0,012231913148083 
463	 1,35868465890114E-02 
464	 1,43962193342201E-02 
465	 1,42137937810761E-02 
466	 1,52647452564438E-02 
467	 1,48089935456415E-02 
468	 1,17821450546666E-02 
469	 1,39068358494386E-02 
470	 1,82497047491033E-02 
471	 1,69828438262307E-02 
472	 1,48786516824834E-02 
473	 1,36201219829836E-02 
474	 1,36993476650768E-02 
475	 1,34113373539416E-02 
476	 1,12266631738678E-02 
477	 0,011847798338359 
478	 1,45274945088139E-02 
479	 1,48472287675363E-02 
480	 1,38993044548165E-02 
481	 1,25219161747204E-02 
482	 1,30625464677524E-02 
483	 1,44050071135838E-02 
484	 1,46287387587325E-02 
485	 1,24290900788175E-02 
486	 9,24153199503304E-03 
487	 1,20578299445416E-02 
488	 1,43929642734585E-02 
489	 1,19788098347503E-02 
490	 1,53332019807206E-02 
491	 2,06386941426541E-02 
492	 1,51529426466103E-02 
493	 1,10891348959777E-02 
494	 1,22391309940173E-02 
495	 1,41348740156714E-02 
496	 1,47517578992568E-02 
497	 1,23196441662704E-02 
498	 0,012022030195459 
499	 1,39119459651784E-02 
500	 1,43260967415833E-02 
501	 1,44006164386854E-02 
502	 1,45476589358069E-02 
503	 1,29308151788202E-02 
504	 1,10017194655872E-02 
505	 1,15608438459259E-02 
506	 0,012954536276701 
507	 1,41912538763581E-02 
508	 0,013382511844973 
509	 1,22759394498904E-02 
510	 1,25092256837753E-02 
511	 1,36355864114386E-02 
512	 1,46511311768414E-02 
513	 1,30988857047278E-02 
514	 1,20742217879833E-02 
515	 0,012738649191913 
516	 1,30433260625537E-02 
517	 0,013022133017355 
518	 1,30375785992226E-02 
519	 1,24691283885218E-02 
520	 1,15843645161733E-02 
521	 1,18024598151103E-02 
522	 1,22561964589164E-02 
523	 1,23174795759734E-02 
524	 1,25801050866816E-02 
525	 1,28334662091722E-02 
526	 1,23378192362086E-02 
527	 0,012258449343248 
528	 1,28515687199769E-02 
529	 1,31985517184582E-02 
530	 1,30397551425087E-02 
531	 1,21924796176394E-02 
532	 1,19753798956319E-02 
533	 1,23440650541915E-02 
534	 1,20826882620648E-02 
535	 1,18456879829814E-02 
536	 1,20055377815371E-02 
537	 1,22767682004458E-02 
538	 1,25818227809043E-02 
539	 0,01292434643977 
540	 1,27064909042764E-02 
541	 1,19287019499085E-02 
542	 1,13989109518287E-02 
543	 1,14597680899177E-02 
544	 0,012341438651143 
545	 1,29880020900994E-02 
546	 1,31546161813086E-02 
547	 1,29005815557703E-02 
548	 1,25327117982517E-02 
549	 1,22884250112313E-02 
550	 1,25701946653922E-02 
551	 1,26856648622091E-02 
552	 1,14221453791398E-02 
553	 1,15948797735521E-02 
554	 1,32267972900375E-02 
555	 1,28521954675636E-02 
556	 1,26241254463016E-02 
557	 1,42368322274273E-02 
558	 1,49412834173048E-02 
559	 0,014525087425186 
560	 1,36700260757828E-02 
561	 1,29445987824235E-02 
562	 1,27095809286939E-02 
563	 1,29534512758929E-02 
564	 1,36266653141475E-02 
565	 1,46730516900291E-02 
566	 1,48813623113415E-02 
567	 1,43761550388406E-02 
568	 1,48291198876272E-02 
569	 1,54106002907885E-02 
570	 1,55174054120493E-02 
571	 1,51887553104005E-02 
572	 1,49560249893212E-02 
573	 1,60283508742737E-02 
574	 1,66294324178712E-02 
575	 0,016333434624113 
576	 1,65693700072466E-02 
577	 1,70244492431882E-02 
578	 1,72275679556624E-02 
579	 1,68197184897157E-02 
580	 0,016178646226169 
581	 1,67555438788335E-02 
582	 1,73007240397414E-02 
583	 1,71398659465966E-02 
584	 1,69326854693037E-02 
585	 1,71397425124265E-02 
586	 1,85257585974841E-02 
587	 1,86418956142758E-02 
588	 1,73497887483316E-02 
589	 1,76909572466446E-02 
590	 1,85141818957086E-02 
591	 1,86213822388135E-02 
592	 1,83913220998744E-02 
593	 1,78954510237817E-02 
594	 1,70986592995392E-02 
595	 0,016627715066382 
596	 1,66663919040297E-02 
597	 1,61292659360195E-02 
598	 1,54505787679538E-02 
599	 0,015433935032551 
