Wavelength	GRA-VIE-00041.asd
325	 0,184978461253416 
326	-3,21546481666594E-02 
327	-4,46628198569788E-02 
328	 0,141613655900774 
329	 0,187098288967804 
330	 0,186194510279899 
331	 0,170903756159843 
332	 0,190005704883877 
333	 0,228332577932215 
334	 0,226259836899302 
335	 0,216750940972759 
336	 0,195374725102752 
337	 0,107829120380045 
338	 2,65622829473517E-02 
339	 2,46646157354049E-02 
340	 6,05013670362873E-02 
341	 9,84307462338762E-02 
342	 0,101323275406253 
343	 8,28043003432332E-02 
344	 5,14504189421191E-02 
345	 2,81320819488763E-02 
346	 3,66021758049478E-02 
347	 8,86696492773325E-02 
348	 9,46253097131813E-02 
349	 6,43366882791678E-02 
350	 7,63525678718822E-02 
351	 7,13773356779846E-02 
352	 3,09349373607114E-02 
353	-3,50794873590588E-02 
354	-5,07052241079347E-02 
355	 5,58739506911812E-02 
356	 9,03700599185222E-02 
357	 5,85419234114112E-02 
358	 6,21710015915917E-02 
359	 6,06101875050486E-02 
360	 3,80746356404835E-02 
361	 2,25910584022143E-02 
362	 1,83827220026691E-02 
363	 2,72464970975426E-02 
364	 2,12598954946065E-02 
365	 5,61624837935702E-03 
366	 2,68111379136321E-02 
367	 0,040594745003551 
368	 2,69301202094478E-02 
369	 4,96475370396824E-02 
370	 8,24718396011154E-02 
371	 0,061064909494947 
372	 6,43859736414288E-02 
373	 0,091007591014097 
374	 3,57583576672888E-02 
375	-1,00723534996317E-02 
376	 2,19126913031482E-02 
377	 5,80327326204631E-02 
378	 7,52309790635491E-02 
379	 5,54932782494059E-02 
380	 4,31631213972125E-02 
381	 5,03537045115296E-02 
382	 5,47686852328792E-02 
383	 5,30401395931379E-02 
384	 4,37746457848711E-02 
385	 2,94131256788129E-02 
386	 1,83374590670133E-02 
387	 3,25767690253672E-02 
388	 4,32213272518758E-02 
389	 4,08958926383188E-02 
390	 4,16501251516927E-02 
391	 4,37059218906704E-02 
392	 0,043428643924356 
393	 4,58160264586132E-02 
394	 4,82785901895058E-02 
395	 4,01258520999555E-02 
396	 3,21969439784814E-02 
397	 3,03531460066667E-02 
398	 2,65370559815097E-02 
399	 2,59342649673485E-02 
400	 0,037857272534828 
401	 3,94532041959538E-02 
402	 0,030705351571173 
403	 0,033800787098421 
404	 4,16567045319509E-02 
405	 4,81148008814807E-02 
406	 4,75277154398354E-02 
407	 4,18581455578755E-02 
408	 3,53711788879159E-02 
409	 3,50658563207333E-02 
410	 4,11352983446703E-02 
411	 4,28104408922895E-02 
412	 0,043557214309856 
413	 4,68519285759387E-02 
414	 4,76173656955749E-02 
415	 4,58038294350813E-02 
416	 0,043413199006405 
417	 4,22764965831052E-02 
418	 4,19393345217372E-02 
419	 3,33115443248487E-02 
420	 0,026779115307055 
421	 3,58036821774488E-02 
422	 4,19567771820197E-02 
423	 4,15968556401317E-02 
424	 3,81290995631862E-02 
425	 3,42872741229555E-02 
426	 3,22315404972232E-02 
427	 3,52652203161177E-02 
428	 0,039589375883642 
429	 0,037681067861411 
430	 3,78277527947531E-02 
431	 4,03806111278959E-02 
432	 3,57024301359953E-02 
433	 3,19037436672943E-02 
434	 3,59880498386574E-02 
435	 3,62790250911566E-02 
436	 3,37825386028365E-02 
437	 3,65944938007218E-02 
438	 3,89081660204774E-02 
439	 3,86978094257607E-02 
440	 3,89388036597873E-02 
441	 3,73878961327356E-02 
442	 3,09428934015402E-02 
443	 3,05126262452065E-02 
444	 3,56808925993592E-02 
445	 3,56148409967167E-02 
