Wavelength	AULNE200301.asd
325	 0,233053087661404 
326	 0,271544076387106 
327	 0,297398131179438 
328	 0,297645598032427 
329	 0,301898846221935 
330	 0,30038077484986 
331	 0,281559668662999 
332	 0,195097498298637 
333	 0,105878046744396 
334	 0,216950633292472 
335	 0,227781825545047 
336	 0,123841505283043 
337	 0,205163375614526 
338	 0,274722392980174 
339	 0,138594526006919 
340	 0,131982071452437 
341	 0,211819483334902 
342	 0,169196497553438 
343	 0,157044925057485 
344	 0,196222560118912 
345	 0,121693910316596 
346	 7,26838818204439E-02 
347	 0,143653632931537 
348	 0,139078250384954 
349	 7,18086080299814E-02 
350	 5,59396909747635E-02 
351	 8,19652949325234E-02 
352	 0,13379392366051 
353	 0,122098240780713 
354	 9,83615151592436E-02 
355	 0,123982270666473 
356	 0,153992554716501 
357	 0,170033111721497 
358	 0,142158793814735 
359	 0,120792508811309 
360	 0,128155182653737 
361	 0,139919032970316 
362	 0,144482442919968 
363	 0,132724680267388 
364	 0,112357112994316 
365	 9,54272326912659E-02 
366	 0,117182078777167 
367	 0,140297884627353 
368	 0,143308429366319 
369	 0,145122732625696 
370	 0,14465074898845 
371	 0,134854030255413 
372	 0,131992178098095 
373	 0,140793919444909 
374	 0,163789259678565 
375	 0,162143139042989 
376	 0,113151690085747 
377	 0,11479226168986 
378	 0,147171965616356 
379	 0,132048141478977 
380	 0,138918911535355 
381	 0,174432613981702 
382	 0,172286080538967 
383	 0,156026692606943 
384	 0,151629071264019 
385	 0,163264118251246 
386	 0,176553461832257 
387	 0,156463447053314 
388	 0,142699416301681 
389	 0,150291874173426 
390	 0,152776984814767 
391	 0,151818452760049 
392	 0,152064744705622 
393	 0,151379080823731 
394	 0,150227749307183 
395	 0,150449928054464 
396	 0,153532699677674 
397	 0,159291298867598 
398	 0,160864550623697 
399	 0,160615346264557 
400	 0,163477069347815 
401	 0,163571329077267 
402	 0,158867404117314 
403	 0,144866660410619 
404	 0,142506863723778 
405	 0,162587680823143 
406	 0,165297767965171 
407	 0,155922109617568 
408	 0,15706523529052 
409	 0,157001069871856 
410	 0,154188692089744 
411	 0,155932620145 
412	 0,158098639085465 
413	 0,156783146889158 
414	 0,159278890759313 
415	 0,162544635668148 
416	 0,155298945319838 
417	 0,150366413403759 
418	 0,152139776430176 
419	 0,150368836011496 
420	 0,149893473141132 
421	 0,157757163918027 
422	 0,160574114806023 
423	 0,157511125855296 
424	 0,156037797498864 
425	 0,155951234462859 
426	 0,156937015820866 
427	 0,157207489851536 
428	 0,156815386771939 
429	 0,156553659082492 
430	 0,154018031187487 
431	 0,150777232034233 
432	 0,156518678559994 
433	 0,162199299221383 
434	 0,159769670217504 
435	 0,156115220953225 
436	 0,153307157200282 
437	 0,152919283467654 
438	 0,153383523529763 
439	 0,154155761044387 
440	 0,156188786747363 
441	 0,158303621469664 
442	 0,159084540434403 
443	 0,158467552058835 
444	 0,15716353515287 
445	 0,156881973280036 
446	 0,159719731993558 
447	 0,165548064467418 
448	 0,161580954520251 
449	 0,154537098930481 
450	 0,160460208497805 
451	 0,164348823072152 
452	 0,16293479188502 
453	 0,163407916614182 
454	 0,16450406812155 
455	 0,164847312873267 
456	 0,166201318687106 
457	 0,167391063250355 
458	 0,16390327960096 
459	 0,163862097812884 
460	 0,169312785571932 
461	 0,169460996260393 
462	 0,167094594912374 
463	 0,167269526007543 
464	 0,166937315401243 
465	 0,16666944766281 
466	 0,17126000643965 
467	 0,173449398891242 
468	 0,169106297696922 
469	 0,167398581223388 
470	 0,167989847753725 
471	 0,167222991494408 
472	 0,168308224832925 
473	 0,170862300717535 
474	 0,168592625258253 
475	 0,166084890873808 
476	 0,168020247104123 
477	 0,168244096018098 
478	 0,166941836623538 
479	 0,168495958318058 
480	 0,168272991434867 
481	 0,164933377586074 
482	 0,164609534983973 
483	 0,166986892493483 
484	 0,17074767473536 
485	 0,169673908413318 
486	 0,164358957515955 
487	 0,163726443341212 
488	 0,165321024340935 
489	 0,166928220801552 
490	 0,166975523309155 
491	 0,165666973405902 
492	 0,163929205059759 
493	 0,163840616278038 
494	 0,165594698121332 
495	 0,165593040624699 
496	 0,164534909912934 
497	 0,163557148747787 
498	 0,16490100926019 
499	 0,167439017524785 
500	 0,165957916918522 
501	 0,164888422536323 
502	 0,166554681302776 
503	 0,167947322442122 
504	 0,168875747186136 
505	 0,169791156975303 
506	 0,169792417818813 
507	 0,169154016636537 
508	 0,17001982709741 
509	 0,171473771098592 
510	 0,172598053728983 
511	 0,173620005020835 
512	 0,174478541098306 
513	 0,174990464375355 
514	 0,175594429560776 
515	 0,176237466548701 
516	 0,174899146484503 
517	 0,174210788811059 
518	 0,178083160620627 
519	 0,179854368222392 
520	 0,178768533597664 
521	 0,17885493515574 
522	 0,17935653583998 
523	 0,179612438611458 
524	 0,178858129894874 
525	 0,17776026274121 
526	 0,178134246197719 
527	 0,178195816422419 
528	 0,177580580296997 
529	 0,177798931601564 
530	 0,178291129309069 
531	 0,178307036452033 
532	 0,177944433094017 
533	 0,177634961488454 
534	 0,178824400002808 
535	 0,179275936913615 
536	 0,177931202086551 
537	 0,177738500115762 
538	 0,178362599918692 
539	 0,178430481306853 
540	 0,178467138953294 
541	 0,178544125668913 
542	 0,178377202187888 
543	 0,178273824242944 
544	 0,17855404927711 
545	 0,179529704373965 
546	 0,180649694566935 
547	 0,180278352746501 
548	 0,179935680888351 
549	 0,180293072924196 
550	 0,180354315450857 
551	 0,180351616711004 
552	 0,180781160002437 
553	 0,181777084402257 
554	 0,182816170411789 
555	 0,181756745518104 
556	 0,180539782855 
557	 0,180700959496212 
558	 0,17981336097794 
559	 0,17814431514869 
560	 0,177316054755957 
