Wavelength	SCO-GRA00767.asd
325	 0,236852155550064 
326	 0,10157891989461 
327	-8,31808385884925E-02 
328	-0,129100973693327 
329	 2,79531055363837E-02 
330	 0,114530684218467 
331	 6,20075553157043E-02 
332	 3,34056390855516E-02 
333	 0,045228053235195 
334	 0,11125090688683 
335	 0,104645793094349 
336	 1,83160753391554E-02 
337	 6,70745232359602E-02 
338	 0,121401168075222 
339	 6,76335460725412E-02 
340	 9,17400231012757E-02 
341	 0,152083646695655 
342	 8,27737719984407E-02 
343	 2,45817296266987E-02 
344	 2,03786383014046E-02 
345	 6,07727345007635E-02 
346	 8,16851980400992E-02 
347	 3,43691067231368E-02 
348	 3,29439515447913E-02 
349	 6,91925480093408E-02 
350	 5,91481742639847E-02 
351	 2,21138328542057E-02 
352	-2,10094087015929E-02 
353	 1,63057476423656E-02 
354	 6,55969542762765E-02 
355	 4,53073846486571E-02 
356	 1,54558786360442E-02 
357	 3,10443992876534E-04 
358	 1,66895499241889E-02 
359	 3,77997350174179E-02 
360	 4,73191192989796E-02 
361	 2,84119044246503E-02 
362	 7,32995574419279E-03 
363	 1,92675458231258E-02 
364	 2,75218908797267E-02 
365	 2,60126517299385E-02 
366	 2,61199168734211E-02 
367	 3,26404368360107E-02 
368	 4,70003016887554E-02 
369	 5,29127500856554E-02 
370	 5,33066761761683E-02 
371	 5,89628712683883E-02 
372	 4,53272535610184E-02 
373	 1,92694035739771E-02 
374	 3,58209364672505E-02 
375	 5,45108532049286E-02 
376	 4,67581616498309E-02 
377	 4,18030232866407E-02 
378	 4,30287726608767E-02 
379	 0,047320603053394 
380	 4,73186004491555E-02 
381	 4,14863085709956E-02 
382	 3,60513683733891E-02 
383	 3,23218810795109E-02 
384	 3,16709111329391E-02 
385	 4,21679469978382E-02 
386	 5,41272293255495E-02 
387	 0,041722303937854 
388	 3,88480368779752E-02 
389	 5,31890170237503E-02 
390	 4,61337999012311E-02 
391	 3,12658020863212E-02 
392	 2,85556146180189E-02 
393	 3,58300921464647E-02 
394	 4,60103463838963E-02 
395	 3,85068841379153E-02 
396	 3,96558093760246E-02 
397	 5,78298536164201E-02 
398	 5,35245673652514E-02 
399	 4,05090188319764E-02 
400	 4,54666562561895E-02 
401	 4,88647668845911E-02 
402	 4,61421358068171E-02 
403	 3,87363623808866E-02 
404	 3,32167268231279E-02 
405	 0,033495188963814 
406	 3,57073193638226E-02 
407	 3,46462566817023E-02 
408	 1,96556531834967E-02 
409	 0,017333720145981 
410	 2,97637107786307E-02 
411	 0,026388529747428 
412	 2,40220844193165E-02 
413	 3,83360451065255E-02 
414	 4,20457463565727E-02 
415	 3,46255976125562E-02 
416	 2,51492745528873E-02 
417	 0,025267938171136 
418	 0,03718868157395 
419	 4,01737407571313E-02 
420	 3,80353126140436E-02 
421	 3,80585725209041E-02 
422	 3,63247825015999E-02 
423	 3,26809121406298E-02 
424	 2,77526823450461E-02 
425	 0,026557194295424 
426	 3,18565453346393E-02 
427	 3,96786877647853E-02 
428	 4,52673865722545E-02 
429	 4,14377537212449E-02 
430	 3,72842721977519E-02 
431	 3,56225714583206E-02 
432	 3,44625894687353E-02 
433	 3,52506551944681E-02 
434	 3,88670012612327E-02 
435	 3,83146141917482E-02 
436	 3,52373629862788E-02 
437	 3,73406628649879E-02 
438	 3,82276559119333E-02 
439	 3,62188270862472E-02 
440	 3,75070013768839E-02 
441	 3,89438376584214E-02 
442	 0,035980361993046 
443	 3,42775213993691E-02 
444	 3,47935377485552E-02 
445	 3,59251886257297E-02 
446	 3,61895579312407E-02 
447	 0,03507791963418 
448	 3,74260516508751E-02 
449	 4,02300245819666E-02 
450	 3,66083279506323E-02 
451	 3,48289569004363E-02 
452	 3,66713925386679E-02 
453	 3,72965447871868E-02 
454	 3,76190863106098E-02 
455	 3,85390185124277E-02 
456	 3,73873433147261E-02 
457	 3,55501828911507E-02 
458	 3,83569758189314E-02 
459	 3,92906635095944E-02 
460	 0,036296563947501 
461	 3,53557305790544E-02 
462	 3,54976065012151E-02 
463	 3,46152828192023E-02 
464	 3,46441184080393E-02 
465	 3,57260481799471E-02 
466	 3,69846976767794E-02 
467	 3,72990701425097E-02 
468	 3,61777221327191E-02 
469	 3,61231129083362E-02 
470	 3,75908148408183E-02 
471	 4,09955476677792E-02 
472	 4,21796695998226E-02 
473	 4,02931971745946E-02 
474	 3,88566748563452E-02 
475	 3,75343962817063E-02 
476	 3,58806452095667E-02 
477	 3,63014979888221E-02 
478	 3,85140877622062E-02 
479	 4,07306380740588E-02 
480	 4,15463852695941E-02 
481	 4,05272361531889E-02 
482	 4,00644247393473E-02 
483	 4,06472462125432E-02 
484	 4,25886618011732E-02 
485	 4,28761073143068E-02 
486	 4,16291393781989E-02 
487	 4,30225755689755E-02 
488	 4,32010655818097E-02 
489	 3,97265079686426E-02 
490	 3,94668844963912E-02 
491	 4,16211191728056E-02 
492	 4,19249435413745E-02 
493	 4,12701183157283E-02 
494	 4,03118694521378E-02 
495	 4,14644590512566E-02 
496	 4,31096529666532E-02 
497	 4,32526532915944E-02 
498	 4,32617413527872E-02 
499	 4,28521926128298E-02 
500	 3,96987707627138E-02 
501	 3,89553847036032E-02 
502	 4,27975312499122E-02 
503	 4,32495096707211E-02 
504	 4,18021326023117E-02 
505	 4,29287697330702E-02 
506	 4,39576513616584E-02 
507	 4,43952197842685E-02 
508	 4,56049723823074E-02 
509	 4,62796931226733E-02 
510	 4,53028426162434E-02 
511	 4,45799671566002E-02 
512	 4,45376967439725E-02 
513	 4,53839990819908E-02 
514	 0,045251426366453 
515	 4,38560611476591E-02 
516	 4,52337925085455E-02 
517	 4,73548057836332E-02 
518	 4,69295103229264E-02 
519	 0,046598635229831 
520	 4,67100801862112E-02 
521	 4,58591601514189E-02 
522	 4,54053021349194E-02 
523	 4,62896862349811E-02 
524	 4,76024524034304E-02 
525	 0,048385989977454 
526	 4,66978072458703E-02 
527	 4,59336032112973E-02 
528	 4,70318977503217E-02 
529	 4,79893786729766E-02 
530	 0,048116051785019 
531	 4,68571165908475E-02 
532	 4,63390110348556E-02 
533	 4,68542378130523E-02 
534	 0,0475244597225 
535	 4,83359584827786E-02 
