Wavelength	PENFOUL00026.asd
325	 5,12631540794259E-02 
326	 0,191678365206336 
327	 0,250878558456567 
328	 0,142412913922823 
329	 0,165907392133615 
330	 0,186927251355246 
331	 0,120230194726283 
332	 0,135361768954347 
333	 0,204007026539429 
334	 0,218964693132683 
335	 0,159437795331344 
336	 5,10663118952306E-02 
337	 2,09289832468282E-03 
338	 1,98804548734512E-02 
339	 9,16990185831218E-02 
340	 0,14378920086912 
341	 0,162879016712159 
342	 0,142527314010248 
343	 9,38692451332927E-02 
344	 3,22047261772851E-02 
345	 0,029416072084664 
346	 2,97908414088052E-02 
347	-0,01780057196526 
348	 4,55224489755777E-02 
349	 0,157086099544452 
350	 0,102617889211392 
351	 1,52415375951434E-02 
352	-4,26424927475559E-02 
353	 1,04831832784675E-02 
354	 6,77035797775803E-02 
355	 2,88461812715879E-02 
356	 4,07672316257603E-02 
357	 9,32385523964973E-02 
358	 6,31206907356652E-02 
359	 1,67223898579164E-02 
360	-0,013594460536948 
361	 3,96195989199795E-03 
362	 0,040483450539593 
363	 4,46771958127036E-02 
364	 4,84856281424419E-02 
365	 5,53916946773448E-02 
366	 4,89106799620365E-02 
367	 4,82459436062712E-02 
368	 0,061039913346386 
369	 4,93445378151261E-02 
370	 2,84176541332194E-02 
371	 3,50727502216578E-02 
372	 2,56117652759607E-02 
373	 1,71556080271786E-03 
374	 2,98013763262676E-02 
375	 5,07560378157413E-02 
376	 2,90135265337901E-02 
377	 3,89301665869874E-02 
378	 6,28115698650521E-02 
379	 0,040890796414973 
380	 2,63264659483546E-02 
381	 3,32353676838419E-02 
382	 0,030889706788929 
383	 0,029164063860842 
384	 3,73059333319994E-02 
385	 3,16769401014481E-02 
386	 2,05272438735872E-02 
387	 3,61489401730406E-02 
388	 5,39452852169273E-02 
389	 6,05069697845085E-02 
390	 4,25873683953537E-02 
391	 2,50150146555928E-02 
392	 3,79713273867015E-02 
393	 3,48741666152408E-02 
394	 1,70695100605755E-02 
395	 1,75647908616778E-02 
396	 2,53580895454093E-02 
397	 0,03326497079844 
398	 3,39648849409912E-02 
399	 3,24035045374307E-02 
400	 3,79938908996712E-02 
401	 2,78092376742747E-02 
402	 7,73929898315514E-03 
403	 2,23434380682843E-02 
404	 3,76141678138569E-02 
405	 3,19600640855315E-02 
406	 2,55549171439443E-02 
407	 2,22493876840773E-02 
408	 2,47219680397887E-02 
409	 2,50524208129475E-02 
410	 2,20804012030251E-02 
411	 2,25075968392212E-02 
412	 2,33736748271811E-02 
413	 2,16561538202991E-02 
414	 1,77456675295279E-02 
415	 0,012898376260849 
416	 9,43388947873253E-03 
417	 9,70397257011057E-03 
418	 1,47243943913096E-02 
419	 2,60228639531989E-02 
420	 3,25235572456715E-02 
421	 2,11955051784584E-02 
422	 1,68941077055648E-02 
423	 2,16118780410255E-02 
424	 2,06516531315639E-02 
425	 1,69764364760098E-02 
426	 1,30627241648602E-02 
427	 1,43203762842186E-02 
428	 1,73319855251107E-02 
429	 1,44652501462005E-02 
430	 1,40202207411645E-02 
431	 1,75200850183818E-02 
432	 2,07098360595898E-02 
433	 2,20412239480315E-02 
434	 2,04767793505293E-02 
435	 1,68146786004763E-02 
436	 1,41970719288181E-02 
437	 2,04182541587679E-02 
438	 2,35164611452878E-02 
439	 1,99103021420339E-02 
440	 2,05831432426557E-02 
441	 2,15736868689717E-02 
442	 1,67768756780689E-02 
443	 1,40536036516116E-02 
444	 1,47439300264705E-02 
445	 1,67467543738778E-02 
446	 1,80448010520178E-02 
447	 1,74601516423948E-02 
448	 1,71958828060928E-02 
449	 1,67615690406581E-02 
450	 1,44016447579459E-02 
451	 1,44521491614756E-02 
452	 1,73992907061265E-02 
453	 1,88750465937933E-02 
454	 1,97955249302213E-02 
455	 2,10367595594852E-02 
456	 1,99262446249154E-02 
457	 0,017031615505758 
458	 1,47160874704019E-02 
459	 1,41749323441122E-02 
460	 1,57717595401037E-02 
461	 1,76274762326518E-02 
462	 1,86655571732506E-02 
463	 1,78254804505773E-02 
464	 1,54420955671598E-02 
465	 1,31082388515845E-02 
466	 1,58372465787275E-02 
467	 1,82344933095689E-02 
468	 0,01699570272758 
469	 1,66860257326662E-02 
470	 0,017034899939725 
471	 1,59673036581835E-02 
472	 1,67076305003724E-02 
473	 1,92187955784004E-02 
474	 1,84810397642676E-02 
475	 0,016371957475198 
476	 1,50951194879391E-02 
477	 1,62138379958484E-02 
478	 1,83284387373549E-02 
479	 1,66895185776248E-02 
480	 1,45566009300723E-02 
481	 1,36841507132453E-02 
482	 1,49868257228756E-02 
483	 0,016307162559948 
484	 1,43580689959243E-02 
485	 1,38124280532569E-02 
486	 1,53255115347462E-02 
487	 1,62642070112546E-02 
488	 1,70682164301353E-02 
489	 1,79720116487352E-02 
490	 1,75529694076367E-02 
491	 1,66503833875489E-02 
492	 1,78496244029595E-02 
493	 0,017813628800688 
494	 1,58505212145437E-02 
495	 1,48983564086793E-02 
496	 1,46150238199015E-02 
497	 1,43484388673753E-02 
498	 1,46924728757759E-02 
499	 1,52152712562306E-02 
500	 1,41277405988471E-02 
501	 1,39161617266515E-02 
