Wavelength	BEL100192.asd
325	 5,49358090297866E-03 
326	 4,26342699141513E-03 
327	 8,26527022328256E-03 
328	 1,40176412353248E-02 
329	 9,45824739573137E-03 
330	 6,22312520332927E-03 
331	 1,28010894370442E-02 
332	 1,85687202232703E-02 
333	 2,01828075014446E-02 
334	 1,41477580500892E-02 
335	 7,74310416656834E-03 
336	 4,92932962666559E-03 
337	 1,09580862173879E-02 
338	 1,69082943431472E-02 
339	 1,52912594716883E-02 
340	 0,01368369113475 
341	 1,36005980728336E-02 
342	 1,56263237958911E-02 
343	 1,63155345043784E-02 
344	 1,47983398052468E-02 
345	 1,28898124965436E-02 
346	 1,24033075486796E-02 
347	 1,46647093872999E-02 
348	 1,39852153690981E-02 
349	 1,14355907251155E-02 
350	 1,23571195137503E-02 
351	 1,29600995889854E-02 
352	 1,21305489611126E-02 
353	 1,24291802469087E-02 
354	 1,34577257861329E-02 
355	 0,01448946958745 
356	 1,56066208957246E-02 
357	 1,58460706738094E-02 
358	 1,20599078918064E-02 
359	 9,90321459526483E-03 
360	 0,011810070378039 
361	 0,01223692426784 
362	 1,21640159981291E-02 
363	 1,38377766196886E-02 
364	 0,013459023309575 
365	 1,13327480886001E-02 
366	 1,14586128908059E-02 
367	 1,22493580287385E-02 
368	 1,25472404544817E-02 
369	 1,15487806951514E-02 
370	 1,00143086077013E-02 
371	 9,38132945295334E-03 
372	 1,13491415420337E-02 
373	 0,01529064389435 
374	 1,65108303743979E-02 
375	 1,53215472140696E-02 
376	 0,012453225785565 
377	 1,15401652106216E-02 
378	 1,23091764078864E-02 
379	 1,24692175454214E-02 
380	 1,20841270264262E-02 
381	 1,13320611907593E-02 
382	 0,011616626407056 
383	 1,21348669544598E-02 
384	 1,19519483327603E-02 
385	 1,18530722553976E-02 
386	 1,22667926717624E-02 
387	 1,39386951365438E-02 
388	 1,53484327861941E-02 
389	 1,57968824755683E-02 
390	 1,54490448124149E-02 
391	 1,45141607083221E-02 
392	 1,32318519772816E-02 
393	 1,29418454812045E-02 
394	 1,35331902664245E-02 
395	 1,36520669396857E-02 
396	 1,37609729246197E-02 
397	 0,013944448364348 
398	 1,33526218323118E-02 
399	 1,26343411216682E-02 
400	 1,26752277061997E-02 
401	 1,29093513863144E-02 
402	 1,30676558030599E-02 
403	 1,25353856128347E-02 
404	 1,27869202764333E-02 
405	 1,45536498395244E-02 
406	 1,40467661782573E-02 
407	 0,012309154996271 
408	 1,26926500982599E-02 
409	 1,28991522955661E-02 
410	 1,25431091162427E-02 
411	 1,32473539250895E-02 
412	 1,36875134146739E-02 
413	 1,26504737880804E-02 
414	 1,23728788836486E-02 
415	 1,29641603296535E-02 
416	 1,36357535776133E-02 
417	 1,37994869670876E-02 
418	 0,013288156830223 
419	 1,30401396879904E-02 
420	 1,31058087158411E-02 
421	 1,34177318540352E-02 
422	 1,31796630794582E-02 
423	 1,26282099615913E-02 
424	 1,33742005689923E-02 
425	 1,39594668573927E-02 
426	 1,34667192766613E-02 
427	 1,30276177193398E-02 
428	 1,28345142618058E-02 
429	 1,29097958538414E-02 
430	 1,29240402917516E-02 
431	 1,28505175357025E-02 
432	 0,013101331430751 
433	 1,34450178138503E-02 
434	 1,36579645932633E-02 
435	 1,35867071122411E-02 
436	 1,34096998165796E-02 
437	 1,36721327640101E-02 
438	 1,37520846723009E-02 
439	 1,34922906422795E-02 
440	 1,36096736171399E-02 
441	 0,013729118720979 
442	 0,013302361014297 
443	 1,33820127951431E-02 
444	 1,39341509720641E-02 
445	 1,40388108365304E-02 
446	 1,37993058959781E-02 
447	 1,33485323206572E-02 
448	 1,31966463487219E-02 
449	 1,34621304672781E-02 
450	 1,43010907488703E-02 
451	 1,42341274727548E-02 
452	 1,32756605367126E-02 
453	 1,40088934370239E-02 
454	 1,50607085664729E-02 
455	 1,49821970223584E-02 
456	 1,43314954067961E-02 
457	 1,35734042547414E-02 
458	 1,35375188953554E-02 
459	 1,41586923512175E-02 
460	 1,51362165864753E-02 
461	 1,46982994414941E-02 
462	 0,01389323481149 
463	 1,44107845495982E-02 
464	 1,48132277948553E-02 
465	 0,014787143891516 
466	 1,46321821463158E-02 
467	 1,44921518569076E-02 
468	 1,44339043828512E-02 
469	 1,39480155903036E-02 
470	 1,34196755217427E-02 
471	 1,37683430134182E-02 
472	 1,41957702017253E-02 
473	 1,44119408626147E-02 
474	 1,44508454002001E-02 
475	 1,44989370110479E-02 
476	 1,47314669406045E-02 
477	 0,014741559809783 
478	 1,45912025949184E-02 
479	 1,47506025209905E-02 
480	 1,46248245205717E-02 
481	 1,40654266924231E-02 
482	 1,42252861547326E-02 
483	 1,46147038690746E-02 
484	 1,42301689612131E-02 
485	 1,41864170899834E-02 
486	 1,46327329559466E-02 
487	 1,48548710667449E-02 
488	 1,46941786352069E-02 
489	 1,41565773452738E-02 
490	 1,45693353138796E-02 
491	 0,015330516385606 
492	 0,014461561381721 
493	 1,39751007216553E-02 
494	 1,44525367394282E-02 
495	 1,48432708222762E-02 
496	 0,014970225420932 
497	 1,47318119048585E-02 
498	 1,49379708901098E-02 
499	 1,54955061534841E-02 
500	 1,54603783059027E-02 
501	 1,51276349985766E-02 
502	 0,014725043560964 
503	 0,014439257112722 
504	 1,45972273141569E-02 
505	 1,58286185716557E-02 
506	 1,58356102263642E-02 
507	 1,44055226227544E-02 
508	 1,39010619835159E-02 
509	 1,42649261556609E-02 
510	 0,015279113577251 
511	 1,60040674725007E-02 
512	 1,62151498401569E-02 
513	 1,59342108736197E-02 
514	 1,56692038581436E-02 
515	 1,56557044415183E-02 
516	 1,53941041249033E-02 
517	 1,53390913430361E-02 
518	 1,62255804206582E-02 
519	 1,64595045788124E-02 
520	 1,59324841052961E-02 
521	 1,58952456497603E-02 
522	 1,58039828805722E-02 
523	 1,53490196092113E-02 
524	 1,57507236535128E-02 
525	 1,66173977696787E-02 
526	 1,66095934775684E-02 
527	 1,64925852085141E-02 
528	 1,64967248638391E-02 
529	 1,64032818178262E-02 
530	 1,63575695674352E-02 
531	 1,65335400490014E-02 
532	 1,66509502177108E-02 
533	 1,66416868579857E-02 
534	 0,016475821587778 
535	 1,65690060959537E-02 
536	 1,70578666091883E-02 
537	 1,67628715916355E-02 
538	 1,61168354332615E-02 
539	 1,62847936720842E-02 
540	 1,63601964196322E-02 
541	 1,61845186528533E-02 
542	 1,64146270939389E-02 
543	 1,67331056164928E-02 
544	 0,016803181358817 
545	 1,69107483899218E-02 
546	 1,70190284547476E-02 
547	 1,68364500513322E-02 
548	 1,67613965306489E-02 
549	 1,69605757436658E-02 
550	 1,70614649069755E-02 
551	 1,70486470297263E-02 
552	 1,69646996442441E-02 
553	 0,016981570986731 
554	 1,71000761335322E-02 
555	 1,70588184828719E-02 
556	 1,70657851972378E-02 
557	 1,72735898753854E-02 
558	 1,71129173153543E-02 
559	 0,016751191293592 
560	 0,016883766800991 
561	 1,71568854752867E-02 
562	 1,73592565521296E-02 
563	 1,71298562834878E-02 
564	 1,67787196379973E-02 
565	 1,67683170035086E-02 
566	 1,69622173813421E-02 
567	 1,72391108208176E-02 
568	 1,72813251689198E-02 
569	 1,72925396743534E-02 
570	 1,73988277192513E-02 
571	 1,72469755631679E-02 
572	 1,70341671437546E-02 
573	 1,72741526277277E-02 
574	 1,77582584183928E-02 
575	 1,83162617031955E-02 
576	 1,84698580094118E-02 
577	 1,85408787791494E-02 
578	 1,89256678809267E-02 
579	 1,87335314089878E-02 
580	 1,81422301126969E-02 
581	 1,82953534506498E-02 
582	 1,86490413079179E-02 
583	 1,88789841887361E-02 
584	 1,89618731650499E-02 
585	 1,90461596010174E-02 
586	 1,94466975203067E-02 
587	 1,96822719589798E-02 
588	 1,96323090695115E-02 
589	 1,95983760361909E-02 
590	 1,96689860099553E-02 
591	 1,98891766820821E-02 
592	 1,98284430916828E-02 
593	 1,95556795678256E-02 
594	 1,94326972868906E-02 
595	 1,96395872453992E-02 
596	 2,01144705730182E-02 
597	 1,97158423417513E-02 
598	 1,92469755483345E-02 
599	 2,00839432944908E-02 
600	 2,05742174616346E-02 
601	 2,03537095488879E-02 
602	 0,019959852321893 
603	 1,96675963103763E-02 
604	 1,96844653239144E-02 
605	 1,98743043992239E-02 
606	 1,99981074201581E-02 
607	 0,019511024525076 
608	 1,90983606120543E-02 
609	 1,90495065899093E-02 
610	 1,92621346092792E-02 
611	 0,01942636737079 
612	 0,019168204291563 
613	 1,90968989922544E-02 
614	 1,91972091720855E-02 
615	 1,88086905129621E-02 
616	 1,86055816736325E-02 
617	 1,89254634572683E-02 
618	 1,84837587079704E-02 
619	 1,78331272746592E-02 
620	 1,84800918867694E-02 
621	 1,87152664466759E-02 
622	 1,81666498169691E-02 
623	 1,80416991672593E-02 
624	 1,82299644455982E-02 
625	 1,85215506105324E-02 
626	 1,86417497155805E-02 
627	 1,85970074182346E-02 
628	 1,86383857130766E-02 
629	 1,87753561421703E-02 
630	 1,89704399728448E-02 
631	 1,88628381700292E-02 
632	 1,86850691031493E-02 
633	 1,88728846637897E-02 
634	 1,91068593430657E-02 
635	 1,93057723867451E-02 
636	 1,95286766749596E-02 
637	 1,97793890364149E-02 
638	 2,00555907642841E-02 
639	 2,02369157698702E-02 
640	 2,03880640665057E-02 
641	 2,07987128046756E-02 
642	 2,08905004164511E-02 
643	 2,05313538060403E-02 
644	 2,05141546240379E-02 
645	 2,06699653189096E-02 
646	 2,06628641722328E-02 
647	 2,05809527414393E-02 
648	 2,05455800966407E-02 
649	 2,09738873358502E-02 
650	 2,11556947203535E-02 
651	 2,06917390636318E-02 
652	 2,05451210799285E-02 
653	 2,06218457061681E-02 
654	 2,03990323862585E-02 
655	 2,03365400873833E-02 
656	 2,04449084404533E-02 
657	 0,020016900780757 
658	 1,91799442481387E-02 
659	 1,81231146979827E-02 
660	 0,017887361465231 
661	 1,83039032133014E-02 
662	 1,83496555090172E-02 
663	 1,80603417371216E-02 
