Wavelength	AV0200084.asd
325	 2,36510580606407E-02 
326	 2,65409022972537E-02 
327	 2,78591524283582E-02 
328	 2,66407815136543E-02 
329	 2,63739807678149E-02 
330	 2,63676163816889E-02 
331	 2,59703923275749E-02 
332	 2,44183723174858E-02 
333	 2,33514986442756E-02 
334	 2,67280607160975E-02 
335	 2,81243244307763E-02 
336	 2,64446114988445E-02 
337	 2,63480105769465E-02 
338	 2,68081023288239E-02 
339	 2,66518500663351E-02 
340	 2,52846823814976E-02 
341	 2,36374305707768E-02 
342	 2,39600126222061E-02 
343	 2,46578434069671E-02 
344	 2,52105753747068E-02 
345	 2,60259382790191E-02 
346	 2,65063424610878E-02 
347	 2,61302453071219E-02 
348	 2,62504430629702E-02 
349	 2,68031853941374E-02 
350	 2,70574143968954E-02 
351	 2,68191671673625E-02 
352	 2,61570828358307E-02 
353	 2,60629932575474E-02 
354	 2,60375203100762E-02 
355	 0,025408446261908 
356	 2,64972091326543E-02 
357	 2,86141329107497E-02 
358	 2,82908763331079E-02 
359	 2,76193848834756E-02 
360	 2,75619002385842E-02 
361	 2,68137650082821E-02 
362	 2,61746622131022E-02 
363	 2,69090703248194E-02 
364	 2,69273211310671E-02 
365	 0,02620405426092 
366	 2,64655608716656E-02 
367	 2,67025123529614E-02 
368	 2,64289187995214E-02 
369	 2,73830662561075E-02 
370	 2,85492642060286E-02 
371	 2,76746453217325E-02 
372	 2,68814331623148E-02 
373	 2,67558126516205E-02 
374	 2,66060623656761E-02 
375	 0,026749874881935 
376	 2,73393234362555E-02 
377	 2,66769458419331E-02 
378	 2,55225942401396E-02 
379	 2,62736524634998E-02 
380	 2,78021913130362E-02 
381	 2,92057068218039E-02 
382	 2,80506381165891E-02 
383	 2,63393084135734E-02 
384	 2,64158793446347E-02 
385	 2,76105758955376E-02 
386	 2,91353790593408E-02 
387	 2,94645134981674E-02 
388	 2,90940480415286E-02 
389	 2,84030079718875E-02 
390	 2,83142023743406E-02 
391	 2,83249846343221E-02 
392	 2,77441664950039E-02 
393	 2,85811203550848E-02 
394	 3,00934284941858E-02 
395	 0,028799060724105 
396	 2,79687551417848E-02 
397	 2,89645965273158E-02 
398	 2,92637327470192E-02 
399	 2,89683855092313E-02 
400	 2,85331931722927E-02 
401	 2,85368896854097E-02 
402	 2,88426457018731E-02 
403	 2,84540485492732E-02 
404	 2,80928492260183E-02 
405	 2,82497643418324E-02 
406	 2,84713058996001E-02 
407	 2,87475070264833E-02 
408	 0,02931891762576 
409	 2,91537973580424E-02 
410	 2,82772464520296E-02 
411	 2,83647266758783E-02 
412	 2,88733958415525E-02 
413	 0,029175358083833 
414	 2,88429704384353E-02 
415	 2,82109087239451E-02 
416	 2,83530613121288E-02 
417	 2,86594675741208E-02 
418	 2,88708942935703E-02 
419	 2,90978962858186E-02 
420	 0,029305172050832 
421	 2,94427734085611E-02 
422	 2,95788883216335E-02 
423	 2,96528667482465E-02 
424	 2,93361694761084E-02 
425	 2,92731525578208E-02 
426	 2,98025591878119E-02 
427	 2,97854766742314E-02 
428	 2,94865632931661E-02 
429	 2,97425162417076E-02 
430	 3,01078946351038E-02 
431	 0,030351519816447 
432	 3,00728033008829E-02 
433	 2,99448245076395E-02 
434	 3,04941891965838E-02 
435	 3,03956867624802E-02 
436	 2,99275276503852E-02 
437	 3,04110734423366E-02 
438	 3,06833098345795E-02 
439	 3,04143999722526E-02 
440	 3,06212721037175E-02 
441	 3,09457864165943E-02 
442	 3,08238301295952E-02 
443	 3,08395706896939E-02 
444	 3,10488042039549E-02 
445	 3,11569795465884E-02 
446	 3,12605765247286E-02 
447	 3,13978021978022E-02 
448	 3,13628770620689E-02 
449	 3,13020237492926E-02 
450	 3,15466393644142E-02 
451	 3,16971695741014E-02 
452	 3,16855123162648E-02 
453	 3,18290754874989E-02 
454	 3,20171664755642E-02 
455	 3,21315641514669E-02 
