Wavelength	AVEN00105.asd
325	 0,140079664387276 
326	 6,91882829997784E-02 
327	-1,18983708507189E-02 
328	-6,44242240234549E-02 
329	 0,073110476337528 
330	 0,15388418547043 
331	 4,77862771208587E-02 
332	 4,36629240613304E-02 
333	 0,103425004606597 
334	 3,19693183476189E-02 
335	 7,23619957995903E-03 
336	 4,90569795163814E-02 
337	-2,0559335385099E-03 
338	-5,76225117351444E-02 
339	-3,40799176813583E-02 
340	-2,06237116228955E-02 
341	-0,01233969661844 
342	 3,51074687201023E-02 
343	 8,56650821212035E-02 
344	 0,117762958795272 
345	 9,78849300612546E-02 
346	 5,53338508582756E-02 
347	 2,73018356268249E-02 
348	-2,54137954346578E-03 
349	-2,91379667156878E-02 
350	-3,78258726531344E-02 
351	-2,18558236162982E-02 
352	 0,013675808836652 
353	 4,34174848973834E-02 
354	 5,47470557511104E-02 
355	 3,59711614756325E-02 
356	 4,11285762198247E-02 
357	 6,00333163342882E-02 
358	 2,07954992379531E-02 
359	 6,15992330675065E-03 
360	 4,35164840701115E-02 
361	 2,93460679349919E-02 
362	-6,27488047428925E-03 
363	-9,84106522456808E-03 
364	 7,27575679660105E-03 
365	 3,21120050177978E-02 
366	 3,95860931133665E-02 
367	 4,30730033606506E-02 
368	 4,76563105485401E-02 
369	 3,14384889017339E-02 
370	 7,65309799613791E-03 
371	 5,29207561879927E-03 
372	 1,13551074710983E-03 
373	-2,93161948787276E-03 
374	 3,00147822918818E-02 
375	 0,050359977316621 
376	 2,58066553527775E-02 
377	 0,026446067732245 
378	 3,86087423330203E-02 
379	 2,31598034946383E-03 
380	-2,60179762789519E-03 
381	 3,22515486915954E-02 
382	 3,25804731802225E-02 
383	 1,67518511049007E-02 
384	 6,49082567076268E-03 
385	-9,03942874058501E-04 
386	-3,00167591472664E-03 
387	 4,76626864461398E-03 
388	 1,79907169693544E-02 
389	 3,23198383572344E-02 
390	 4,11110792847949E-02 
391	 3,95080072300608E-02 
392	 2,30000268143711E-02 
393	 1,91291159695167E-02 
394	 0,027618666370837 
395	 2,54093652400888E-02 
396	 0,025535712720525 
397	 3,22799555955045E-02 
398	 2,68038256786886E-02 
399	 1,85007383450963E-02 
400	 2,43425346205682E-02 
401	 2,77786420441586E-02 
402	 2,57477793570489E-02 
403	 2,20748435518986E-02 
404	 2,13565191439085E-02 
405	 2,63599255782889E-02 
406	 3,28745091206391E-02 
407	 3,69924517758978E-02 
408	 3,29555576383486E-02 
409	 3,06773182076639E-02 
410	 3,10255837583385E-02 
411	 2,12637678752543E-02 
412	 1,53288582468022E-02 
413	 2,55142764311528E-02 
414	 3,08928257560037E-02 
415	 2,92590526640564E-02 
416	 2,44265385498322E-02 
417	 2,49012368374403E-02 
418	 3,26044129123996E-02 
419	 3,61014159977339E-02 
420	 3,45882251959758E-02 
421	 0,028542355389585 
422	 2,66199996517387E-02 
423	 0,028664137551044 
424	 2,58683563498184E-02 
425	 2,55442747765952E-02 
426	 3,08769020613811E-02 
427	 2,90804859194811E-02 
428	 2,47881350553874E-02 
429	 2,94958884665661E-02 
430	 3,11672160893853E-02 
431	 2,82640970159477E-02 
432	 2,97066815240086E-02 
433	 3,24089735400229E-02 
434	 3,32956094625482E-02 
435	 3,21388350515068E-02 
436	 3,01320884966171E-02 
437	 3,02520943403325E-02 
438	 3,13912127866087E-02 
439	 3,25744013804768E-02 
440	 3,06619830159196E-02 
441	 2,84972153781885E-02 
442	 2,99332679019791E-02 
443	 3,06097428798213E-02 
444	 3,02426345381526E-02 
445	 3,19283176635342E-02 
446	 3,19459722328943E-02 
447	 2,85639933439429E-02 
448	 2,75817539698856E-02 
449	 2,91971374347425E-02 
450	 3,24134686858764E-02 
451	 3,39059349087524E-02 
452	 0,033027382573868 
453	 3,25297343579507E-02 
454	 3,31327925896488E-02 
455	 3,52396088636681E-02 
456	 3,64020560500691E-02 
457	 3,66477520702661E-02 
458	 3,78075661157231E-02 
459	 3,70956557191101E-02 
460	 3,41107627750587E-02 
461	 3,39420776846728E-02 
462	 3,52946906679511E-02 
463	 3,57994931832907E-02 
464	 3,39861306066733E-02 
465	 3,13017574670336E-02 
466	 3,44499931322724E-02 
467	 3,67706787723994E-02 
468	 3,44366835994194E-02 
469	 3,52011897738737E-02 
470	 0,037598777656492 
