Wavelength	PENFOUL00520.asd
325	 0,11108929671737 
326	 0,146501033003126 
327	 0,1870495597942 
328	 0,179872049553425 
329	 0,143029279859787 
330	 0,199510753883788 
331	 0,344375512356283 
332	 0,290979686780467 
333	 0,120303488627089 
334	 0,159007557418539 
335	 0,173428353058534 
336	 0,104629607434219 
337	 2,72875598363226E-02 
338	 1,85163747496614E-02 
339	 0,126048609320067 
340	 0,143759169080472 
341	 0,101692634677592 
342	 9,19987025350672E-02 
343	 0,10919940601683 
344	 0,145472650745457 
345	 0,140852344113317 
346	 0,114652055212058 
347	 9,58580006542776E-02 
348	 0,120906711827202 
349	 0,152174473484953 
350	 7,53290468370039E-02 
351	 2,10519698091288E-02 
352	 3,35352299268539E-02 
353	 5,62813165166118E-02 
354	 0,066074642806462 
355	 5,15158256821857E-02 
356	 6,81913654236073E-02 
357	 0,105143150186382 
358	 9,32175968261561E-02 
359	 6,54807355099079E-02 
360	 3,93957645381299E-02 
361	 3,87817349258163E-02 
362	 0,052435276803868 
363	 5,80321133012171E-02 
364	 5,09844471086021E-02 
365	 3,68488164160821E-02 
366	 4,06808296813295E-02 
367	 5,30617370618976E-02 
368	 6,51721550787785E-02 
369	 5,97978250123579E-02 
370	 4,63509434203959E-02 
371	 4,63240617776762E-02 
372	 3,46004748752241E-02 
373	 1,81069555654076E-02 
374	 6,10785058344266E-02 
375	 8,58843481331105E-02 
376	 0,047025243169704 
377	 4,72357442267717E-02 
378	 7,13607537687815E-02 
379	 5,12528344837622E-02 
380	 3,22280637930832E-02 
381	 3,15384965209878E-02 
382	 4,87471621880741E-02 
383	 6,42246091286407E-02 
384	 6,11560589116333E-02 
385	 3,96810735238337E-02 
386	 1,64353812918834E-02 
387	 3,09534173197517E-02 
388	 4,85353399263481E-02 
389	 5,35126578930241E-02 
390	 4,55818367512381E-02 
391	 0,036896310338277 
392	 4,17649091907657E-02 
393	 4,22903481645536E-02 
394	 0,037713680691927 
395	 3,73438350922322E-02 
396	 3,80182436564765E-02 
397	 3,80840343730583E-02 
398	 3,64272363177006E-02 
399	 3,90322686025494E-02 
400	 5,57774711634634E-02 
401	 5,12313490877504E-02 
402	 2,79470043451741E-02 
403	 0,030369070161512 
404	 4,11781118991405E-02 
405	 4,71678166964558E-02 
406	 0,045512722516722 
407	 4,01378443156708E-02 
408	 0,04071398587249 
409	 0,038509651690691 
410	 0,03336362795768 
411	 3,52989094140564E-02 
412	 3,90305518365711E-02 
413	 0,039165146191096 
414	 3,61059977609095E-02 
415	 3,28763085325659E-02 
416	 3,78170658439717E-02 
417	 3,87972740043753E-02 
418	 3,37996235925995E-02 
419	 0,042857506711066 
420	 5,17640456208888E-02 
421	 4,15702475858121E-02 
422	 3,81484260568214E-02 
423	 4,29706700293531E-02 
424	 3,88868884660691E-02 
425	 3,57443460364922E-02 
426	 3,86448156375262E-02 
427	 3,88216124369703E-02 
428	 3,64683187174431E-02 
429	 3,39131996913628E-02 
430	 3,17051882948866E-02 
431	 3,08188443374084E-02 
432	 3,35912843462767E-02 
433	 0,037463098787114 
434	 0,039990274853021 
435	 3,83092442063123E-02 
