Wavelength	GRA-VIE-00034.asd
325	 0,213200505548461 
326	 0,100506174855336 
327	 6,10827111780467E-02 
328	 0,099494043964141 
329	 0,129816863792446 
330	 0,136488514560798 
331	 8,53374366780557E-02 
332	 6,49667766303704E-02 
333	 8,72978639376807E-02 
334	 0,131785452988098 
335	 0,161930640349237 
336	 0,165949394196476 
337	 8,92779183589862E-02 
338	 9,11869182989026E-03 
339	 6,72995220629495E-03 
340	 6,66243704644783E-02 
341	 0,138679462441068 
342	 0,167368606577602 
343	 0,135853686211103 
344	 5,42197913748679E-02 
345	 4,16052818591901E-02 
346	 5,61724640996782E-02 
347	 5,33864724691339E-02 
348	 8,58002839281924E-02 
349	 0,129763811400207 
350	 9,93251496886076E-02 
351	 7,70089077531197E-02 
352	 0,07761386502802 
353	 2,99574550038518E-02 
354	-5,49861561478212E-03 
355	 4,55385311625894E-02 
356	 5,91456549304029E-02 
357	 3,78450340242601E-02 
358	 4,71813106883279E-02 
359	 0,054372258305278 
360	 4,12837927819949E-02 
361	-2,01189102624727E-03 
362	-0,029173156262067 
363	 2,37386980440547E-02 
364	 4,78402198480241E-02 
365	 2,69920985113258E-02 
366	 1,31190880763764E-02 
367	 0,017033582058522 
368	 4,00666748334961E-02 
369	 4,94856036582504E-02 
370	 4,36407478773353E-02 
371	 0,024165745037102 
372	 2,39108735452674E-02 
373	 3,98568277088029E-02 
374	 1,57693879661409E-02 
375	-1,00878219121665E-02 
376	-6,31031080973818E-03 
377	 2,22095849186961E-02 
378	 0,050822671608604 
379	 3,81435205011294E-02 
380	 0,025705433728626 
381	 2,62409232546237E-02 
382	 0,031330742269125 
383	 3,24044359888969E-02 
384	 2,24140585154685E-02 
385	 1,60823404998922E-02 
386	 0,019415042877234 
387	 4,60865488653318E-02 
388	 4,90158758206499E-02 
389	 1,81967169189683E-02 
390	 9,40254535360038E-03 
391	 1,56307463021766E-02 
392	 2,19214875074071E-02 
393	 1,47841726832793E-02 
394	-2,22836221423198E-04 
395	 1,46252575588414E-03 
396	 9,23895436697034E-03 
397	 1,58604269698852E-02 
398	 1,60580239554128E-02 
399	 1,29059200822616E-02 
400	 1,16193560646822E-02 
401	 1,08835088489087E-02 
402	 1,20960610047193E-02 
403	 2,26805876541326E-02 
404	 2,46592134611829E-02 
405	 9,00803876773109E-03 
406	 1,01850033467595E-02 
407	 1,97419965389078E-02 
408	 9,89975615049196E-03 
409	 1,29084429353408E-02 
410	 3,01804656200456E-02 
411	 2,26262439301236E-02 
412	 1,45032284488424E-02 
413	 2,78282736322365E-02 
414	 2,82516597162157E-02 
415	 1,83047199054918E-02 
416	 2,08648536294958E-02 
417	 2,31518065183002E-02 
418	 2,09241371414996E-02 
419	 0,021403081258373 
420	 2,08697752116105E-02 
421	 1,40418382807861E-02 
422	 1,12718504622042E-02 
423	 1,36867929370602E-02 
424	 1,76247151326191E-02 
425	 1,70898785789638E-02 
426	 9,85463490998546E-03 
427	 9,97050578320476E-03 
428	 1,41835642395244E-02 
429	 1,31810075770188E-02 
430	 1,18462946090893E-02 
431	 0,011646245478271 
432	 1,29558313934189E-02 
433	 1,47014588958675E-02 
434	 0,015779308002285 
435	 0,015587642242131 
436	 1,44510801003239E-02 
437	 1,29828237998294E-02 
438	 1,38343407850097E-02 
439	 1,73264127202013E-02 
440	 1,85495318350873E-02 
441	 1,72689690801468E-02 
442	 1,38378310995843E-02 
443	 1,23783530411987E-02 
444	 1,29348960585217E-02 
445	 1,15122260913909E-02 
446	 1,01616091552645E-02 
447	 1,02179994931008E-02 
448	 1,17459564973993E-02 
449	 1,32275115144589E-02 
450	 1,18399479897896E-02 
451	 1,10160467759196E-02 
452	 1,18682575294046E-02 
453	 1,42292473746419E-02 
454	 1,58248152051283E-02 
455	 1,46665931795312E-02 
456	 1,35885752677022E-02 
457	 1,26471219504146E-02 
458	 9,95231277795186E-03 
459	 9,08565207093238E-03 
460	 1,12962256424046E-02 
461	 0,014013421338563 
462	 1,54223878581601E-02 
463	 1,35231648607634E-02 
464	 1,34349125447562E-02 
465	 1,54293215669904E-02 
466	 0,015834878854349 
467	 1,41864245691184E-02 
468	 1,09939729602046E-02 
469	 1,40569421905037E-02 
470	 1,91024746543789E-02 
471	 0,01567070670512 
472	 1,08427178708268E-02 
473	 7,98167810057802E-03 
474	 1,09941533945615E-02 
475	 1,43181154738386E-02 
476	 0,012529954747347 
477	 1,21206774965688E-02 
478	 0,013734303848051 
479	 1,58174637581759E-02 
480	 1,59307199802144E-02 
481	 1,35603880277145E-02 
482	 1,41848506303004E-02 
483	 1,63750730637138E-02 
484	 1,72446541100163E-02 
485	 1,60536165532138E-02 
486	 0,013659459420605 
487	 1,42960490881882E-02 
488	 1,53794437933881E-02 
489	 1,49548847005714E-02 
490	 1,44884415486659E-02 
491	 1,41632493323294E-02 
492	 1,39453341127008E-02 
493	 1,32482189573931E-02 
494	 1,22048578960664E-02 
495	 1,26767678511943E-02 
496	 0,013413624424373 
497	 1,28931760016822E-02 
498	 1,26144792523268E-02 
499	 1,28413232264516E-02 
500	 1,32385639745352E-02 
501	 1,41219014427583E-02 
502	 1,52899041203656E-02 
503	 1,37077355392147E-02 
504	 1,16378995756628E-02 
505	 1,38216347462994E-02 
506	 1,44051357758543E-02 
507	 1,24408419098127E-02 
508	 1,16480615687537E-02 
509	 0,012310811497008 
510	 1,43440658162517E-02 
511	 1,46834125588535E-02 
512	 1,36412942835325E-02 
513	 1,37421121776547E-02 
514	 1,36628234744718E-02 
515	 1,30076871402633E-02 
516	 1,28059709329615E-02 
517	 1,27443488930871E-02 
518	 1,22306711176249E-02 
519	 1,23266285263111E-02 
520	 1,30235189411404E-02 
521	 1,33100865557967E-02 
522	 1,34924410099089E-02 
523	 1,37210537479494E-02 
524	 1,30095568791411E-02 
525	 1,19104510018165E-02 
526	 1,19177666420911E-02 
527	 1,22009665287398E-02 
528	 1,24295584777135E-02 
529	 0,012451111884245 
530	 0,01221257798323 
531	 0,011692362701923 
532	 1,22093253793332E-02 
533	 1,32767776790053E-02 
534	 1,23696761255276E-02 
535	 1,15305505105261E-02 
536	 1,19099299213728E-02 
537	 1,22354831231193E-02 
538	 0,012522489793157 
539	 1,32364110285509E-02 
540	 1,29208663721389E-02 
541	 1,16204019832171E-02 
542	 1,16566940746244E-02 
543	 1,23722586934024E-02 
544	 0,012989682141418 
545	 1,34944983677399E-02 
546	 1,35788115019957E-02 
547	 1,24039595561901E-02 
548	 1,15978059846546E-02 
549	 0,011977934817049 
550	 1,29856186821903E-02 
551	 1,37249818637304E-02 
552	 1,29224424383711E-02 
553	 1,25897196485129E-02 
554	 0,012997853348229 
555	 1,26308187594838E-02 
556	 1,23282102829922E-02 
557	 1,27943595087752E-02 
558	 1,35613186187028E-02 
559	 1,41341737181229E-02 
560	 1,35413125967673E-02 
561	 1,27549951059745E-02 
562	 1,23501527298191E-02 
563	 1,29676839054119E-02 
564	 0,013937913383125 
565	 1,43181532057489E-02 
566	 1,42181854871247E-02 
567	 0,01401843114521 
568	 0,015113804560144 
569	 1,57241983202043E-02 
570	 1,47703870738615E-02 
571	 1,45520269824924E-02 
572	 1,53354824404728E-02 
573	 1,70500032027274E-02 
574	 1,77235329958417E-02 
575	 1,69707751400415E-02 
576	 1,72209032473138E-02 
577	 1,77657749793024E-02 
578	 1,76236299307089E-02 
579	 1,74563696087002E-02 
580	 1,73200041981528E-02 
581	 1,67751152090094E-02 
582	 1,69014070809771E-02 
583	 1,81575473181702E-02 
584	 1,89996502847856E-02 
585	 1,91791710201313E-02 
586	 1,86460288106837E-02 
587	 1,81825451260061E-02 
588	 1,81631139076434E-02 
589	 1,89299571562541E-02 
590	 1,93853154227159E-02 
591	 1,85626838646376E-02 
592	 1,79090467052977E-02 
593	 1,76508997263426E-02 
594	 1,76226669720944E-02 
595	 1,71634864519209E-02 
596	 1,61452754491796E-02 
597	 1,60563491899229E-02 
598	 1,64119990204136E-02 
599	 0,016242839261851 
600	 0,01627411575258 
601	 1,65012066814318E-02 
602	 1,62034902460296E-02 
603	 1,58496270027549E-02 
604	 1,57767762420412E-02 
605	 1,51540597818907E-02 
606	 1,44419768124978E-02 
607	 1,51761774699222E-02 
608	 0,015490670190154 
609	 1,48478110689409E-02 
610	 1,45971863247383E-02 
611	 1,46562319941795E-02 
612	 1,47754117653085E-02 
613	 1,51997744672225E-02 
614	 1,56633945748265E-02 
615	 1,51779129594062E-02 
616	 1,45778808080582E-02 
617	 0,014424631123465 
618	 1,45069039294209E-02 
619	 1,47445708062264E-02 
620	 1,51001575691761E-02 
621	 1,49394598862299E-02 
622	 1,43364257608745E-02 
623	 1,47487226493984E-02 
624	 1,54641196857468E-02 
625	 1,56808001609825E-02 
626	 1,60966279689369E-02 
627	 1,65819577164413E-02 
628	 1,63964370008723E-02 
629	 1,60066363602374E-02 
630	 0,015780998183651 
631	 1,63840355964537E-02 
632	 1,73839779398725E-02 
633	 1,79387240675402E-02 
634	 1,88720126027965E-02 
635	 2,00680988369181E-02 
636	 0,020281095733847 
637	 0,019866278257849 
638	 1,92557429519126E-02 
639	 0,019539858768772 
640	 2,04175655772317E-02 
641	 2,05255264921053E-02 
642	 2,08631534094324E-02 
643	 2,16440681998109E-02 
644	 2,16484688746814E-02 
645	 0,021788857393635 
646	 2,33773671718962E-02 
647	 2,36601450530073E-02 
648	 2,27040700738837E-02 
649	 2,33341011199915E-02 
650	 2,39798555426434E-02 
651	 2,36717762605794E-02 
652	 2,37433710447032E-02 
653	 2,40743291950195E-02 
654	 2,40459315673309E-02 
655	 2,38443984898044E-02 
656	 2,35878912310776E-02 
657	 2,36328991743828E-02 
658	 0,023523786289729 
659	 2,27969218497919E-02 
660	 2,22229836322374E-02 
661	 2,19597969893955E-02 
662	 2,20217954674954E-02 
663	 2,16233177353655E-02 
664	 2,05261365967118E-02 
665	 2,01641986761476E-02 
666	 2,02670220492966E-02 
667	 2,01550662554319E-02 
668	 1,98767128945817E-02 
669	 1,94249482099826E-02 
670	 1,87892961712719E-02 
671	 1,83113554413807E-02 
672	 1,82754394580993E-02 
673	 0,018717051107364 
674	 1,91780351630457E-02 
675	 1,84571541654746E-02 
676	 1,84059503966292E-02 
677	 0,019399044245475 
678	 1,93082078080553E-02 
679	 1,89532042397328E-02 
680	 1,94959651286236E-02 
681	 1,97642161907277E-02 
682	 1,95845990240096E-02 
683	 1,92306479495279E-02 
684	 1,91797965591242E-02 
685	 1,96974077804187E-02 
686	 2,03242603750383E-02 
687	 2,09224776877986E-02 
688	 2,13431614655955E-02 
689	 0,022233032830301 
690	 2,35678137107328E-02 
691	 2,42247407991731E-02 
692	 2,51292806217944E-02 
693	 0,027127259254218 
694	 2,95686291492291E-02 
695	 3,22484896708535E-02 
696	 3,49340116947888E-02 
697	 3,81483358702329E-02 
698	 4,20016628110258E-02 
699	 4,57390031359385E-02 
700	 0,04962409124341 
701	 5,40663299333397E-02 
702	 5,92280635090664E-02 
703	 6,47684416718671E-02 
704	 6,94781220930723E-02 
705	 7,40909939541773E-02 
706	 7,90657436946913E-02 
707	 8,40496999495117E-02 
708	 0,08907502322844 
709	 9,43524457020519E-02 
710	 9,89811102583828E-02 
711	 0,102946473014362 
712	 0,107577234314076 
713	 0,112389640097151 
714	 0,116848364038631 
715	 0,120709798928041 
716	 0,124130595792395 
717	 0,127646183271411 
718	 0,131111849124847 
719	 0,134453928298613 
720	 0,137568550103521 
721	 0,140523120120611 
722	 0,143410634234636 
723	 0,146069005113949 
724	 0,148543344725214 
725	 0,15115017270185 
726	 0,1534387317636 
727	 0,155193482614748 
728	 0,157073321820431 
729	 0,159103732977551 
730	 0,161193197503687 
731	 0,162772110046167 
732	 0,163890919842064 
733	 0,165657324155179 
734	 0,167287721589084 
735	 0,16812592830658 
736	 0,169194224104394 
737	 0,170532887722703 
738	 0,171785147534688 
739	 0,172881281912918 
740	 0,173822274180028 
741	 0,174901528564288 
742	 0,175942324483073 
743	 0,176715194078929 
744	 0,177251232777008 
745	 0,177720571605047 
746	 0,178610867836629 
747	 0,179432019698462 
748	 0,179928263291718 
749	 0,180266487971321 
750	 0,180698821182224 
751	 0,181572897515902 
752	 0,182478557129326 
753	 0,183157280905987 
754	 0,183130964335548 
755	 0,183172121828744 
756	 0,183831483347191 
757	 0,184590559766198 
758	 0,18525130539144 
759	 0,185620236630592 
760	 0,185689206917074 
761	 0,1856101363475 
