Wavelength	NEUF00659.asd
325	 0,122310302081294 
326	 0,237151735279455 
327	 0,162300532600735 
328	-9,11421532458762E-03 
329	 0,125601686412878 
330	 0,254507324477088 
331	 0,126528679853827 
332	 0,111697480546839 
333	 0,191283133744179 
334	 0,173173998145668 
335	 0,168182073475908 
336	 0,185437911918489 
337	 0,101230391800618 
338	 2,47549209745183E-02 
339	 4,87687432313585E-02 
340	 8,06306461623336E-02 
341	 0,101184371123873 
342	 0,093479509054924 
343	 8,12348232203809E-02 
344	 6,68100632982832E-02 
345	 4,53192515539175E-02 
346	 3,50206550724169E-02 
347	 0,048045214933971 
348	 4,91237625348412E-02 
349	 0,031614202170849 
350	-1,09928543969436E-02 
351	 8,42829135547975E-03 
352	 0,086865222056009 
353	 6,24697114784129E-02 
354	-1,29095898391598E-04 
355	-6,62772518439655E-03 
356	 1,61896281478138E-02 
357	 0,050481426380324 
358	 7,06705907474631E-02 
359	 6,33659788041984E-02 
360	 3,17345252355312E-02 
361	 5,70348034956815E-02 
362	 9,08997476343693E-02 
363	 6,02583297414181E-02 
364	 3,79290659718664E-02 
365	 4,15220740053741E-02 
366	 5,62183298516257E-02 
367	 6,56301610114411E-02 
368	 5,88767567513522E-02 
369	 4,46602226972294E-02 
370	 3,40496576097587E-02 
371	 3,88901214951212E-02 
372	 4,85482755352465E-02 
373	 5,57449788900218E-02 
374	 4,81543034770612E-02 
375	 3,69924113512156E-02 
376	 3,21013294838064E-02 
377	 3,79767199470978E-02 
378	 4,94620690393822E-02 
379	 0,054303315914422 
380	 6,19537260644804E-02 
381	 0,0729968897724 
382	 8,51010386694525E-02 
383	 7,61411885580635E-02 
384	 2,85554690277604E-02 
385	 3,50379139179857E-02 
386	 7,34985715491694E-02 
387	 3,72964495596232E-02 
388	 1,05786800006266E-02 
389	 2,23738935838008E-02 
390	 2,71996624019335E-02 
391	 2,90901103141516E-02 
392	 3,64329709740498E-02 
393	 3,94338786004961E-02 
394	 3,73567525663335E-02 
395	 3,20366198602284E-02 
396	 3,59740565413643E-02 
397	 5,10647087719924E-02 
398	 4,62086540592506E-02 
399	 3,12412041356981E-02 
400	 2,45434020741671E-02 
401	 2,59520902615195E-02 
402	 3,29004109546835E-02 
403	 3,57762501550432E-02 
404	 3,64369589777465E-02 
405	 3,61420101170954E-02 
406	 3,32339226325197E-02 
407	 2,82562740271029E-02 
408	 2,17341461980552E-02 
409	 2,10765868945935E-02 
410	 2,52596530154198E-02 
411	 1,78650999033038E-02 
412	 1,30980657684159E-02 
413	 2,38564242314183E-02 
414	 3,00793698076435E-02 
415	 3,00815915943509E-02 
416	 0,030138834340662 
417	 2,70193145632437E-02 
418	 2,06944852551384E-02 
419	 0,016807582839265 
420	 1,79749601752346E-02 
421	 2,65556150210581E-02 
422	 2,74461817784395E-02 
423	 2,09387376581394E-02 
424	 1,98113835667435E-02 
425	 0,021290600179313 
426	 2,32286237339674E-02 
427	 2,22155956870416E-02 
428	 2,03650229868064E-02 
429	 0,022376637751828 
430	 2,34716832809613E-02 
431	 2,20395876801447E-02 
432	 1,70040264013403E-02 
433	 0,014857773611683 
434	 2,08342045818413E-02 
435	 2,54201346449934E-02 
436	 2,59524302631745E-02 
437	 1,96104911907535E-02 
438	 1,83101049175299E-02 
439	 2,47573601598619E-02 
440	 2,30226953184973E-02 
441	 1,79446327835776E-02 
442	 1,74247808379008E-02 
443	 1,53312886760715E-02 
444	 1,26217577026825E-02 
445	 0,016929360744901 
446	 2,14866092571187E-02 
447	 0,022419445244988 
448	 2,56345000917136E-02 
449	 2,81057278967994E-02 
450	 2,23728505204863E-02 
451	 2,16768444064175E-02 
452	 2,67954923722649E-02 
453	 2,08876397153432E-02 
454	 0,014736522059982 
455	 1,86934774290962E-02 
456	 0,020144729194436 
457	 1,91721387284519E-02 
458	 0,022572051252551 
459	 2,59067226066946E-02 
460	 2,70172279751999E-02 
461	 2,53218358867528E-02 
462	 2,19180915454131E-02 
463	 1,83469994806339E-02 
464	 1,62575174457852E-02 
465	 1,67742790957596E-02 
466	 2,25748415488881E-02 
467	 2,48361106619242E-02 
468	 1,87499397221635E-02 
469	 1,67977648188418E-02 
470	 1,87306388802867E-02 
471	 2,01759353239485E-02 
472	 2,16415329616164E-02 
473	 0,022514477796443 
