Wavelength	SCORFF200311.asd
325	 0,22178205775101 
326	 0,218502211039951 
327	 0,140114505732668 
328	 5,29738698105568E-02 
329	 0,138131211693209 
330	 0,198232858160909 
331	 9,71113372787013E-02 
332	 1,80481252244647E-02 
333	 0,017812245998088 
334	 0,126861820818922 
335	 0,20171786337965 
336	 0,158365137190274 
337	 3,56406742649598E-02 
338	-0,091114247144383 
339	-6,60898087553212E-02 
340	 4,85278855859314E-02 
341	 0,146617513600948 
342	 9,72912484961147E-02 
343	 9,45308039453066E-02 
344	 0,156708876881467 
345	 0,102737781613372 
346	 3,06848145087839E-02 
347	 4,44924821770964E-02 
348	 5,15293282285244E-02 
349	 5,21807104264858E-02 
350	 9,84504709079403E-02 
351	 0,112726616269886 
352	 6,98882585609148E-02 
353	 3,65874454375069E-02 
354	 1,73682514730564E-02 
355	 1,54791116267766E-02 
356	 2,67156371393881E-02 
357	 4,61123161608565E-02 
358	 7,65590578327119E-02 
359	 8,28032869188983E-02 
360	 5,17892359555108E-02 
361	 5,39716200002962E-03 
362	-8,2135249620317E-03 
363	 7,01833408782254E-02 
364	 0,088986653910913 
365	 0,044869156835737 
366	 0,045231184804161 
367	 4,57009366054479E-02 
368	 2,27467322057624E-02 
369	 1,77048696907762E-02 
370	 2,58511240236974E-02 
371	 2,98783852218015E-02 
372	 1,76910445963608E-02 
373	-1,18140454448592E-03 
374	 3,06011642580446E-02 
375	 5,62938431074599E-02 
376	 3,93120192268391E-02 
377	 0,044204309584723 
378	 5,91785301193819E-02 
379	 3,74331483360756E-02 
380	 2,31169113356759E-02 
381	 2,88433974884455E-02 
382	 3,97714305989786E-02 
383	 4,22466302897444E-02 
384	 0,027081098747978 
385	 0,02242338667002 
386	 2,91565941252052E-02 
387	 3,48036712354347E-02 
388	 4,25954184916105E-02 
389	 4,80922638133262E-02 
390	 2,55033036405222E-02 
391	 1,90898017798664E-03 
392	 1,33557835094367E-02 
393	 8,11960919293193E-03 
394	-7,77528417756093E-03 
395	 2,05584730079378E-02 
396	 4,02798846405209E-02 
397	 0,029161502900165 
398	 2,19860118199411E-02 
399	 2,14086608584988E-02 
400	 2,48488509650593E-02 
401	 2,41383636486773E-02 
402	 1,82711673417395E-02 
403	 1,08234852247037E-02 
404	 1,21391215151964E-02 
405	 2,63816412852118E-02 
406	 2,49730469941455E-02 
407	 0,016755032890991 
408	 2,76285368848806E-02 
409	 3,86827915390487E-02 
410	 4,24878426917642E-02 
411	 3,44039881610231E-02 
412	 2,11305225082999E-02 
413	 9,64181811658953E-03 
414	 1,24351006993517E-02 
415	 2,27013949740697E-02 
416	 1,79526542769384E-02 
417	 1,49044948005331E-02 
418	 1,85431209407523E-02 
419	 1,52994736745073E-02 
420	 1,08250322298624E-02 
421	 1,36115966951484E-02 
422	 1,73487233084824E-02 
423	 0,020171254926124 
424	 2,18636857675503E-02 
425	 2,14713108139611E-02 
426	 1,86795716582069E-02 
427	 1,56462170047558E-02 
428	 1,36320123058985E-02 
429	 1,37268894226924E-02 
430	 1,71685477427576E-02 
431	 2,23730582456869E-02 
432	 2,18642505671013E-02 
433	 1,96185650056859E-02 
434	 1,94748845093274E-02 
435	 2,10274615655439E-02 
436	 2,29356000056101E-02 
437	 2,18458856916463E-02 
438	 2,14395866337623E-02 
439	 2,26998933842843E-02 
440	 2,23227906517493E-02 
441	 1,99193824426023E-02 
442	 1,54100066196931E-02 
443	 1,41692825342114E-02 
444	 1,66962800580042E-02 
445	 2,00155050955651E-02 
446	 2,22130347328506E-02 
447	 2,20542234262087E-02 
448	 0,020562432738238 
449	 0,019163209212037 
450	 1,99493533738406E-02 
451	 2,20850539862192E-02 
452	 0,024469108957393 
453	 2,38915279924475E-02 
454	 2,18404560142099E-02 
455	 1,98985403459529E-02 
456	 1,80942099581348E-02 
457	 1,75160773635622E-02 
458	 2,10561285570983E-02 
459	 2,31480196055054E-02 
460	 2,17629799349932E-02 
461	 2,08542647121387E-02 
462	 2,09900521760708E-02 
463	 2,24097188491907E-02 
464	 2,06583637550294E-02 
