Wavelength	AURAY00198.asd
325	-7,96274471192986E-02 
326	 0,156773833353759 
327	 0,200797100104212 
328	-1,72035190287704E-03 
329	 0,021355005239081 
330	 0,115782268015658 
331	 0,145556526864154 
332	 8,10922615365582E-02 
333	-7,78975404223734E-03 
334	 8,24433101575772E-02 
335	 0,182521280792222 
336	 0,223750034843091 
337	 0,192389883804741 
338	 0,11595731751023 
339	 0,028540511498607 
340	 2,74579522854434E-02 
341	 6,87857372184404E-02 
342	 1,44819116531899E-02 
343	 3,35770893782006E-02 
344	 0,147009693393871 
345	 0,125524544520271 
346	 5,25252546857254E-02 
347	 1,03121729037061E-02 
348	 3,26462453686792E-03 
349	 3,00824471124143E-02 
350	 8,21037438683063E-02 
351	 8,69801298511236E-02 
352	 3,31974152051618E-02 
353	 5,16129877402779E-03 
354	 1,21114022168322E-02 
355	 5,09210467120436E-02 
356	 4,35837848875536E-02 
357	-1,98235702249975E-05 
358	-5,36092932641595E-03 
359	 7,5532681170932E-03 
360	 2,81154025415228E-02 
361	 5,53830465690679E-02 
362	 0,07685340431784 
363	 7,83143427581485E-02 
364	 6,25715185810281E-02 
365	 4,10308849397078E-02 
366	 4,97428169527042E-02 
367	 5,23563008157776E-02 
368	 3,12673912975126E-02 
369	 5,20269803279108E-02 
370	 8,28310789306963E-02 
371	 5,96557889812064E-02 
372	 2,27989128982302E-02 
373	-4,18184779965729E-03 
374	 2,02389076935056E-02 
375	 4,21082475283805E-02 
376	 2,44997136308978E-02 
377	 0,012498472083419 
378	 1,70762537918252E-02 
379	 4,29662956505063E-02 
380	 5,90770740020925E-02 
381	 5,98145838124748E-02 
382	 6,22179622094105E-02 
383	 5,29186215529273E-02 
384	 2,17775392852318E-02 
385	 2,88726095470892E-02 
386	 6,12175060625509E-02 
387	 0,056860097075611 
388	 4,92502717960647E-02 
389	 4,65983894163847E-02 
390	 2,21259295425524E-02 
391	 2,15375393009628E-03 
392	 1,88104417536295E-02 
393	 3,44832034232958E-02 
394	 3,99962605244505E-02 
395	 3,90842839380532E-02 
396	 0,032400852608905 
397	 2,28077831762607E-02 
398	 2,19132995326708E-02 
399	 2,64948423053745E-02 
400	 3,06179283638472E-02 
401	 2,75260723786681E-02 
402	 2,05294231468066E-02 
403	 2,93874423341528E-02 
404	 3,66303382771162E-02 
405	 3,18257446177962E-02 
406	 3,49962265735006E-02 
407	 3,98340483439842E-02 
408	 2,62164579591093E-02 
409	 2,27754474463283E-02 
410	 3,38411637844377E-02 
411	 3,91518944322515E-02 
412	 3,76639207119898E-02 
413	 2,98203694191567E-02 
414	 2,50058143005592E-02 
415	 2,48100960483906E-02 
416	 2,76977087952698E-02 
417	 3,10137735769133E-02 
418	 3,28214699673021E-02 
419	 3,10650887573964E-02 
420	 2,69247748043972E-02 
421	 2,21304334372337E-02 
422	 0,02055700773758 
423	 2,31337473578106E-02 
424	 2,99277194933347E-02 
425	 0,034589194250275 
426	 3,36603549298896E-02 
427	 3,23776105963964E-02 
428	 3,16623435111379E-02 
429	 3,17695040717083E-02 
430	 3,09416728870597E-02 
431	 2,94457648577981E-02 
432	 3,09947554255912E-02 
433	 3,21859621334706E-02 
434	 3,00471970372828E-02 
435	 0,027748493185207 
436	 2,58882946564367E-02 
437	 2,36456944463018E-02 
438	 0,024221076230022 
439	 2,81591708595535E-02 
440	 3,08583339483511E-02 
441	 3,09031921088484E-02 
442	 2,71563226578294E-02 
443	 2,78070250820062E-02 
444	 3,21444372236182E-02 
445	 3,01839311832494E-02 
446	 2,94709424784006E-02 
447	 3,38028261350779E-02 
448	 3,35342785342058E-02 
449	 3,03663086136553E-02 
450	 2,98605842053597E-02 
451	 2,95140834360542E-02 
452	 2,89412545347646E-02 
453	 0,029288307010542 
454	 2,97945914413835E-02 
455	 2,98837573567277E-02 
456	 3,31550178778508E-02 
457	 3,69633846245213E-02 
458	 3,28954944125681E-02 
459	 2,78411647289407E-02 
460	 2,54933794153595E-02 
461	 2,80611778107979E-02 
462	 0,031732897535586 
463	 3,12975268223946E-02 
464	 3,08108986790171E-02 
465	 3,11043526478548E-02 
466	 3,15899265933022E-02 
467	 3,14913642829616E-02 
468	 0,030502506395482 
469	 3,06398485070433E-02 
470	 3,20488565323095E-02 
471	 3,47731863779113E-02 
472	 3,47108421240479E-02 
473	 3,17671307588747E-02 
474	 3,28233368439458E-02 
475	 3,41332136616102E-02 
476	 3,18580367622223E-02 
477	 3,09434460287065E-02 
478	 3,13760921555085E-02 
479	 2,98991411557969E-02 
480	 3,01210977073211E-02 
481	 3,29738785385791E-02 
482	 0,03263828386922 
483	 3,09617945262727E-02 
484	 3,15691276512852E-02 
485	 0,031269351742875 
486	 2,99110929778783E-02 
487	 3,00304261441408E-02 
488	 3,04765456195903E-02 
489	 3,03691340480232E-02 
490	 3,05390603796574E-02 
491	 3,03760869038927E-02 
492	 2,76397299854468E-02 
493	 2,81041185597054E-02 
494	 3,22678651693813E-02 
495	 3,09850276001396E-02 
496	 2,79698782901959E-02 
497	 2,81468678625275E-02 
498	 2,96731146702934E-02 
499	 0,031542618332166 
500	 3,21641619238495E-02 
501	 3,16182958004223E-02 
502	 3,01056630368967E-02 
503	 2,86125216933402E-02 
504	 2,81128480927079E-02 
505	 3,00097065428109E-02 
506	 3,16660459301161E-02 
507	 3,23092091968029E-02 
508	 3,27238634550518E-02 
509	 3,28680890478147E-02 
510	 3,27034696525992E-02 
511	 3,23831538618868E-02 
512	 3,22210787391389E-02 
513	 3,31538266760282E-02 
514	 3,27673968512958E-02 
515	 3,05563399943734E-02 
516	 3,05919316313416E-02 
517	 3,15357096860429E-02 
518	 3,09125462270614E-02 
519	 3,16824573230213E-02 
520	 3,37497606683991E-02 
521	 3,42761026097501E-02 
522	 3,40200952036356E-02 
523	 3,36031111021263E-02 
524	 3,32389514293655E-02 
525	 3,28958578560934E-02 
526	 3,22934580469179E-02 
527	 3,19337405142774E-02 
528	 3,19019234510787E-02 
529	 3,14397896615862E-02 
530	 3,14976943150644E-02 
531	 3,31732043693007E-02 
532	 3,40002324427296E-02 
533	 3,36081333022605E-02 
534	 3,27268673589582E-02 
535	 3,22579498981937E-02 
536	 3,26715423916507E-02 
537	 3,26765529909576E-02 
538	 3,27132474904668E-02 
539	 0,034088530688838 
540	 3,40649704971212E-02 
541	 3,24038634144123E-02 
542	 3,20959839080086E-02 
543	 3,27419679929322E-02 
544	 3,37265730537782E-02 
545	 3,37495500075296E-02 
546	 3,30277626446892E-02 
547	 3,28765292034452E-02 
548	 3,35659868405337E-02 
549	 3,49314775662423E-02 
550	 3,46082312852691E-02 
551	 3,37216691901826E-02 
552	 0,034479480677619 
553	 3,43713829177958E-02 
554	 0,033415664675604 
555	 3,47340821856775E-02 
556	 3,56025232264644E-02 
557	 3,39349044069017E-02 
558	 3,37700641748328E-02 
559	 3,46180578129886E-02 
560	 3,32785736675758E-02 
561	 0,032366244337213 
562	 3,28045940687751E-02 
563	 3,33783544338064E-02 
564	 3,39171779338056E-02 
565	 3,43623778702441E-02 
566	 0,034133760876178 
567	 3,33941711739905E-02 
568	 3,31489368312928E-02 
569	 3,33415086018495E-02 
570	 3,38998199052888E-02 
571	 3,45208932390494E-02 
572	 3,49877288085741E-02 
573	 0,034907888262323 
574	 3,54375633603779E-02 
575	 3,65932771259709E-02 
576	 3,60626043235573E-02 
577	 3,54546273367598E-02 
578	 3,66970665206717E-02 
579	 0,037080325466235 
580	 3,66424188998142E-02 
581	 3,75484070831765E-02 
582	 3,82692190978298E-02 
583	 3,80518592818027E-02 
584	 3,81715078066118E-02 
585	 3,86842336400136E-02 
586	 0,039414317667372 
587	 3,98977916626644E-02 
588	 4,00522431855633E-02 
589	 4,03457494689383E-02 
590	 4,06087217106086E-02 
591	 4,06537529346513E-02 
592	 4,02275066778046E-02 
593	 3,97435828426525E-02 
594	 4,05232075906685E-02 
595	 0,040910821922734 
596	 4,02581741757223E-02 
597	 3,99069751197212E-02 
598	 3,98240855649712E-02 
599	 3,97115579204937E-02 
600	 4,02032881849645E-02 
601	 4,09605389424463E-02 
602	 4,00065027923725E-02 
603	 3,91984379790679E-02 
604	 3,99403373529308E-02 
605	 0,040359265270746 
606	 4,02862963070896E-02 
607	 4,00772132319809E-02 
608	 4,00862886108057E-02 
609	 4,03705217270041E-02 
610	 4,02802696699031E-02 
611	 3,99320469487113E-02 
612	 3,95421089593437E-02 
613	 3,94610048288625E-02 
614	 3,95513207359109E-02 
615	 3,89723684635071E-02 
616	 3,85506289876605E-02 
617	 3,87814904779871E-02 
618	 3,90309243382327E-02 
619	 3,90605175131685E-02 
620	 0,038562288046068 
621	 3,83140657964248E-02 
622	 3,85384634288036E-02 
623	 3,88510161027173E-02 
624	 3,91747641127146E-02 
625	 3,94320763940888E-02 
626	 3,89691448714416E-02 
627	 3,82190422081089E-02 
628	 3,87596976424996E-02 
629	 3,96619939592344E-02 
630	 4,03120311696451E-02 
631	 4,00191373998062E-02 
632	 3,94834617898195E-02 
633	 3,99918763295032E-02 
634	 4,00643013725872E-02 
635	 3,95710730369969E-02 
636	 3,97550146486584E-02 
637	 4,03007892187737E-02 
638	 4,08654119420253E-02 
639	 4,09360643644023E-02 
640	 4,08543042253941E-02 
641	 4,18284563784011E-02 
642	 4,24515390101889E-02 
643	 4,22743701707732E-02 
644	 4,23771769280712E-02 
645	 0,04259573980134 
646	 0,042590653286425 
647	 0,042399746712565 
648	 4,21853968608267E-02 
649	 0,042528684208375 
650	 4,26082129078137E-02 
651	 4,19954122178108E-02 
652	 4,22348537871365E-02 
653	 4,27553867191499E-02 
654	 4,18710568198894E-02 
655	 4,14140821988549E-02 
656	 4,17967986078791E-02 
657	 4,19036915941438E-02 
658	 4,15548957562475E-02 
659	 4,06568949543003E-02 
660	 3,96509340461639E-02 
661	 3,88211955130057E-02 
662	 3,86074544153329E-02 
663	 3,83377180880162E-02 
664	 3,77530029630821E-02 
665	 3,77265734498806E-02 
666	 3,77997803022629E-02 
667	 3,70806678859434E-02 
668	 3,70819683501755E-02 
669	 3,77427228314651E-02 
670	 3,70185231058684E-02 
671	 3,63321569913975E-02 
672	 3,67982621163068E-02 
673	 3,70326723694267E-02 
674	 3,69666651476034E-02 
675	 3,69876988540579E-02 
676	 3,72678686532671E-02 
677	 3,76893303669964E-02 
678	 3,70896000276917E-02 
679	 3,64895701368718E-02 
680	 3,71840354487818E-02 
681	 3,77224815045131E-02 
682	 3,78196845164557E-02 
683	 3,76934677059553E-02 
684	 3,78043121505028E-02 
685	 3,83766575180236E-02 
686	 3,87273319730433E-02 
687	 3,89780925231314E-02 
688	 3,95043062319874E-02 
689	 4,01149915510279E-02 
690	 4,08692619055195E-02 
691	 0,042110025542155 
692	 4,38869514447063E-02 
693	 0,046162663130204 
694	 4,78525717472588E-02 
695	 4,93682786486967E-02 
696	 5,22893086522524E-02 
697	 5,55462946785419E-02 
698	 5,87964850892089E-02 
699	 6,26265188059547E-02 
700	 6,70484271820507E-02 
701	 0,072011560833405 
702	 7,69231808746188E-02 
703	 8,17919839745955E-02 
704	 0,087268197505394 
705	 9,30902192976902E-02 
706	 9,89873609632845E-02 
707	 0,104292968712303 
708	 0,10922141746062 
709	 0,114362145341501 
710	 0,119463192092184 
711	 0,124398816088999 
712	 0,128898362991775 
713	 0,133230510990045 
714	 0,137646574090209 
715	 0,141960144266086 
716	 0,146039548343632 
717	 0,149663773323572 
718	 0,152937451465051 
719	 0,156007586584148 
720	 0,159507326998752 
721	 0,162711745628002 
722	 0,164643710755544 
723	 0,166839071883096 
724	 0,16932535089152 
725	 0,170837215721589 
726	 0,172092694194763 
727	 0,173563741933937 
728	 0,175100587129063 
729	 0,17681109360121 
730	 0,178971176272929 
731	 0,180451384080739 
732	 0,181062220659429 
733	 0,181664247269881 
734	 0,182409662717526 
735	 0,183391699830817 
736	 0,184419458779311 
737	 0,185273170722253 
738	 0,185461509922555 
739	 0,185926294471552 
740	 0,18690059857256 
741	 0,187421539018364 
742	 0,187762169882422 
743	 0,188322836931135 
744	 0,188761389792805 
745	 0,189079908217465 
746	 0,18952833977185 
747	 0,18988200441227 
748	 0,190047374299033 
749	 0,190253684779314 
750	 0,190553961597881 
751	 0,190989716985497 
752	 0,191227595564109 
753	 0,191274795100033 
754	 0,191520951238092 
755	 0,191902193125705 
756	 0,192342421748226 
757	 0,192598236505198 
758	 0,192795360601897 
759	 0,193342399564057 
760	 0,193301466815479 
761	 0,192662599930571 
762	 0,192831803071303 
763	 0,193455207820503 
764	 0,194091933356021 
765	 0,194335781096488 
766	 0,194257958006028 
767	 0,19433315082224 
768	 0,194177816499055 
769	 0,193831530499404 
770	 0,194292162945075 
771	 0,195014067038681 
772	 0,195264128154947 
773	 0,195428579349223 
774	 0,195477826827435 
775	 0,195013876255803 
