Wavelength	BLAVET00265.asd
325	 0,224316209576877 
326	 0,274704154446259 
327	 0,296873232426073 
328	 0,308861243105136 
329	 0,274459094372734 
330	 0,148640841761475 
331	-3,93575603190519E-02 
332	-0,106132850153391 
333	-6,94808627956308E-02 
334	 3,30705190892867E-02 
335	 9,03443575229111E-02 
336	 9,02063000249377E-02 
337	 0,125906510579352 
338	 0,13601168835813 
339	 6,12181171129197E-02 
340	 0,024977404548653 
341	 3,98113401062441E-02 
342	 8,98776719031677E-02 
343	 8,92989648237268E-02 
344	 2,37232363499804E-02 
345	 1,87943628647613E-02 
346	 4,84117077303677E-02 
347	 7,98571376291612E-02 
348	 7,92516900572675E-02 
349	 5,23048259736038E-02 
350	 2,49396375454044E-02 
351	 3,85671865526251E-02 
352	 9,03010674996084E-02 
353	 5,17967564559772E-02 
354	 1,31628538313965E-03 
355	 2,83581433560641E-02 
356	 4,60306664406122E-02 
357	 4,29834623467965E-02 
358	 0,042081686478709 
359	 2,84907087347105E-02 
360	 5,59231023873505E-04 
361	 3,03947288573122E-03 
362	 2,52552204368396E-02 
363	 4,81130489940418E-02 
364	 5,32247452957872E-02 
365	 3,65119264062942E-02 
366	 4,46929285736434E-03 
367	-1,85183106811371E-04 
368	 3,73779764352086E-02 
369	 4,36167669598716E-02 
370	 0,025840488238379 
371	 1,50644600627073E-02 
372	 2,86893287876342E-03 
373	-4,52755311407604E-03 
374	 2,74833805204837E-02 
375	 3,95080797947409E-02 
376	-0,005444608554986 
377	 1,22251573720916E-03 
378	 3,80806641094481E-02 
379	 0,025035541937756 
380	 1,66629956511272E-02 
381	 2,59386170146874E-02 
382	 2,40978119823926E-02 
383	 2,22334045751823E-02 
384	 3,12985168114935E-02 
385	 3,74117065837023E-02 
386	 3,45253926414904E-02 
387	 9,3351422329451E-03 
388	 3,81036922896551E-03 
389	 2,99416512633744E-02 
390	 3,52288214818942E-02 
391	 2,69206321332332E-02 
392	 1,95478442698152E-02 
393	 0,019739496282635 
394	 2,47464213008889E-02 
395	 2,08593733221657E-02 
396	 1,72595887968962E-02 
397	 1,71492217182864E-02 
398	 6,28802989002269E-03 
399	-1,96790397531654E-03 
400	 1,44183867737624E-02 
401	 2,32994462550444E-02 
402	 1,76919958526294E-02 
403	 3,04931884755525E-03 
404	-2,91574791195641E-03 
405	 9,72438619182775E-03 
406	 1,57397443498272E-02 
407	 1,66162100794864E-02 
408	 2,47699790092613E-02 
409	 2,45644064311204E-02 
410	 1,53866775595968E-02 
411	 1,54998074698106E-02 
412	 1,84725821085103E-02 
413	 1,76581224347035E-02 
414	 2,12206978004772E-02 
415	 2,55580576806578E-02 
416	 1,78005232151891E-02 
417	 1,28860610869315E-02 
418	 1,55359660348524E-02 
419	 1,21545367999179E-02 
420	 8,30391660269833E-03 
421	 1,22974582392283E-02 
422	 1,59711585537496E-02 
423	 1,69750651457189E-02 
424	 1,34301625142514E-02 
425	 0,012498429303835 
426	 1,77344806341005E-02 
427	 2,05231064079201E-02 
428	 2,05262954372353E-02 
429	 0,019636158573348 
430	 1,56882601040893E-02 
431	 1,06001112631248E-02 
432	 1,41797689827213E-02 
433	 1,94849869999484E-02 
434	 1,99446213716194E-02 
435	 1,67164302916008E-02 
436	 1,22713680796739E-02 
437	 1,20116296906021E-02 
438	 1,22719685077194E-02 
439	 1,22432417795177E-02 
440	 1,62337709187975E-02 
441	 0,020313071928341 
442	 1,94342882021657E-02 
443	 1,68280550338671E-02 
444	 1,41513259371515E-02 
445	 1,35495149129824E-02 
446	 1,46372748993948E-02 
447	 1,64860760818902E-02 
448	 0,013348002343399 
449	 9,13412604811219E-03 
450	 1,26963785463887E-02 
451	 1,60067505684738E-02 
452	 1,67782362832381E-02 
453	 1,69047875323962E-02 
454	 1,65608975751418E-02 
455	 1,59916813423192E-02 
456	 1,76180858777547E-02 
457	 1,96310447282997E-02 
458	 1,54884261718943E-02 
459	 1,45742774981892E-02 
460	 1,96258033950372E-02 
461	 2,06457996795938E-02 
462	 0,018818174716547 
463	 1,69805000996405E-02 
464	 1,62408462421963E-02 
465	 1,66611718662336E-02 
466	 0,0168620027313 
467	 1,69271984395582E-02 
468	 1,69722888035474E-02 
469	 1,78691970208881E-02 
470	 1,85771887707347E-02 
471	 1,67568953475008E-02 
472	 1,51480133299367E-02 
473	 1,47957601065502E-02 
474	 1,61030560682865E-02 
475	 1,69411870920574E-02 
476	 1,52986321854465E-02 
477	 1,40535654149231E-02 
478	 1,42022428560455E-02 
479	 1,71716321444511E-02 
480	 1,78942054685728E-02 
481	 1,46941787711655E-02 
482	 1,40175406147205E-02 
483	 0,015084169511209 
484	 0,015630101019297 
485	 1,62041772524907E-02 
486	 1,66372920414322E-02 
487	 1,61433590095093E-02 
488	 1,54519137326266E-02 
489	 1,51336287753655E-02 
490	 0,015110466314245 
491	 1,49045985970886E-02 
492	 1,29529509880999E-02 
493	 1,36788674429523E-02 
494	 1,75198970922543E-02 
495	 1,80122205790473E-02 
496	 1,66624003188722E-02 
497	 1,57615778189225E-02 
498	 1,68278145508543E-02 
499	 1,86752432986947E-02 
500	 1,61939274721656E-02 
501	 1,46364519148846E-02 
502	 1,65023600510998E-02 
503	 1,60215482630098E-02 
504	 1,45323469399144E-02 
505	 1,56700404255032E-02 
506	 1,63794626444376E-02 
507	 1,59903785600787E-02 
508	 1,57959766767778E-02 
509	 0,015265617216135 
510	 1,40247655309454E-02 
511	 1,48588186275716E-02 
512	 1,68415932542429E-02 
513	 1,62016794724813E-02 
514	 1,57552460509876E-02 
515	 1,64085774643263E-02 
516	 1,56529112808585E-02 
517	 0,014914016684009 
518	 1,65074057828473E-02 
519	 1,69071691221258E-02 
