Wavelength	AULNE200259.asd
325	 0,163780193622792 
326	 0,273225210652939 
327	 0,286049458132537 
328	 0,154096325127152 
329	 9,46729166185605E-02 
330	 5,86080021773235E-02 
331	 4,10557979458551E-03 
332	 5,07038383179155E-02 
333	 0,149296094216564 
334	 0,151039811733964 
335	 0,154321780021225 
336	 0,177208271131319 
337	 0,18168067740446 
338	 0,161152556572913 
339	 0,112030823015488 
340	 0,033342725650418 
341	-2,82652646900557E-02 
342	 7,59335565284574E-03 
343	 2,12850141516649E-02 
344	-1,13042199444834E-02 
345	 1,88530439028054E-02 
346	 3,41472041655271E-02 
347	-2,30514429158799E-02 
348	-1,28087554572548E-02 
349	 4,88233155804289E-02 
350	 0,062832926393849 
351	 5,90061425694711E-02 
352	 4,68497731683222E-02 
353	 1,98852489133878E-02 
354	 4,53119553851516E-03 
355	 2,48413522166738E-02 
356	 3,97094980469819E-02 
357	 4,25451807228916E-02 
358	 4,36817103763821E-02 
359	 3,24673121021579E-02 
360	 7,96006640183822E-03 
361	 5,51761482193789E-03 
362	 1,67428138456708E-02 
363	 2,49578478837198E-02 
364	 3,50576344763567E-02 
365	 3,91638922614071E-02 
366	 3,50753952597696E-03 
367	-9,48106898096236E-03 
368	 0,027241161245355 
369	 3,50866192339572E-02 
370	 0,017105907231315 
371	-3,32265331787305E-03 
372	-1,56423538782308E-02 
373	-1,20630954359908E-02 
374	 2,43934325761982E-02 
375	 3,85446972795295E-02 
376	-2,75953944238272E-03 
377	 5,33465474654246E-03 
378	 0,041492451916729 
379	 2,60959593381196E-02 
380	 2,37971448036348E-02 
381	 4,53876846414664E-02 
382	 0,041163932382165 
383	 0,030558605485805 
384	 3,40464750751097E-02 
385	 4,06868413263231E-02 
386	 4,00087605291279E-02 
387	 6,51250792399269E-03 
388	-4,75199102260261E-03 
389	 2,36605007826156E-02 
390	 3,17068962052706E-02 
391	 2,83285742375657E-02 
392	 3,02360067432169E-02 
393	 2,70422906065198E-02 
394	 2,17923845438699E-02 
395	 0,030676717565449 
396	 3,15606642603161E-02 
397	 1,67641670535597E-02 
398	 1,72118529266179E-02 
399	 2,50529132880552E-02 
400	 0,02301920498809 
401	 2,76637054982778E-02 
402	 3,63875779263231E-02 
403	 2,56419260151699E-02 
404	 1,44721581892738E-02 
405	 1,57937633191727E-02 
406	 2,19327406135582E-02 
407	 2,79150654138286E-02 
408	 2,69828115222554E-02 
409	 2,55767704537675E-02 
410	 2,45298816852166E-02 
411	 1,70937049391433E-02 
412	 1,28200326619488E-02 
413	 2,01138062587355E-02 
414	 2,46978047161169E-02 
415	 2,41522098649619E-02 
416	 1,86814112497229E-02 
417	 1,57209174231685E-02 
418	 1,77989543825585E-02 
419	 1,81347371717234E-02 
420	 1,67468664219334E-02 
421	 1,45069242398126E-02 
422	 1,40548413349433E-02 
423	 1,58319086610868E-02 
424	 2,01342949315286E-02 
425	 1,94047629535487E-02 
426	 1,07592449631084E-02 
427	 9,84806946385472E-03 
428	 1,47581894227164E-02 
429	 1,89000840843909E-02 
430	 1,55245352967424E-02 
431	 6,83741215363025E-03 
432	 1,21025280035281E-02 
433	 1,94118448678476E-02 
434	 1,80153398032366E-02 
435	 2,02358380315229E-02 
436	 2,37341379612009E-02 
437	 1,70475513806944E-02 
438	 1,04762192882851E-02 
439	 8,7257806321746E-03 
440	 1,15812974524568E-02 
441	 1,54645710413394E-02 
442	 1,61481465628802E-02 
443	 1,48596925722005E-02 
444	 1,25536558143362E-02 
445	 0,010904234810832 
446	 1,18664054979108E-02 
447	 1,57627523604742E-02 
448	 1,43690023757776E-02 
449	 1,05916886117259E-02 
450	 0,011870297607202 
451	 1,53156768904344E-02 
452	 1,85817110905142E-02 
453	 1,52739362264262E-02 
454	 1,14693415665654E-02 
455	 1,29124990624043E-02 
456	 1,44941865667242E-02 
457	 1,48116015938068E-02 
458	 1,22321807748965E-02 
459	 0,012918920937451 
460	 1,82373352160544E-02 
461	 1,88857172512818E-02 
462	 1,67285473507967E-02 
463	 1,54080267848307E-02 
464	 1,54368713805302E-02 
465	 1,69502088210809E-02 
466	 1,99377130358511E-02 
467	 2,04261527939957E-02 
468	 1,64740833753575E-02 
469	 1,61207274840229E-02 
470	 1,76798332619704E-02 
471	 1,51751744334623E-02 
472	 1,43201261771326E-02 
473	 0,016021015195272 
474	 1,58651101111406E-02 
475	 1,50670714432068E-02 
476	 1,49983564953556E-02 
477	 1,30694337058839E-02 
478	 1,09240989481884E-02 
479	 1,48937286811325E-02 
480	 0,016437293213736 
481	 1,24703206998817E-02 
482	 1,11402685294761E-02 
483	 1,27831201509371E-02 
484	 1,66090521910512E-02 
485	 1,64746624763369E-02 
486	 1,26652615144689E-02 
487	 1,34605635732164E-02 
488	 1,41927374264078E-02 
489	 0,011677046651075 
490	 1,24448463451181E-02 
491	 1,47380841675637E-02 
492	 1,16898595236443E-02 
493	 1,12547911496281E-02 
494	 1,48887120944381E-02 
495	 1,49531315906982E-02 
496	 1,27379943332161E-02 
497	 1,04121172118417E-02 
498	 0,012844163048371 
499	 1,76287418867264E-02 
500	 1,35259303857345E-02 
501	 1,05542171291902E-02 
502	 1,37011306567214E-02 
503	 1,40051675417651E-02 
504	 1,25197560310241E-02 
505	 1,31257757603375E-02 
506	 1,29091670709439E-02 
507	 1,17565119943555E-02 
508	 1,28347875852071E-02 
509	 1,38280122649797E-02 
510	 1,26638068496567E-02 
511	 1,20243476331455E-02 
512	 1,23107109210003E-02 
513	 1,32195898298477E-02 
514	 1,39846378681886E-02 
515	 1,41259130447227E-02 
516	 1,31863909874653E-02 
517	 1,23464297110308E-02 
518	 1,32704107809347E-02 
519	 1,38492234043901E-02 
520	 1,38315325295651E-02 
521	 1,44421001542059E-02 
522	 1,51948125032303E-02 
523	 0,015622772308101 
524	 1,48148558031975E-02 
525	 1,33630680009766E-02 
526	 1,28404900820395E-02 
527	 1,23420913185181E-02 
528	 1,19015335357342E-02 
529	 1,32664380284737E-02 
530	 1,45452809643812E-02 
531	 1,35224435822248E-02 
532	 1,24631935491565E-02 
533	 1,22459682631407E-02 
534	 1,40217494080653E-02 
535	 1,48027946103775E-02 
536	 1,31208915066398E-02 
537	 1,26048458952727E-02 
538	 1,31073279187293E-02 
539	 1,34830508486364E-02 
540	 0,013099215889964 
541	 1,20776843268513E-02 
542	 1,21548232047052E-02 
543	 0,01258007974794 
544	 1,25697592401556E-02 
545	 1,32398972193663E-02 
546	 1,41383961231166E-02 
547	 1,33837948122231E-02 
548	 1,29998504353467E-02 
549	 1,37904292194923E-02 
550	 1,38575348579215E-02 
551	 1,35072081413426E-02 
552	 1,35243258720942E-02 
553	 1,39142443931727E-02 
554	 1,44579484651076E-02 
555	 1,40636162251856E-02 
556	 1,42206698170127E-02 
557	 1,59889870925269E-02 
558	 1,62594779943185E-02 
559	 1,54083790300287E-02 
560	 1,58369781828172E-02 
561	 1,61782259458148E-02 
562	 1,60477658060979E-02 
563	 1,62912631662577E-02 
564	 1,67732176522092E-02 
565	 1,72104361485843E-02 
566	 1,82784220377814E-02 
567	 1,97798591300396E-02 
568	 2,04488574481674E-02 
569	 2,11449295205592E-02 
570	 2,24125241990207E-02 
571	 2,34306000102941E-02 
572	 2,40387737565779E-02 
573	 2,41603830139442E-02 
574	 2,42681008198503E-02 
575	 2,45365401968349E-02 
576	 2,47606393084776E-02 
577	 2,49196722998406E-02 
578	 2,50125662408155E-02 
579	 2,55157886076579E-02 
580	 2,60534051376011E-02 
581	 2,51344034708147E-02 
582	 2,41400487002988E-02 
583	 2,38413982874418E-02 
584	 2,34150209549294E-02 
585	 0,023051360347859 
586	 2,33023069405533E-02 
587	 2,30269667066675E-02 
588	 2,22245551169459E-02 
589	 2,26124799035501E-02 
590	 2,30035113282909E-02 
591	 2,22840166702703E-02 
592	 2,19606656206489E-02 
593	 2,18760301456129E-02 
594	 2,06455267043672E-02 
595	 1,99786030276697E-02 
596	 2,04679413607107E-02 
597	 2,02949810767965E-02 
598	 1,96258114774294E-02 
599	 1,89883688812651E-02 
600	 1,89626391246481E-02 
601	 1,94290536257342E-02 
602	 1,92451822745735E-02 
603	 1,86036604952541E-02 
604	 1,77897860647775E-02 
605	 1,80525216903089E-02 
606	 1,89257247309613E-02 
607	 1,87955756249946E-02 
608	 1,83269507335731E-02 
609	 1,78236897229855E-02 
610	 1,77067003628006E-02 
611	 1,77077508318172E-02 
612	 1,74451311530257E-02 
613	 1,72405470118821E-02 
614	 1,71239233127799E-02 
615	 1,68426972009774E-02 
616	 1,69993242718485E-02 
617	 1,78116706334758E-02 
618	 1,75351356145443E-02 
619	 1,68416515403064E-02 
620	 1,77032826886264E-02 
621	 1,73167507110552E-02 
622	 1,55889951584335E-02 
623	 1,66839203207569E-02 
624	 1,83963513546439E-02 
625	 1,82659968837199E-02 
626	 1,80968582680173E-02 
627	 1,82907755960966E-02 
628	 0,018998553249962 
629	 1,92701435439333E-02 
630	 1,87955162839401E-02 
631	 1,92926276197934E-02 
632	 0,020142710838298 
633	 0,019964873003965 
634	 2,07561358420489E-02 
635	 2,24232533878907E-02 
636	 2,21346691441594E-02 
