Wavelength	NEUF00770.asd
325	-0,0270731389052 
326	-1,63688635503229E-02 
327	-0,026753817430382 
328	-5,18464789965359E-02 
329	 4,58690775456831E-02 
330	 0,130854254995703 
331	 8,62570460564276E-02 
332	 0,103932546043911 
333	 0,147628795994781 
334	 0,105296965803938 
335	 6,55754073500871E-02 
336	 5,48196820227735E-02 
337	 8,27822226333071E-02 
338	 6,40451410863095E-02 
339	-5,09056351438768E-02 
340	-8,83094269360734E-02 
341	-4,81890897799887E-02 
342	 1,60820313291588E-02 
343	 7,30347678427471E-02 
344	 0,123840662330102 
345	 0,112332288548193 
346	 0,071411000717182 
347	 4,07716971903701E-02 
348	-4,67326648084666E-03 
349	-4,70916107665404E-02 
350	-2,18549240457667E-02 
351	 3,14845263187554E-02 
352	 7,48613450696269E-02 
353	-5,65885340771889E-03 
354	-0,091187218844029 
355	-2,53463330104196E-02 
356	 1,12685483920153E-02 
357	 5,86459631261349E-03 
358	 0,038804234081411 
359	 5,47710914514339E-02 
360	 3,56601528126127E-02 
361	 2,57146489796783E-02 
362	 1,97211145911059E-02 
363	-4,49039427822915E-04 
364	 9,42430141838781E-03 
365	 4,37602885446263E-02 
366	 5,88799614333923E-02 
367	 4,28082256324873E-02 
368	-8,34875232534693E-03 
369	-2,15009947766744E-02 
370	-3,1896586162547E-03 
371	 1,35878184116528E-02 
372	 2,28920351769434E-02 
373	 2,09984852682018E-02 
374	 1,01137818528232E-02 
375	 1,08070700990174E-03 
376	 2,7716594099979E-03 
377	 1,80518165979185E-02 
378	 3,26328717141317E-02 
379	 1,28249208882493E-02 
380	 1,75925178835476E-02 
381	 5,37599821216345E-02 
382	 6,35875511561912E-02 
383	 6,05205232936444E-02 
384	 0,058587918247571 
385	 4,69622398258488E-02 
386	 0,027908478436983 
387	 3,68661974538596E-03 
388	 3,35532715151809E-03 
389	 2,93577441692441E-02 
390	 2,45922729464493E-02 
391	 1,12351091539105E-02 
392	 0,020691047337079 
393	 3,25126328549571E-02 
394	 0,036264465268133 
395	 1,08912416061494E-02 
396	 2,57039119916771E-03 
397	 0,029111791144387 
398	 3,20068425996049E-02 
399	 2,04740305266906E-02 
400	 1,61481875721111E-02 
401	 0,019276559142124 
402	 2,67895167769895E-02 
403	 2,57964358772105E-02 
404	 2,42417102616473E-02 
405	 2,70942362046675E-02 
406	 2,56251635954906E-02 
407	 1,99968206929139E-02 
408	 1,17104150292995E-02 
409	 1,19213600221371E-02 
410	 1,94881883096996E-02 
411	 1,23745264583088E-02 
412	 4,45014488651446E-03 
413	 9,26829310610065E-03 
414	 1,93728545064617E-02 
415	 2,71803701511418E-02 
416	 1,72021739927014E-02 
417	 0,011240079856127 
418	 1,64463898944307E-02 
419	 1,49958368240441E-02 
420	 1,31249818417466E-02 
421	 2,03822157798456E-02 
422	 2,34865872133124E-02 
423	 2,03881717643939E-02 
424	 1,41950550785035E-02 
425	 1,12366546986264E-02 
426	 0,014748320617819 
427	 1,61395158845904E-02 
428	 1,51274690744512E-02 
429	 1,30836702808484E-02 
430	 1,40614706482769E-02 
431	 1,77127376858957E-02 
432	 1,69918691477514E-02 
433	 1,41186280451627E-02 
434	 0,011588879519283 
435	 1,26014925337694E-02 
436	 1,50790612741732E-02 
437	 1,16472368354416E-02 
438	 1,11681802113893E-02 
439	 1,58805268043128E-02 
440	 1,69235058751929E-02 
441	 1,52649381735181E-02 
442	 1,31622784314313E-02 
443	 1,26561339820897E-02 
444	 1,38009544730469E-02 
445	 1,43432089843184E-02 
446	 1,58647222192177E-02 
447	 1,87270776552862E-02 
448	 1,76030377275667E-02 
449	 1,48230051334132E-02 
450	 1,58880919996086E-02 
451	 1,82238596813355E-02 
452	 1,98536086410723E-02 
453	 1,57494434926818E-02 
454	 1,14905230697673E-02 
455	 1,24416778828777E-02 
456	 1,36133331386851E-02 
457	 1,43497283953172E-02 
458	 1,58069082676161E-02 
459	 1,60672043824239E-02 
460	 1,46139846040232E-02 
461	 1,36328354064572E-02 
462	 1,34204668078174E-02 
463	 1,40454340770377E-02 
464	 1,41155491223648E-02 
465	 1,40994786465666E-02 
466	 1,77093123816657E-02 
467	 1,81656843568143E-02 
468	 1,19864300291509E-02 
469	 1,04632100124697E-02 
470	 1,26138460478791E-02 
471	 1,28163339115424E-02 
472	 1,47473629549141E-02 
473	 1,80083221992808E-02 
474	 1,64072460535875E-02 
475	 1,26816506998455E-02 
476	 1,00418501206751E-02 
477	 1,23610447498571E-02 
478	 1,72789605701237E-02 
479	 0,016408477665282 
480	 1,40482623171884E-02 
481	 1,25955929393655E-02 
482	 0,014244128367381 
483	 1,56808128443518E-02 
