Wavelength	CAMFROU00684.asd
325	 0,485665822155718 
326	 0,287767549309578 
327	 0,192990934360409 
328	 0,234914874108247 
329	 0,269542658783659 
330	 0,243493110034423 
331	 0,114508662950584 
332	 8,12197288854498E-03 
333	-1,04686063820269E-02 
334	 0,095911278404426 
335	 0,138715564274905 
336	 8,96975115745864E-02 
337	 7,79669919885803E-02 
338	 9,87298372802848E-02 
339	 0,13870591411818 
340	 0,150115630758122 
341	 0,129040190444632 
342	 9,70940117367765E-02 
343	 3,94833149490222E-02 
344	-2,64554631732701E-02 
345	 5,96996059666071E-02 
346	 0,157144699796736 
347	 0,17565952982611 
348	 9,78491381891544E-02 
349	-1,40173605696762E-02 
350	 6,36005651017354E-02 
351	 0,073943696498436 
352	-3,47192868356332E-02 
353	 8,97939041509258E-03 
354	 8,96227509259188E-02 
355	 6,76702025990385E-02 
356	 5,31497426027434E-02 
357	 5,67003690441569E-02 
358	 4,14291668563863E-02 
359	 5,23968475924065E-02 
360	 9,07472250633031E-02 
361	 3,64495854338279E-02 
362	-4,00808357034788E-02 
363	-1,58951869878592E-02 
364	 2,92498985971439E-02 
365	 6,27901146574722E-02 
366	 3,28750088146506E-02 
367	-5,90039792731045E-04 
368	 2,44230071578673E-03 
369	 1,78690335784839E-02 
370	 3,62808881461144E-02 
371	 5,63620811718125E-02 
372	 3,91855487471822E-02 
373	-8,09528055562555E-03 
374	-8,39583842172026E-03 
375	 1,16364530779209E-02 
376	 2,50633401767221E-02 
377	 3,80703513356333E-02 
378	 4,22635695425614E-02 
379	 1,22225144301527E-02 
380	 5,48165635787791E-03 
381	 3,48558903980698E-02 
382	 5,39107855564589E-02 
383	 0,061019328815939 
384	 5,68203785652524E-02 
385	 4,25915496271548E-02 
386	 2,61759992650583E-02 
387	 0,029297121587009 
388	 3,31976605956054E-02 
389	 3,01370724366456E-02 
390	 0,023067149265834 
391	 1,46033500350841E-02 
392	 8,78966129738673E-03 
393	 6,55891990209323E-03 
394	 9,86843796137382E-03 
395	 2,56983889236948E-02 
396	 0,034986908287382 
397	 0,029552026793487 
398	 2,82280088917117E-02 
399	 2,62830708533317E-02 
400	 1,28532987358056E-02 
401	 1,21566700630346E-02 
402	 0,025133828965289 
403	 0,033536958997629 
404	 0,032438329887104 
405	 0,020684465997403 
406	 1,59622016941185E-02 
407	 1,82228760555486E-02 
408	 2,14204725133048E-02 
409	 2,57225751470583E-02 
410	 2,85148561404442E-02 
411	 1,93874067539894E-02 
412	 1,11154923548925E-02 
413	 1,57886196597139E-02 
414	 1,81299206253983E-02 
415	 1,79191775782826E-02 
416	 2,21338036946791E-02 
417	 2,67021743199089E-02 
418	 2,89749105980043E-02 
