Wavelength	GRA-VIE-00153.asd
325	 0,256853688717138 
326	 0,247870361889135 
327	 0,204318538736992 
328	 0,182360309468255 
329	 0,21966561989454 
330	 0,272219807496221 
331	 0,276879251911723 
332	 0,234098669687224 
333	 0,196327425301432 
334	 0,286771266439444 
335	 0,265961987139362 
336	 0,126565987694487 
337	 0,113769394861694 
338	 0,130416145740311 
339	 7,58785188404816E-02 
340	 8,55493036045473E-02 
341	 0,127441479793229 
342	 0,122953928584018 
343	 0,101764388846339 
344	 7,40450033421069E-02 
345	 0,044028583046519 
346	 2,74970425561512E-02 
347	 3,18856670768303E-02 
348	 6,50922979944772E-02 
349	 0,100583320683876 
350	 6,39296422583364E-02 
351	 4,69068747233815E-02 
352	 6,56061622346756E-02 
353	 3,14421528118216E-02 
354	 1,47154394492245E-03 
355	 4,99081508390266E-02 
356	 0,061945877982163 
357	 4,30953352485289E-02 
358	 6,18701643289669E-02 
359	 7,91076770456356E-02 
360	 7,20494755886432E-02 
361	 3,01941276236232E-02 
362	-2,96165734566772E-03 
363	 3,22061369039312E-02 
364	 4,46199602755859E-02 
365	 2,20585701264547E-02 
366	 1,16884199219383E-02 
367	 8,44804463636762E-03 
368	 1,02137719967793E-02 
369	 2,83878500455631E-02 
370	 4,35064958717508E-02 
371	 0,015397907128573 
372	 9,11552868949424E-03 
373	 3,17728581209037E-02 
374	 2,84744210324163E-02 
375	 2,36782724876881E-02 
376	 3,64430371134722E-02 
377	 0,052120909831737 
378	 5,74778481852593E-02 
379	 2,91575349942481E-02 
380	 2,08732951525509E-02 
381	 4,28359946404175E-02 
382	 4,72740230431168E-02 
383	 4,51818699636736E-02 
384	 0,049230538382117 
385	 0,035308993191838 
386	 1,41049678578286E-02 
387	 2,41817750770498E-02 
388	 3,31069237435338E-02 
389	 0,028524390777472 
390	 1,36776356395936E-02 
391	 8,00488549303936E-03 
392	 3,22506780455579E-02 
393	 3,25846367922086E-02 
394	 0,01500142655488 
395	 3,40598875364213E-02 
396	 4,46539299643029E-02 
397	 2,70935039706752E-02 
398	 2,74795082071352E-02 
399	 3,46222718329119E-02 
400	 2,50179370645096E-02 
401	 1,99961641007724E-02 
402	 0,021573592543179 
403	 1,54660514535071E-02 
404	 1,56320416495705E-02 
405	 2,88716798676224E-02 
406	 2,60502661088796E-02 
407	 1,47182711941559E-02 
408	 1,70706789166897E-02 
