Wavelength	BEL100060.asd
325	 2,20961630907938E-02 
326	 1,83949992809359E-02 
327	 1,72332586367397E-02 
328	 1,86896946293168E-02 
329	 1,66074954263046E-02 
330	 1,51006324192458E-02 
331	 1,71107190185226E-02 
332	 1,62155523841983E-02 
333	 1,39738413424836E-02 
334	 1,58942013159228E-02 
335	 1,69252577485093E-02 
336	 1,60607032071919E-02 
337	 1,59284089548665E-02 
338	 1,62913691396732E-02 
339	 0,016772183575064 
340	 1,68082901235707E-02 
341	 1,63115609215542E-02 
342	 1,51352327265149E-02 
343	 1,48466909369417E-02 
344	 1,57859584942927E-02 
345	 0,016859498726503 
346	 1,70036539878245E-02 
347	 1,54335850938793E-02 
348	 1,54040654426526E-02 
349	 1,65381484263521E-02 
350	 1,62701853464201E-02 
351	 1,65197300382138E-02 
352	 1,75994411691005E-02 
353	 0,016586664028701 
354	 1,55286151037935E-02 
355	 1,70859506770136E-02 
356	 1,76616122157204E-02 
357	 1,68534845454829E-02 
358	 1,59092506677914E-02 
359	 1,56705951296332E-02 
360	 1,64563924920242E-02 
361	 0,016986260668024 
362	 1,71679381349792E-02 
363	 1,71168717162732E-02 
364	 1,67504178048567E-02 
365	 1,62820570186996E-02 
366	 1,64183183293851E-02 
367	 1,65361282590808E-02 
368	 1,63237966882443E-02 
369	 1,68328390401726E-02 
370	 1,76324232310265E-02 
371	 1,76291742757305E-02 
372	 1,77332388906069E-02 
373	 1,80754755636288E-02 
374	 1,79591894411836E-02 
375	 1,78001012045012E-02 
376	 1,79471918671992E-02 
377	 1,80525350647513E-02 
378	 1,80697862352762E-02 
379	 1,80348408317049E-02 
380	 0,017956199347651 
381	 1,78468373948507E-02 
382	 1,76737613077336E-02 
383	 1,77626538904514E-02 
384	 1,83752560360691E-02 
385	 1,79481370798956E-02 
386	 1,69074710498309E-02 
387	 1,70109467046027E-02 
388	 1,74986625105126E-02 
389	 1,79924403102341E-02 
390	 0,018110421819797 
391	 1,80474339487711E-02 
392	 1,80888085627198E-02 
393	 0,018254577949673 
394	 1,82825437274904E-02 
395	 0,01734894406665 
396	 1,67863183685697E-02 
397	 1,70968234684587E-02 
398	 1,71722357773852E-02 
399	 1,72543331034346E-02 
400	 1,78324134604625E-02 
401	 1,80091038206404E-02 
402	 1,78021036721909E-02 
403	 1,80588372051309E-02 
404	 1,82718126882984E-02 
405	 1,81007840055617E-02 
406	 1,80483996222091E-02 
407	 1,80512473959867E-02 
408	 1,77586397117775E-02 
409	 1,78647896936606E-02 
410	 1,83591993258894E-02 
411	 1,81353732692619E-02 
412	 1,78291562117094E-02 
413	 1,80766556747766E-02 
414	 0,018346179016672 
415	 1,84805813239273E-02 
416	 1,83449404304241E-02 
417	 1,81945357455338E-02 
418	 1,81820766940363E-02 
419	 1,84790210642259E-02 
420	 1,86852782096108E-02 
421	 1,82563706908981E-02 
422	 1,82070299655275E-02 
