Wavelength	BELON00046.asd
325	-1,86454649213037E-02 
326	-8,54300581573309E-02 
327	-5,88039233147175E-02 
328	-1,61267181267755E-03 
329	 6,86499887311246E-02 
330	 8,78312434552256E-02 
331	 2,25187656380317E-02 
332	 6,08281342900111E-03 
333	 3,03572396595652E-02 
334	 3,37041272023459E-02 
335	 3,86900773801548E-02 
336	 4,02607426143074E-02 
337	-2,88191400506665E-04 
338	-5,07840179010358E-02 
339	-8,96106274242147E-02 
340	-5,21325405389953E-02 
341	 1,82016677893661E-02 
342	 2,95509458141191E-02 
343	 2,24136841972283E-02 
344	 1,14342728619021E-02 
345	 1,03534644328922E-02 
346	 3,08306291302653E-02 
347	 7,88961838410717E-02 
348	 7,11752140746652E-02 
349	 2,81405636704417E-02 
350	 3,34124245612387E-02 
351	 5,23393359713905E-02 
352	 6,97957393463201E-02 
353	 8,13907653274045E-02 
354	 7,14860508480363E-02 
355	 2,60459386737773E-02 
356	 6,53219843767301E-03 
357	 1,57246957436784E-02 
358	 3,32539227335517E-02 
359	 3,97892604002871E-02 
360	 2,74350260615377E-02 
361	 1,18127426497075E-02 
362	 2,52115603023977E-03 
363	 8,60091222140449E-03 
364	 0,020150302533165 
365	 2,90936863487471E-02 
366	 1,48221615962776E-02 
367	 1,23271844993963E-02 
368	 3,67488186449055E-02 
369	 3,43923914628399E-02 
370	 1,61479391408469E-02 
371	 0,014175104466812 
372	 1,29019220295291E-02 
373	 7,25019147059109E-03 
374	-1,19686909447454E-02 
375	-7,16778852312327E-03 
376	 4,22168033815248E-02 
377	 4,75404686432543E-02 
378	 2,29695926920193E-02 
379	 0,026421346355075 
380	 2,90663725157133E-02 
381	 2,69617095874983E-02 
382	 0,043581248958031 
383	 5,05079535801334E-02 
384	 2,46054843275116E-02 
385	 1,14064964369394E-02 
386	 1,47346501145133E-02 
387	 1,93959047904257E-02 
388	 2,40778939129584E-02 
389	 2,71517806467501E-02 
390	 2,81276075186967E-02 
391	 2,81469170251149E-02 
392	 2,85104752684455E-02 
393	 2,46815872198214E-02 
394	 1,76107494646562E-02 
395	 1,05167775885876E-02 
396	 1,08111716316202E-02 
397	 2,11092597988038E-02 
398	 3,04788952335649E-02 
399	 3,59991445990332E-02 
400	 3,60256995477768E-02 
401	 2,98708370185807E-02 
402	 2,10197261815028E-02 
403	 2,13806264550758E-02 
404	 0,020852539525266 
405	 1,40186340125037E-02 
406	 0,021061885011203 
407	 3,24474524822194E-02 
408	 0,023226029622776 
409	 2,01348340445062E-02 
410	 2,75176286602092E-02 
411	 2,78387167810221E-02 
412	 2,32924211871416E-02 
413	 1,72804731319118E-02 
414	 1,73468125354274E-02 
415	 2,11460763420058E-02 
416	 1,82214396202002E-02 
417	 1,91004559960029E-02 
418	 2,53543566926086E-02 
419	 1,99729172441271E-02 
420	 1,27133213478714E-02 
421	 1,75290916186281E-02 
422	 2,24545852980674E-02 
423	 0,023997216477833 
424	 2,00037573286082E-02 
425	 1,83969765119049E-02 
426	 2,28298669652627E-02 
427	 1,91949862805268E-02 
428	 1,40268930464116E-02 
429	 2,28145762921536E-02 
430	 2,62140969583719E-02 
431	 2,17541457433796E-02 
432	 2,55569215645731E-02 
433	 0,029019471899344 
434	 0,024524993564497 
435	 2,09348702396787E-02 
436	 2,02232427676043E-02 
437	 2,30670860288073E-02 
438	 2,49557837996567E-02 
439	 2,42352009105323E-02 
440	 2,40840647949787E-02 
441	 2,38539132454302E-02 
442	 2,23804897034563E-02 
443	 2,29710216762893E-02 
444	 2,50320123173384E-02 
445	 0,023730495507454 
446	 2,27754422150982E-02 
447	 2,41020814671475E-02 
448	 2,34429804644559E-02 
449	 2,19916828105249E-02 
450	 2,31163198564183E-02 
451	 2,26447384833409E-02 
452	 2,05771453334073E-02 
453	 2,33052864507875E-02 
454	 2,52712381769253E-02 
455	 0,021585077930184 
456	 2,11985739177183E-02 
457	 2,35990010213254E-02 
458	 2,25089271263102E-02 
459	 2,23095801405417E-02 
460	 2,42722525812408E-02 
461	 2,45841534773335E-02 
462	 2,40297139338914E-02 
463	 2,41256651188722E-02 
464	 2,37334009275114E-02 
465	 2,27896198816009E-02 
466	 2,16073449016472E-02 
467	 2,20552603408119E-02 
468	 2,48229211463441E-02 
469	 2,40722551683932E-02 
470	 2,21781485677391E-02 
471	 2,57647840394253E-02 
472	 2,79135923979083E-02 
473	 2,69067062775834E-02 
474	 2,58911258622333E-02 
475	 2,51069732830485E-02 
476	 2,46792227815766E-02 
477	 2,58317855439201E-02 
478	 2,79674588806109E-02 
479	 2,93520992482069E-02 
480	 0,028663980576698 
481	 2,57718632846788E-02 
482	 2,46016197495484E-02 
483	 2,45442683774046E-02 
484	 2,39529760597662E-02 
485	 2,49712810224629E-02 
486	 2,69907170490623E-02 
487	 2,58905044146822E-02 
488	 2,42753410687108E-02 
489	 2,42348578780559E-02 
490	 2,54473331219487E-02 
491	 2,66897180741372E-02 
492	 2,51324184470517E-02 
493	 2,49167226902709E-02 
494	 0,026697795028674 
495	 2,56858111074521E-02 
496	 2,36487265081005E-02 
497	 0,02295395925024 
498	 2,24326957838905E-02 
499	 2,22996935353581E-02 
500	 2,40739348411967E-02 
501	 2,49737061603355E-02 
502	 2,38041942816944E-02 
503	 2,49562666304413E-02 
504	 0,026485042297093 
505	 2,38276766881604E-02 
506	 2,35259542269758E-02 
507	 2,61572838090918E-02 
508	 2,52027746834516E-02 
509	 2,37975824847012E-02 
510	 0,024892261759078 
511	 2,53273443243344E-02 
512	 0,025411961651064 
513	 2,78561505064492E-02 
514	 2,84418736710278E-02 
515	 2,61042125361556E-02 
516	 2,67768899890402E-02 
517	 2,83430223745918E-02 
518	 2,70569603305608E-02 
519	 2,59041148748795E-02 
520	 2,57620114592148E-02 
521	 2,70974322280822E-02 
522	 2,73682929915139E-02 
523	 2,51162445275195E-02 
524	 2,55952357742656E-02 
525	 2,77757735153733E-02 
526	 2,74264546314924E-02 
527	 2,73127631380311E-02 
528	 2,79855577287027E-02 
529	 2,74538535812843E-02 
530	 2,64891775050416E-02 
531	 2,61247519620005E-02 
532	 2,65102357904615E-02 
533	 2,73207593597325E-02 
534	 2,74563718446913E-02 
535	 0,027370344734604 
536	 2,73633758792105E-02 
537	 2,75729166681512E-02 
538	 2,79928740098699E-02 
539	 2,86824726056322E-02 
540	 2,83585863924804E-02 
541	 2,70474565556448E-02 
542	 2,68366981785138E-02 
543	 2,71191536464412E-02 
544	 2,72066172856932E-02 
545	 2,76178834687739E-02 
546	 2,80805864569528E-02 
547	 0,027553749070878 
548	 2,74130927516576E-02 
549	 2,81739937697661E-02 
550	 2,83464798078067E-02 
551	 2,80959443656141E-02 
552	 2,79383529738393E-02 
553	 0,027838410505911 
554	 2,78210793180804E-02 
555	 0,027984800570672 
556	 2,78599330348821E-02 
557	 2,71524943590835E-02 
558	 2,73609461408552E-02 
559	 2,80243263431632E-02 
560	 2,71555000482406E-02 
561	 2,69652427176293E-02 
562	 2,80579004681552E-02 
563	 2,83894778776382E-02 
564	 0,028080586190978 
565	 0,027535411665754 
566	 0,027978866198401 
567	 2,91450108589405E-02 
568	 2,88469964085657E-02 
569	 2,85080161189687E-02 
570	 2,90212343295696E-02 
571	 2,87380366838478E-02 
572	 2,81117148080397E-02 
573	 2,86674685944793E-02 
574	 2,91672747647444E-02 
575	 2,92836706462647E-02 
576	 2,96644807640992E-02 
577	 3,02460220931255E-02 
578	 3,09008982634957E-02 
579	 3,12915232103118E-02 
580	 3,13564165001257E-02 
581	 3,10704917360876E-02 
582	 0,031386783971194 
583	 3,26527292832573E-02 
584	 3,28980827026432E-02 
585	 3,25997090611122E-02 
586	 3,30788319594552E-02 
587	 3,33958169552501E-02 
588	 3,33622792497882E-02 
589	 3,33195734162084E-02 
590	 3,35547801049188E-02 
591	 3,42783247258106E-02 
592	 0,034733283440643 
593	 0,034768810459505 
594	 3,44234278653467E-02 
595	 3,40700249690585E-02 
596	 0,033965651602604 
597	 0,034317606129506 
598	 3,48540874274577E-02 
599	 3,51785841807065E-02 
600	 3,47692281463749E-02 
601	 3,38839607303756E-02 
602	 3,40288174390335E-02 
603	 3,47035622236824E-02 
604	 3,53743522182199E-02 
605	 3,50011843276205E-02 
606	 3,39530131673691E-02 
607	 3,35049746093352E-02 
608	 0,033419353451714 
609	 3,36157025087753E-02 
610	 3,39046776184147E-02 
611	 3,39766160507804E-02 
612	 3,34967975346087E-02 
613	 3,28859090315878E-02 
614	 3,23949261894449E-02 
615	 3,23530036593601E-02 
616	 3,26534357312974E-02 
617	 3,31011243191701E-02 
618	 3,26621902476613E-02 
619	 0,031941384428235 
620	 3,24128069287474E-02 
621	 3,30839574481916E-02 
622	 3,34429919423352E-02 
623	 3,26751013291087E-02 
624	 0,032050765922922 
625	 3,28613607437357E-02 
626	 3,30747517272274E-02 
627	 3,26941116246126E-02 
628	 3,30479545204726E-02 
629	 3,34573930666593E-02 
630	 3,36033318879658E-02 
631	 3,38471870666477E-02 
632	 3,39467982959883E-02 
633	 3,34141581924237E-02 
634	 3,34845242453689E-02 
635	 0,034302785752407 
636	 3,48972335513165E-02 
637	 0,034969912685282 
638	 0,034425841519607 
639	 3,51987477447347E-02 
640	 3,67089198267126E-02 
641	 3,65541580855651E-02 
642	 3,64976162205357E-02 
643	 3,70688482852996E-02 
644	 3,70063967886262E-02 
645	 3,68602527657706E-02 
646	 3,74758127855337E-02 
647	 3,75574137654837E-02 
648	 3,70707452176329E-02 
