Wavelength	SCORFF200369.asd
325	 3,11443202679635E-02 
326	 7,91971637694419E-02 
327	 6,71709879441231E-02 
328	 2,57026611512686E-02 
329	 8,63799515374548E-02 
330	 0,142941105884024 
331	 0,119522032492744 
332	 5,08631103689849E-03 
333	-8,59173969989345E-02 
334	 8,78379634794898E-03 
335	 0,141046092593991 
336	 0,171158961459508 
337	 4,71235298268287E-02 
338	-9,34138535971686E-02 
339	-3,74130345002859E-02 
340	 3,71582718471446E-02 
341	 7,03581622145212E-02 
342	 2,87660573670122E-02 
343	 3,79674740863046E-02 
344	 0,104590736341757 
345	 0,107528615552326 
346	 0,076539662169 
347	 4,34486485686154E-02 
348	 3,36529903552156E-02 
349	 4,79429819519485E-02 
350	 8,53087890406879E-02 
351	 9,49484373237053E-02 
352	 6,26621439345653E-02 
353	 5,38259910755553E-02 
354	 5,04616048680697E-02 
355	 2,80991541169184E-02 
356	 1,92981991625595E-02 
357	 2,97395228003008E-02 
358	 5,03978695324404E-02 
359	 6,86932823869862E-02 
360	 7,30480797583659E-02 
361	 1,31161219925248E-02 
362	-4,11404074859408E-02 
363	 1,76522181982798E-02 
364	 3,24988096023772E-02 
365	 3,63457776377534E-03 
366	 6,05163196473292E-02 
367	 9,21621618831623E-02 
368	 4,08215851411548E-02 
369	 8,8257425541218E-03 
370	 2,01732606117603E-03 
371	 6,93055587048921E-03 
372	 2,64751086794364E-02 
373	 5,02671602093084E-02 
374	 3,85753334951541E-02 
375	 1,98343459071254E-02 
376	 1,61109249101467E-02 
377	 3,73963224558176E-02 
378	 5,90624804006105E-02 
379	 0,027548644806106 
380	 8,44096546557443E-03 
381	 2,15259931301894E-02 
382	 0,047426699170444 
383	 0,053410693087935 
384	 1,66732461917382E-02 
385	 4,96355328462954E-03 
386	 2,14067256311567E-02 
387	 4,11815091505034E-02 
388	 4,95648140811436E-02 
389	 3,95342462919675E-02 
390	 1,33207516696245E-02 
391	-3,32078743620717E-04 
392	 3,29109044330149E-02 
393	 3,12410235568222E-02 
394	 1,68332375017304E-03 
