Wavelength	NEUF00173.asd
325	 3,68565276962224E-02 
326	-0,116459947448714 
327	-7,95531517654219E-02 
328	 9,28704525843203E-02 
329	 2,98819736441624E-02 
330	-5,66255455352889E-02 
331	-0,014948735778432 
332	 3,78312616861856E-04 
333	 9,73726359557474E-03 
334	 0,15916955017301 
335	 0,199657187313434 
336	 4,92893539520882E-02 
337	-0,147748319139893 
338	-0,226773122762033 
339	-0,106826424776317 
340	 1,52041238535273E-02 
341	 0,093956916043596 
342	 6,42105903094413E-02 
343	 3,52199300673598E-02 
344	 2,72178812894029E-02 
345	 2,71113726157744E-02 
346	 2,10869984489929E-02 
347	-3,20960817346883E-03 
348	-4,99364580997234E-02 
349	-9,10708817513606E-02 
350	-4,10049817099511E-02 
351	 1,74155603000483E-02 
352	 4,46210211832624E-02 
353	 2,30567467421625E-03 
354	-5,28399442570531E-02 
355	-4,62094399524262E-02 
356	-2,35548568884443E-02 
357	 0,003651703984645 
358	 3,97770754280303E-02 
359	 5,19180062508272E-02 
360	 2,96967652983826E-02 
361	 3,07947552312442E-03 
362	-8,86012480454733E-03 
363	 8,37686654524192E-03 
364	 2,59742084693415E-02 
365	 3,32433237706205E-02 
366	 3,47110182655739E-02 
367	 0,025791662470996 
368	 4,51821366695755E-03 
369	-8,80256308004838E-03 
370	-1,04566638598916E-02 
371	-3,87323023507367E-03 
372	 8,95455269584366E-03 
373	 2,25225490716128E-02 
374	 2,64753742494412E-02 
375	 1,51687656714366E-02 
376	-1,11099210691751E-02 
377	-5,68397517316938E-03 
378	 2,23022231266579E-02 
379	 3,96697466563045E-02 
380	 4,79484888245896E-02 
381	 4,93511903368092E-02 
382	 6,52046128980452E-02 
383	 6,47140738085067E-02 
384	 2,11133871119572E-02 
385	 1,75669541013463E-02 
386	 4,47796009223838E-02 
387	 3,30316442184919E-02 
388	 2,71683944132948E-02 
389	 3,90543608560705E-02 
390	 3,42191754908037E-02 
391	 2,13503901799286E-02 
392	 1,42883150686353E-02 
393	 2,19620234965805E-02 
394	 3,32885605813978E-02 
395	 7,20852736053433E-03 
396	-3,6514150660912E-03 
397	 2,19232965105276E-02 
398	 2,26118367525392E-02 
399	 1,37945958697119E-02 
400	 2,73389859355709E-02 
401	 3,32509881870744E-02 
402	 2,76390897070787E-02 
403	 2,36010035175517E-02 
404	 2,41646670418277E-02 
405	 0,029824447841537 
406	 2,58229407538518E-02 
407	 1,63132725862059E-02 
408	 1,25782848498702E-02 
409	 1,72452989997453E-02 
410	 2,69804323042686E-02 
411	 2,26024657065231E-02 
412	 1,51371703130562E-02 
413	 1,56690440195848E-02 
414	 1,93316093699507E-02 
415	 0,02335267569999 
416	 2,29865511167491E-02 
417	 2,41353294365223E-02 
418	 2,79547430440907E-02 
419	 2,58398189164351E-02 
420	 2,21718583473393E-02 
421	 2,31570641662589E-02 
422	 2,22264404907764E-02 
423	 1,93102547789038E-02 
424	 1,79635452101582E-02 
425	 2,14355064348128E-02 
426	 2,99955874357486E-02 
427	 2,92984558787867E-02 
428	 2,30463159920121E-02 
429	 2,07389724537186E-02 
430	 0,02062334928309 
431	 2,19708891725455E-02 
432	 0,02256135016189 
433	 0,023289257501559 
434	 0,02482090771715 
435	 2,33006475346783E-02 
436	 2,07008899502232E-02 
437	 2,37642636225759E-02 
