Wavelength	BLAVET00069.asd
325	 0,274258791591154 
326	 0,320176564533974 
327	 0,320305889273513 
328	 0,276730580959431 
329	 0,238952902148229 
330	 0,209741982031946 
331	 0,195848350993198 
332	 0,195383026730184 
333	 0,21089560960574 
334	 0,259066501120584 
335	 0,263022109246326 
336	 0,217966105168945 
337	 0,188691704918923 
338	 0,144382895899709 
339	 6,50990810591116E-02 
340	 7,57528865977794E-02 
341	 0,137204130061243 
342	 0,13948364666495 
343	 0,114856656718154 
344	 6,99577454062245E-02 
345	 3,20797498779434E-02 
346	 0,022953995356556 
347	 4,35688689798555E-02 
348	 7,70323512404164E-02 
349	 9,50243339534792E-02 
350	 4,09659010437383E-02 
351	 4,95202217118188E-03 
352	 1,93430353563287E-02 
353	 4,84989290755423E-02 
354	 6,62719227401406E-02 
355	 5,25510428323658E-02 
356	 4,94412738915691E-02 
357	 6,03092421499469E-02 
358	 6,49699318729615E-02 
359	 0,075906946753996 
360	 9,57106554504031E-02 
361	 9,30601522712314E-02 
362	 7,82865477486685E-02 
363	 6,86832817387816E-02 
364	 5,94757707354112E-02 
365	 5,23460143080502E-02 
366	 5,28707722146843E-02 
367	 0,066521036902963 
368	 9,05710487467744E-02 
369	 8,70836329719381E-02 
370	 6,43809225374145E-02 
371	 4,83101143096682E-02 
372	 2,59784385388161E-02 
373	 9,21846413862715E-03 
374	 6,22402489573261E-02 
375	 9,25907696052593E-02 
376	 4,14165359988195E-02 
377	 4,64144900286326E-02 
378	 8,47644334451693E-02 
379	 6,25399657516763E-02 
380	 0,042370349122115 
381	 4,42536119097617E-02 
382	 4,80068220427817E-02 
383	 5,21878499648225E-02 
384	 5,57997305213428E-02 
385	 0,0616934164397 
386	 6,57371218379965E-02 
387	 5,78210939283527E-02 
388	 4,82809791392753E-02 
389	 4,38264713922858E-02 
390	 5,03266600047142E-02 
391	 5,69156112768928E-02 
392	 5,08021749973541E-02 
393	 4,81627323282492E-02 
394	 5,08793120618948E-02 
395	 5,45000859051178E-02 
396	 5,73770089153557E-02 
397	 5,82523030580761E-02 
398	 5,43409870437021E-02 
399	 5,18312701070495E-02 
400	 6,06474736665678E-02 
401	 5,92349935945378E-02 
402	 4,70687831222392E-02 
403	 4,19340874898213E-02 
404	 4,21421574166074E-02 
405	 0,046050173768906 
406	 5,35282207298478E-02 
407	 5,85413326088106E-02 
408	 0,049961049846115 
409	 4,28530282316616E-02 
410	 4,23936872718562E-02 
411	 4,88039231069593E-02 
412	 5,23502812556705E-02 
413	 4,48712609588471E-02 
414	 4,41430572047605E-02 
415	 4,84814287503547E-02 
416	 4,60053404924226E-02 
417	 4,12111321631444E-02 
418	 3,66816162244896E-02 
419	 3,52824848335424E-02 
420	 3,65088389442701E-02 
421	 3,92568178752819E-02 
422	 4,36455941339541E-02 
423	 4,73854733133314E-02 
424	 4,28745093700554E-02 
425	 4,02865135274613E-02 
426	 4,47281652717823E-02 
427	 4,38989855688874E-02 
428	 0,040374066327436 
429	 4,17821622795137E-02 
430	 0,042135263063749 
431	 4,09062578539736E-02 
432	 4,34281732207892E-02 
433	 4,59790690315443E-02 
434	 4,52129752865923E-02 
435	 4,44724958584024E-02 
436	 4,34123003548779E-02 
437	 3,89207466002872E-02 
438	 3,73337438820646E-02 
439	 4,03698463106682E-02 
