Wavelength	OSM-GIL00052.asd
325	 0,582983664860011 
326	 0,360258227767449 
327	 0,261069898485597 
328	 0,333880846255883 
329	 0,185546256568761 
330	 0,108469299474819 
331	 0,398998079487995 
332	 0,410534722130011 
333	 0,304516569490911 
334	 0,300311368476849 
335	 0,258264664401849 
336	 0,160671988024818 
337	 0,124166396616125 
338	 0,147601571206472 
339	 0,217581780107872 
340	 0,20883163543402 
341	 0,152380900063037 
342	 0,133589889775751 
343	 0,181183571469649 
344	 0,262534684557806 
345	 0,194099247412982 
346	 0,106243603334623 
347	 0,146256434661582 
348	 0,176004707912342 
349	 0,187378564108171 
350	 0,21771804845651 
351	 0,218376380190102 
352	 0,180378996174498 
353	 0,185299056688695 
354	 0,205028930502762 
355	 0,201503256290173 
356	 0,172074411593408 
357	 0,133625391993276 
358	 0,145908379797311 
359	 0,159924941854177 
360	 0,155727350487474 
361	 0,168537164922087 
362	 0,182573847185783 
363	 0,17095939089428 
364	 0,173357291336363 
365	 0,190049043615944 
366	 0,19034568160722 
367	 0,190143055603037 
368	 0,197339538941458 
369	 0,192909653140407 
370	 0,178525430800326 
371	 0,157623217195741 
372	 0,169795561453584 
373	 0,209531497221916 
374	 0,205743371812762 
375	 0,189591692933292 
376	 0,187378655092923 
377	 0,196042368886794 
378	 0,201326800319938 
379	 0,169545249416161 
380	 0,159679046177343 
381	 0,181159739427944 
382	 0,178013589106182 
383	 0,170472717179272 
384	 0,178725945138325 
385	 0,184962372265486 
386	 0,181852153573981 
387	 0,155955762118254 
388	 0,149582560612853 
389	 0,173579332764495 
390	 0,176681825340195 
391	 0,172451814753482 
392	 0,181574342770188 
393	 0,183607146717092 
394	 0,177549731527821 
395	 0,171619492716353 
396	 0,167517866589868 
397	 0,166061740369169 
398	 0,16350011807963 
399	 0,165505159586116 
400	 0,18123018930655 
401	 0,1905758342875 
402	 0,189351086254498 
403	 0,185216420199446 
404	 0,175910571470258 
405	 0,161705337232035 
406	 0,161600912276469 
407	 0,168887395883757 
408	 0,164877433321958 
409	 0,160586605499652 
410	 0,16115364285174 
411	 0,17597804533843 
412	 0,186387050089398 
413	 0,176539794645205 
414	 0,171864845264447 
415	 0,173614210663145 
416	 0,171964440051261 
417	 0,169519111757758 
418	 0,168103664953728 
419	 0,17334634006239 
420	 0,177699912673161 
421	 0,17133733054585 
422	 0,169687773607684 
423	 0,173353010509773 
424	 0,172221507867533 
425	 0,170559703230229 
426	 0,170699380401964 
427	 0,168616564561681 
428	 0,167225884218993 
429	 0,172938135602974 
430	 0,17556980677481 
431	 0,172974702034442 
432	 0,170442809234714 
433	 0,167688747653182 
434	 0,164569132557436 
435	 0,166129953630901 
436	 0,169832780166244 
437	 0,167023708145784 
438	 0,164658541376495 
439	 0,165405352096902 
440	 0,167405224794008 
441	 0,169353922213141 
442	 0,169871184399762 
443	 0,169751027806854 
444	 0,16927226274305 
445	 0,168651879522367 
446	 0,1680631388891 
447	 0,167469264027106 
448	 0,164973709839915 
449	 0,163345930247893 
450	 0,168391034075701 
451	 0,169221219212724 
452	 0,165184162272864 
453	 0,170759186927492 
454	 0,175217408309619 
455	 0,168998159579859 
456	 0,167101585229114 
457	 0,169769790707959 
458	 0,169351720475413 
459	 0,169851714454105 
460	 0,172336060311873 
461	 0,173357954637397 
462	 0,173249222231256 
463	 0,172940044128974 
464	 0,171861308967498 
465	 0,170602651786917 
466	 0,171242527626049 
467	 0,172371781645226 
468	 0,173027512313199 
469	 0,173942705432935 
470	 0,174371890565247 
471	 0,172573697664132 
472	 0,171532719709121 
473	 0,172158283809848 
474	 0,173352264516581 
475	 0,17461756807151 
476	 0,175479431434231 
477	 0,175587667137167 
478	 0,174705001907025 
479	 0,172091995056142 
480	 0,170623042665361 
481	 0,171530462677277 
482	 0,172769857053516 
483	 0,173139463079581 
484	 0,171267684944671 
485	 0,170665864364435 
486	 0,171879744121786 
487	 0,173269813173644 
488	 0,173106264776667 
489	 0,170326985815831 
490	 0,167806399965632 
491	 0,166669319350669 
492	 0,168265413408836 
493	 0,16985347180105 
494	 0,17049337918814 
495	 0,171392585141883 
496	 0,171995971473597 
497	 0,171636942242124 
498	 0,172190634257565 
499	 0,173269613542501 
500	 0,172299802841578 
501	 0,171164030391345 
502	 0,17100239060822 
503	 0,171787773464726 
504	 0,172730590254316 
505	 0,172344199944132 
506	 0,173571614860613 
507	 0,176085108029346 
508	 0,174582035713186 
509	 0,172739701849057 
510	 0,17394567121366 
511	 0,174694060409128 
512	 0,174827937449964 
513	 0,175818178914917 
514	 0,176237403154987 
515	 0,175696218900106 
516	 0,175904546643718 
517	 0,176397606051223 
518	 0,176325627218848 
519	 0,175482549228928 
520	 0,17423817528794 
521	 0,174006604817829 
522	 0,174294920543196 
523	 0,174630991663938 
524	 0,174105902007648 
525	 0,173320500738924 
526	 0,174072921588325 
527	 0,174333927955985 
528	 0,173584085664796 
529	 0,173112862590194 
530	 0,172881378560513 
531	 0,172728902766788 
532	 0,172336032043886 
533	 0,171984100536533 
534	 0,172928428327683 
535	 0,173283219576814 
536	 0,172164933254449 
537	 0,172290583296288 
538	 0,173065133409646 
539	 0,172682644218484 
540	 0,172563758714846 
541	 0,173037859841385 
542	 0,173561720932807 
543	 0,174013572153266 
544	 0,1743027217224 
545	 0,174471312970949 
546	 0,17475052521179 
547	 0,17583153233035 
548	 0,176520515422466 
549	 0,176284308574612 
550	 0,175949612733095 
551	 0,175718463745965 
552	 0,175686971256199 
553	 0,176537849761068 
554	 0,177851398076503 
555	 0,177300074081576 
556	 0,176354081671948 
557	 0,176241303192877 
558	 0,175690967689461 
559	 0,174960896954292 
560	 0,175235001919438 
561	 0,175514598928584 
562	 0,175265717807476 
563	 0,173897480349098 
564	 0,172601664129833 
565	 0,172969704168707 
566	 0,173356531759231 
567	 0,173425115704958 
568	 0,173613256765965 
569	 0,173785410690042 
570	 0,17393262102377 
571	 0,174945173642182 
572	 0,176266620234657 
573	 0,176391307179346 
574	 0,176740502029591 
575	 0,17769590276093 
576	 0,178461950989726 
577	 0,179196566466447 
578	 0,180130670428908 
579	 0,181112772074713 
580	 0,182250362015028 
581	 0,183861415914235 
582	 0,186052497487056 
583	 0,188672687955488 
584	 0,190242308146884 
585	 0,191035244643759 
586	 0,191833176022293 
587	 0,193279014915112 
588	 0,195331895116362 
589	 0,196727481441396 
590	 0,197657963291714 
591	 0,198359846740316 
592	 0,198750712285335 
593	 0,199026368143245 
594	 0,1997392199836 
595	 0,200157469436022 
596	 0,199952548146674 
597	 0,199360868478833 
598	 0,199013383533885 
599	 0,199811401020686 
600	 0,199901798273672 
601	 0,199088465664483 
602	 0,198810237009609 
603	 0,198706715884547 
604	 0,19845936054947 
605	 0,198112833219246 
606	 0,197449525126546 
607	 0,195807872640082 
608	 0,194852967910167 
609	 0,194861462000414 
610	 0,193212681776537 
611	 0,19141531029837 
612	 0,191577988713579 
613	 0,191145534012731 
614	 0,189923727223433 
615	 0,189429923206841 
616	 0,189088711302869 
617	 0,188588985066716 
618	 0,188644460797824 
619	 0,188729434483102 
620	 0,187596196257178 
621	 0,186670631160767 
622	 0,186513393158225 
623	 0,187310251734959 
624	 0,187913515925535 
625	 0,18719531086955 
626	 0,186886813191023 
627	 0,187209684749245 
628	 0,187733573006577 
629	 0,187847285009551 
630	 0,187339742892917 
631	 0,187341692076571 
632	 0,187708698081544 
633	 0,187953612301683 
634	 0,188576985953582 
635	 0,189448826221578 
636	 0,189474166533644 
637	 0,189595598534375 
638	 0,190597718751591 
639	 0,191592568167566 
640	 0,192302444040325 
641	 0,192412420168923 
642	 0,192824213158753 
643	 0,193785131430592 
644	 0,194295259168661 
645	 0,194527438360912 
646	 0,194835198238221 
647	 0,194686550995191 
648	 0,194063378014807 
649	 0,193352457306566 
650	 0,192580654487884 
651	 0,191791417781839 
652	 0,191166243258903 
653	 0,190440370412853 
654	 0,189011304754504 
655	 0,187624290212125 
656	 0,186521346387635 
657	 0,185570213907701 
658	 0,184321156422875 
659	 0,182367088712771 
660	 0,181047303011919 
661	 0,180288501906713 
662	 0,179024551397021 
663	 0,177514217369344 
664	 0,176003045207162 
665	 0,175302855429989 
666	 0,175027247283579 
667	 0,174413155436315 
668	 0,174033754567446 
669	 0,173952127081766 
670	 0,173871827329772 
671	 0,173643983973492 
672	 0,173170577115409 
673	 0,172644655785852 
674	 0,172299233714403 
675	 0,172609665576674 
676	 0,172842523929012 
677	 0,172800639306173 
678	 0,173147583062243 
679	 0,173494555460144 
680	 0,173335539046683 
681	 0,173498973515073 
682	 0,174112684252093 
683	 0,174897107335504 
684	 0,175757115168154 
685	 0,17659662045109 
686	 0,177106420966886 
687	 0,177857843797149 
688	 0,179896233550962 
689	 0,182142277742904 
690	 0,184528556242508 
691	 0,188054323764818 
692	 0,192658449286937 
693	 0,198241439962078 
694	 0,204625111354058 
695	 0,212039909851763 
696	 0,221064181929764 
697	 0,231435359973578 
698	 0,243083377050775 
699	 0,256131091036066 
700	 0,270190371114419 
701	 0,28477662155704 
702	 0,300264553738021 
703	 0,316495608586611 
704	 0,332913117426636 
705	 0,349018204177744 
706	 0,36456329087812 
707	 0,380361204550196 
708	 0,396229678931414 
709	 0,411629592645026 
710	 0,42622661336341 
711	 0,440050635892228 
712	 0,453738553441714 
713	 0,466947295738474 
714	 0,479334499773227 
715	 0,491034173811274 
716	 0,502027259306878 
717	 0,512265692629163 
718	 0,521692270950859 
719	 0,53034499015217 
720	 0,53869652476974 
