Wavelength	AV0100012.asd
325	 4,03725609356755E-02 
326	 4,01048645240842E-02 
327	 4,05315829018023E-02 
328	 4,15733914699088E-02 
329	 4,09254990559116E-02 
330	 4,00138880450877E-02 
331	 0,039874687242712 
332	 4,00360348165794E-02 
333	 0,040099223453991 
334	 4,01394080770166E-02 
335	 3,96558487410821E-02 
336	 3,88384012784869E-02 
337	 3,87446450949225E-02 
338	 3,94598684581828E-02 
339	 4,04638505661098E-02 
340	 4,03239793278203E-02 
341	 3,94659788913371E-02 
342	 3,93246694266098E-02 
343	 0,039901534091715 
344	 4,06574350433681E-02 
345	 0,039990310980915 
346	 3,93648713582808E-02 
347	 3,99702417394217E-02 
348	 4,03174761623966E-02 
349	 4,01204868260317E-02 
350	 4,00933895118237E-02 
351	 3,99171643485906E-02 
352	 3,97016607920207E-02 
353	 3,98228117653945E-02 
354	 0,039954266183454 
355	 0,039962500208144 
356	 4,01686228807451E-02 
357	 4,03988503943045E-02 
358	 4,00065640705719E-02 
359	 3,96128517044477E-02 
360	 3,97442895763132E-02 
361	 3,99686106418012E-02 
362	 4,00001694262028E-02 
363	 3,99638472636614E-02 
364	 3,98597540493656E-02 
365	 3,98457682030548E-02 
366	 4,05507485133219E-02 
367	 4,09150634006687E-02 
368	 4,06150013401018E-02 
369	 4,02295893844963E-02 
370	 0,04006799852531 
371	 0,040274412491584 
372	 0,040626496530161 
373	 4,08646219926817E-02 
374	 4,08039200148777E-02 
375	 4,06720667365089E-02 
376	 4,08219699331659E-02 
377	 4,10468423298868E-02 
378	 4,11108795289506E-02 
379	 0,041023217083105 
380	 4,10096418144523E-02 
381	 4,11676777643556E-02 
382	 4,12371074992019E-02 
383	 4,14129812411103E-02 
384	 4,19681779528826E-02 
385	 4,21335898083282E-02 
386	 0,041858051467323 
387	 4,14202540002184E-02 
388	 4,12784408427938E-02 
389	 4,15139304099236E-02 
390	 4,16970689430585E-02 
391	 4,18095475346915E-02 
392	 4,19685352986501E-02 
393	 4,20329530919943E-02 
394	 4,20429287218984E-02 
395	 0,042218055283673 
396	 4,24477642154691E-02 
397	 0,04244372067019 
398	 4,23606924122303E-02 
399	 4,22737961510725E-02 
400	 4,23250519244855E-02 
401	 4,23570498837465E-02 
402	 0,042285000762701 
403	 4,20735344415181E-02 
404	 0,04210664918647 
405	 4,24694472377154E-02 
406	 4,25741688580634E-02 
407	 4,24850264078155E-02 
408	 4,25362259177105E-02 
409	 4,25261701439648E-02 
410	 4,24822417389146E-02 
411	 4,25972368102538E-02 
412	 0,042740020427931 
413	 4,27642871646461E-02 
414	 4,28012058538377E-02 
415	 4,28705662093181E-02 
416	 4,29492785549007E-02 
417	 4,29970251902273E-02 
418	 4,29678390826899E-02 
419	 4,29988105403105E-02 
420	 4,30288016863816E-02 
421	 4,31580168521425E-02 
422	 0,043375374767781 
423	 4,36120206252574E-02 
424	 4,36621961026268E-02 
425	 4,36495279245559E-02 
426	 4,36327884280779E-02 
427	 4,37402491450559E-02 
428	 4,39479264643534E-02 
429	 4,40708854994683E-02 
430	 0,044226043961773 
431	 4,44160404374651E-02 
432	 4,44603162995933E-02 
433	 4,45217241419384E-02 
434	 4,46607153923948E-02 
435	 4,47714581966704E-02 
436	 4,48603275475148E-02 
437	 0,045010722529144 
438	 4,51263352767046E-02 
439	 4,52298014694956E-02 
440	 4,54136138972982E-02 
441	 4,55827282013341E-02 
442	 4,55505164225583E-02 
443	 4,56793656836597E-02 
444	 4,59520737577102E-02 
445	 4,59568128528572E-02 
446	 4,59826290639184E-02 
447	 4,61664869489984E-02 
448	 4,63071500407368E-02 
449	 0,046422986183033 
450	 4,65601990584093E-02 
451	 4,66409004882817E-02 
452	 4,67001519947491E-02 
453	 4,68917505131543E-02 
454	 4,70507868433213E-02 
455	 4,70686568901294E-02 
456	 4,71764075873582E-02 
457	 4,73362806183386E-02 
458	 4,73983018883365E-02 
459	 0,047431834058637 
460	 4,74970500000668E-02 
461	 4,76106451257426E-02 
462	 4,77410450465406E-02 
463	 4,78286361989444E-02 
464	 4,78629681155206E-02 
465	 4,79094865694657E-02 
466	 4,80253944696449E-02 
467	 0,048101257431361 
468	 4,81243705975163E-02 
469	 4,82228770439671E-02 
470	 4,83339238565794E-02 
471	 4,84468800199622E-02 
472	 0,048578408542824 
473	 4,86680206591579E-02 
474	 4,87160050273027E-02 
475	 4,88296500416972E-02 
476	 4,89373901674444E-02 
477	 0,049023053519605 
478	 4,91048717415351E-02 
479	 4,91952389576724E-02 
480	 4,93262466145866E-02 
481	 4,94406838285117E-02 
482	 4,94340160928609E-02 
483	 4,93940325581849E-02 
484	 4,95187901860953E-02 
485	 4,95978517894761E-02 
486	 4,95973859470163E-02 
487	 0,04975236909708 
488	 4,98917069563292E-02 
489	 4,99564826810157E-02 
490	 4,99776653790747E-02 
491	 4,99814054115833E-02 
492	 5,02144517113806E-02 
493	 5,03214667715674E-02 
494	 5,02404104179666E-02 
495	 5,03747931903966E-02 
496	 0,050559359081751 
497	 5,05994977652843E-02 
498	 5,06975751523056E-02 
499	 5,08407592668597E-02 
500	 5,09270743115857E-02 
501	 5,10082805862385E-02 
502	 5,11422286616031E-02 
503	 5,12969833395444E-02 
504	 5,14383934616694E-02 
505	 5,15891237946886E-02 
506	 5,17422002262697E-02 
507	 5,18627278341592E-02 
508	 5,20234812833053E-02 
509	 5,22158460200076E-02 
510	 5,24650967895308E-02 
511	 5,26389447140514E-02 
512	 5,27348809972477E-02 
513	 5,27919668841595E-02 
514	 5,29280253222491E-02 
515	 5,31755453952245E-02 
516	 5,33428662604534E-02 
517	 5,34858616171129E-02 
518	 5,37033171792557E-02 
519	 5,38386598754158E-02 
520	 5,39168322543206E-02 
521	 5,41501336546562E-02 
522	 5,43094945928619E-02 
523	 5,43554700439118E-02 
524	 5,44891350197156E-02 
525	 5,46875888211755E-02 
526	 5,47708684657292E-02 
527	 5,48651662447885E-02 
528	 5,50246712799182E-02 
529	 0,055114956635074 
530	 5,52216896274641E-02 
531	 5,53578659244664E-02 
532	 5,54901137907279E-02 
533	 0,055604827996212 
534	 5,57114368890698E-02 
535	 5,58063817031378E-02 
536	 5,58993160348936E-02 
537	 5,60013980524883E-02 
538	 5,61443481633329E-02 
539	 5,62451684637431E-02 
540	 5,63617717226402E-02 
541	 5,64947512450433E-02 
542	 5,66492908810404E-02 
543	 5,68054397117751E-02 
544	 5,69813461984256E-02 
545	 5,70971957516102E-02 
546	 5,71722709575523E-02 
547	 0,057296434950066 
548	 5,74441932703477E-02 
549	 5,75781385514132E-02 
550	 5,77115092803352E-02 
551	 5,78519154052582E-02 
552	 5,79749445085539E-02 
553	 5,81088259152224E-02 
554	 5,82450088171056E-02 
555	 5,83246744657524E-02 
556	 5,83776989605079E-02 
557	 0,058510120618747 
558	 5,85429462340606E-02 
559	 5,85281872606849E-02 
560	 5,86660648186402E-02 
561	 5,87710045817881E-02 
562	 5,87561119280477E-02 
563	 5,88321175693832E-02 
564	 5,89629964209762E-02 
565	 5,90263185493894E-02 
566	 5,90808978062809E-02 
567	 5,91633239795899E-02 
568	 5,92633198207935E-02 
569	 5,94199791329359E-02 
570	 5,96020134299292E-02 
571	 5,98079936897593E-02 
572	 6,00600691420398E-02 
573	 6,02676459474251E-02 
574	 6,04511740330777E-02 
575	 6,06195441557194E-02 
576	 6,08600533389191E-02 
577	 6,11200659372719E-02 
578	 6,13842405222828E-02 
579	 6,16068817915479E-02 
580	 6,17946580421202E-02 
581	 6,20103248076517E-02 
582	 0,062199239691135 
583	 6,23437291185068E-02 
584	 6,25911366212983E-02 
585	 6,28977842128474E-02 
586	 0,063140881579803 
587	 6,32684302199924E-02 
588	 6,33052865272771E-02 
589	 6,35922923495517E-02 
590	 6,38833109855127E-02 
591	 6,39063816219282E-02 
592	 6,39688986501683E-02 
593	 6,41030183506868E-02 
594	 6,41160552591543E-02 
595	 6,41870366458336E-02 
