Wavelength	NEUF00188.asd
325	 0,380883408364324 
326	 7,30695273757717E-02 
327	 5,13036511860595E-02 
328	 0,316061178294961 
329	 0,257254619035273 
330	 0,205734135486667 
331	 0,432604932609371 
332	 0,530304473614736 
333	 0,442748496451945 
334	 0,347836713752154 
335	 0,339846358343266 
336	 0,412156961048122 
337	 0,191967107335003 
338	 1,17793084300652E-02 
339	 0,146206290021296 
340	 0,24288669746914 
341	 0,270185591665304 
342	 0,245629251356043 
343	 0,249016801966151 
344	 0,287218971983122 
345	 0,265360623565271 
346	 0,237950822795993 
347	 0,260346720286941 
348	 0,219595467700424 
349	 0,142078257687223 
350	 0,165627984765558 
351	 0,209667494680624 
352	 0,233531514955365 
353	 0,190593280319747 
354	 0,145702927166742 
355	 0,18280995725389 
356	 0,185732451833645 
357	 0,156918957494626 
358	 0,171692903099166 
359	 0,183480611237236 
360	 0,177703779224152 
361	 0,198039381886127 
362	 0,217785360892357 
363	 0,198478428698182 
364	 0,197740533103034 
365	 0,217915849962522 
366	 0,216541325191494 
367	 0,214592533519145 
368	 0,22194960864182 
369	 0,201711984270723 
370	 0,182217808858099 
371	 0,21513413858673 
372	 0,235957152046913 
373	 0,228575680597877 
374	 0,211609285848174 
375	 0,201577927033317 
376	 0,20932734173089 
377	 0,208506912875033 
378	 0,202984816191302 
379	 0,209785487745765 
380	 0,219272852949539 
381	 0,228111018405432 
382	 0,242201672282343 
383	 0,24489822841115 
384	 0,221651277080239 
385	 0,209706207770642 
386	 0,209153637328997 
387	 0,194749313152862 
388	 0,192564233294928 
389	 0,207732601089436 
390	 0,208424804726902 
391	 0,206113883522231 
392	 0,216795514723014 
393	 0,228507045493412 
394	 0,234438345929817 
395	 0,221676251070598 
396	 0,213001533377065 
397	 0,219371371740825 
398	 0,222908637525648 
399	 0,221776774946015 
400	 0,215714133919093 
401	 0,214748845037946 
402	 0,219318300757995 
403	 0,220775129195595 
404	 0,221396940324319 
405	 0,222293319107003 
406	 0,217122331022725 
407	 0,209970445569679 
408	 0,210000838471144 
409	 0,214220866658338 
410	 0,218101436955533 
411	 0,204550833486386 
412	 0,193949102398452 
413	 0,204643877082449 
414	 0,209892611274032 
415	 0,208669447465762 
416	 0,211796557965311 
417	 0,214035994254279 
418	 0,212654741529467 
419	 0,203379023615607 
420	 0,196767713116759 
421	 0,205630072587108 
422	 0,209681449257628 
423	 0,206860815401166 
424	 0,207097982623117 
425	 0,207058006234734 
426	 0,205275321871423 
427	 0,207214040109425 
428	 0,209820749598376 
429	 0,206310523353734 
430	 0,205403222251861 
431	 0,208343417233863 
432	 0,208779919912876 
433	 0,207643598199801 
434	 0,206204548135674 
435	 0,207878247946826 
436	 0,2103420221391 
437	 0,205310129485809 
438	 0,204595586603423 
439	 0,210702969377033 
440	 0,208203518101036 
441	 0,203029281591879 
442	 0,204311408523923 
443	 0,207092062265165 
444	 0,209878907736724 
445	 0,212140104136087 
446	 0,212061751639084 
447	 0,209343127700851 
448	 0,210918559779123 
449	 0,21538744801014 
450	 0,218636416751587 
451	 0,219371170455245 
452	 0,21752129841763 
453	 0,215103186269542 
454	 0,214951680315883 
455	 0,219167504845615 
456	 0,219155413154442 
457	 0,216205099440582 
458	 0,218329664425141 
459	 0,22041000418771 
460	 0,220523714867349 
461	 0,22067808053693 
462	 0,220699572503763 
463	 0,220121241789917 
464	 0,220370059356899 
465	 0,221300012554655 
466	 0,221446544374582 
467	 0,219786726784796 
468	 0,21625882215201 
469	 0,216611269975853 
470	 0,21976034642748 
471	 0,222015610450138 
472	 0,222977336356124 
473	 0,222741346795737 
474	 0,223729608526539 
475	 0,22335738980643 
476	 0,219339354846101 
477	 0,221201131014496 
478	 0,226770399915628 
479	 0,224880430129148 
480	 0,221870454839483 
481	 0,220930796757944 
482	 0,222627457941976 
483	 0,224167312628515 
484	 0,221326650074433 
485	 0,220619614412137 
486	 0,222727872341793 
487	 0,223247034518851 
488	 0,222730735851007 
489	 0,221804994974256 
490	 0,222246445333501 
491	 0,223184634845737 
492	 0,221624155042206 
493	 0,221639567917457 
494	 0,223936479092446 
495	 0,224278735470042 
496	 0,223606813613003 
497	 0,223348234811429 
498	 0,223060433848994 
499	 0,223073980385412 
500	 0,224693071307874 
501	 0,225440979596385 
502	 0,224363346653649 
503	 0,225821406152362 
504	 0,228868892544252 
505	 0,230971472623088 
506	 0,232756513499554 
507	 0,23413610323719 
508	 0,234191918006687 
509	 0,235021179859537 
510	 0,238337253314312 
511	 0,240437404928409 
512	 0,241098799129015 
513	 0,241495056098322 
514	 0,242731561924234 
515	 0,245226648221852 
516	 0,247932501974702 
517	 0,250009157107217 
518	 0,250505489070622 
519	 0,251469644366483 
520	 0,252985666644127 
521	 0,253144571903443 
522	 0,253477024142874 
523	 0,25501662641944 
524	 0,256288771276024 
525	 0,256955054478959 
526	 0,256847827803137 
527	 0,256388221755013 
528	 0,256018745009569 
529	 0,25694908005547 
530	 0,258043952005928 
531	 0,25793720155692 
