Wavelength	PENFOUL00209.asd
325	 0,195807005038118 
326	 0,086904698839858 
327	 0,145562732274683 
328	 0,380525879463797 
329	 0,248150677869993 
330	 7,29941342452065E-02 
331	 0,15475734394503 
332	 0,22555899728816 
333	 0,277695258894518 
334	 0,229141106321491 
335	 0,113950781059642 
336	-1,00059128572684E-02 
337	 3,75283829364881E-02 
338	 0,104928052973386 
339	 4,83072934341446E-02 
340	 6,40578051867902E-02 
341	 0,117414860256037 
342	 9,85743708481781E-02 
343	 9,70748685930089E-02 
344	 0,127000331490107 
345	 8,74542983332862E-02 
346	 3,72025350968997E-02 
347	 3,88545920790198E-02 
348	 5,93725321272166E-02 
349	 8,14113477276568E-02 
350	 7,98928798410942E-02 
351	 0,041600994556151 
352	-2,52223143593473E-02 
353	-1,11351287034466E-02 
354	 3,55191909837106E-02 
355	 5,95513133162769E-02 
356	 5,17088799023177E-02 
357	 2,42172508105962E-02 
358	 2,52727042516156E-02 
359	 3,57228009157959E-02 
360	 4,63194952423276E-02 
361	 4,97575728048475E-02 
362	 5,72583609841757E-02 
363	 8,59925443307055E-02 
364	 6,59384435433393E-02 
365	 0,011144900041233 
366	 3,24834495427299E-02 
367	 6,02331879554211E-02 
368	 5,27469385572093E-02 
369	 4,48630746416214E-02 
370	 4,03919024047526E-02 
371	 3,97609580263357E-02 
372	 2,60149246499007E-02 
373	 8,21186343117059E-03 
374	 5,04605399433819E-02 
375	 7,99721759440634E-02 
376	 5,29757967416413E-02 
377	 4,00681280116358E-02 
378	 4,05305426321772E-02 
379	 0,018927872112622 
380	 1,82068966673428E-02 
381	 4,46655957849054E-02 
382	 5,30546855157924E-02 
383	 5,05670112381147E-02 
384	 4,59108618045968E-02 
385	 3,20591650734553E-02 
386	 1,77303375422079E-02 
387	 2,50064041553075E-02 
388	 3,77633753875977E-02 
389	 4,68944325405592E-02 
390	 4,59615054159907E-02 
391	 3,76920794124137E-02 
392	 2,64056374637805E-02 
393	 1,60254432338414E-02 
394	 1,22209764973759E-02 
395	 3,00207419273531E-02 
396	 3,88950852008195E-02 
397	 2,56048459278418E-02 
398	 2,18897702539535E-02 
399	 2,39683699491955E-02 
400	 2,07468357162902E-02 
401	 1,76990319090739E-02 
402	 1,72062979635465E-02 
403	 2,37984905309412E-02 
404	 2,88562392995506E-02 
405	 2,73942358596214E-02 
406	 2,61772941388641E-02 
407	 2,73574272325594E-02 
408	 3,37435149924014E-02 
409	 3,68261801231522E-02 
410	 3,42522398555591E-02 
411	 2,77535704519871E-02 
412	 2,32562706631329E-02 
413	 2,55493181975308E-02 
414	 1,77525619342942E-02 
415	 5,62549794404186E-03 
416	 1,22991109538195E-02 
417	 1,99371963219967E-02 
418	 2,18434836761722E-02 
419	 2,57572976393471E-02 
420	 2,78007633593425E-02 
421	 2,26615785538283E-02 
422	 1,88672778974989E-02 
423	 1,87172615990812E-02 
424	 2,23452564132673E-02 
425	 2,43459261911251E-02 
426	 2,19272772111792E-02 
427	 2,10904661495942E-02 
428	 2,03481539553656E-02 
429	 1,52345996731822E-02 
430	 0,012876920674919 
431	 0,014356703098444 
432	 1,41525769070871E-02 
433	 1,38995578215426E-02 
434	 1,50781465882779E-02 
435	 1,50482851593555E-02 
436	 1,42042915376222E-02 
437	 1,42762510992107E-02 
438	 1,73128586557093E-02 
439	 2,23484610049887E-02 
440	 1,85622893444941E-02 
441	 1,30047655989652E-02 
442	 1,56166740348116E-02 
443	 1,87299986618858E-02 
444	 1,99535213176827E-02 
445	 1,74266465874064E-02 
446	 0,016262208308931 
447	 1,90274450987153E-02 
448	 1,86469462086233E-02 
449	 1,60075957674912E-02 
450	 0,014453191780512 
451	 0,014379490508458 
452	 0,015845312901669 
453	 0,018082899168823 
454	 1,95285347686827E-02 
455	 1,87798473529594E-02 
456	 1,58967372638267E-02 
457	 1,24269446427883E-02 
458	 0,011959480311109 
459	 1,30710439109818E-02 
460	 1,46400347276587E-02 
461	 1,37769002608194E-02 
462	 1,24165745567054E-02 
463	 1,34706106107774E-02 
464	 1,48295257211663E-02 
465	 1,58670060072464E-02 
466	 1,63060762081874E-02 
467	 1,67338511090706E-02 
468	 1,74462927112668E-02 
