Wavelength	CAMFROU00136.asd
325	-4,28539788350071E-02 
326	 8,82978351038695E-02 
327	 0,141165997492869 
328	 0,103218138891462 
329	 0,202816197820725 
330	 0,263766442576426 
331	 0,170930292143276 
332	 0,127300604705815 
333	 0,155830669410575 
334	 0,192739582412308 
335	 0,208303527795287 
336	 0,192908297407116 
337	 0,160703545394035 
338	 0,119097524573386 
339	 7,14781814260655E-02 
340	 3,97333851032162E-02 
341	 2,16290689664193E-02 
342	 0,011453150830898 
343	 1,45886504246555E-02 
344	 3,44942450634598E-02 
345	 8,57806182003444E-02 
346	 0,107557454265648 
347	 7,04823716013971E-02 
348	 2,45544333647896E-02 
349	-3,96798170383076E-03 
350	 4,20498818268073E-02 
351	 6,59913907219831E-02 
352	 4,66421285506657E-02 
353	 6,67919268844883E-02 
354	 0,082172874252886 
355	 4,30573304381895E-02 
356	 0,027448877357944 
357	 3,88409084441495E-02 
358	 3,54797922307178E-02 
359	 5,79056535041507E-02 
360	 0,103374713241714 
361	 6,05511689765366E-02 
362	-4,71401180278303E-03 
363	 2,04446178070837E-02 
364	 4,81127879491447E-02 
365	 5,56053327697329E-02 
366	 3,37049851186312E-02 
367	 1,50753768844221E-02 
368	 2,10636503213908E-02 
369	 3,29157996903923E-02 
370	 4,62322430464367E-02 
371	 6,46233119502646E-02 
372	 5,62270559392933E-02 
373	 2,40231872483703E-02 
374	 2,10767551980335E-02 
375	 2,83698326759645E-02 
376	 0,029400988773736 
377	 0,042439569095657 
378	 5,68403755236184E-02 
379	 4,44382185066295E-02 
380	 2,98202455491861E-02 
381	 2,62919794613994E-02 
382	 4,51330967442032E-02 
383	 0,066073733870344 
384	 6,88665221059509E-02 
385	 5,59392742496408E-02 
386	 0,03547538204742 
387	 2,88614051763545E-02 
388	 2,97239408817968E-02 
389	 3,56276190701529E-02 
390	 5,34395059991143E-02 
391	 6,04491337213001E-02 
392	 0,028843556864081 
393	 1,69120500595038E-02 
394	 3,00296707093841E-02 
395	 4,86382124784076E-02 
396	 0,049444747290516 
397	 2,62096677337572E-02 
398	 2,37293890612404E-02 
399	 3,34211050688712E-02 
400	 3,51779909218088E-02 
401	 3,78090422330839E-02 
402	 4,14823296169844E-02 
403	 4,00846665544642E-02 
404	 3,96759000599353E-02 
405	 4,35723701216738E-02 
406	 0,041145183656618 
407	 3,64198713727303E-02 
408	 0,041451845915579 
409	 3,93904061677098E-02 
410	 2,88876013797451E-02 
411	 2,61405536211296E-02 
412	 2,71739560628026E-02 
413	 2,74975635544815E-02 
414	 2,90612281599322E-02 
415	 3,15643806004695E-02 
416	 3,35111395698008E-02 
417	 0,038468251462381 
418	 4,55559380757381E-02 
419	 0,041878174712199 
420	 3,39437216733509E-02 
421	 3,14743126027493E-02 
422	 3,12422161801761E-02 
423	 3,19037166667547E-02 
424	 3,11733309740046E-02 
425	 3,10672940673955E-02 
426	 3,26824801773995E-02 
427	 3,46026285684626E-02 
428	 3,56502509165272E-02 
429	 0,034019456297937 
430	 3,33611929068225E-02 
431	 3,46335098940525E-02 
432	 3,68940731457693E-02 
433	 3,78195390499358E-02 
434	 3,56142589590834E-02 
435	 3,50735079908306E-02 
436	 3,50082226233839E-02 
437	 0,029123562918933 
438	 2,77752906150126E-02 
439	 0,033561232354999 
440	 3,49665506374473E-02 
441	 3,34906419046434E-02 
442	 3,23349679846777E-02 
443	 3,60384617599797E-02 
444	 4,16296780371026E-02 
445	 3,49737899358779E-02 
446	 2,98661695439341E-02 
447	 3,41277902282811E-02 
448	 3,38026462540872E-02 
449	 3,14217920935473E-02 
450	 3,52717972695062E-02 
451	 3,86054998827545E-02 
452	 3,90257789709769E-02 
453	 0,035876490082783 
454	 3,27012451313067E-02 
455	 3,28883747889316E-02 
456	 3,71104445713163E-02 
457	 0,042300377431325 
458	 4,05026387767311E-02 
459	 3,88294829698878E-02 
460	 3,97096873777443E-02 
461	 3,76431975003854E-02 
462	 3,51509630073598E-02 
463	 3,61534669717023E-02 
464	 3,67849210393633E-02 
465	 3,64861426385357E-02 
466	 3,68779350765759E-02 
467	 3,75157951900222E-02 
468	 0,03806287094379 
469	 3,83829025681757E-02 
470	 3,84425416263285E-02 
471	 0,038140610855235 
472	 3,83980383780127E-02 
473	 3,95398569479756E-02 
474	 4,16262905430295E-02 
475	 0,042918319693433 
476	 4,18380242413167E-02 
477	 4,07771135367069E-02 
478	 4,02330980302552E-02 
479	 3,98577138679384E-02 
480	 4,01922716257365E-02 
481	 4,12606130431273E-02 
482	 4,16695891764297E-02 
483	 4,13705740370934E-02 
484	 4,05255258121801E-02 
485	 4,00363804474031E-02 
486	 3,99449936466604E-02 
487	 3,90432942195521E-02 
488	 3,89036811242403E-02 
489	 4,05879381694105E-02 
490	 4,24221177952805E-02 
491	 4,32886698131623E-02 
492	 4,12616029969552E-02 
493	 3,96426318451266E-02 
494	 3,97539792414009E-02 
495	 4,12845304533128E-02 
496	 4,28878122274029E-02 
497	 4,30950192740913E-02 
498	 4,24366216220374E-02 
499	 4,12335470557475E-02 
