Wavelength	MORB100292.asd
325	 5,07350285381832E-02 
326	-7,10886268431942E-02 
327	-7,05831396517412E-02 
328	 0,139401103465525 
329	 0,123869071148996 
330	-0,014606263680405 
331	-0,173964949392872 
332	-0,174299254969013 
333	-5,88468320490833E-02 
334	-4,22041971316085E-03 
335	 3,4638843151186E-03 
336	-2,74254693818138E-02 
337	-6,92078141824335E-02 
338	-4,86629095787137E-02 
339	 6,09365689611545E-02 
340	 5,69510900434471E-02 
341	-5,07259659179275E-03 
342	 4,17804385694611E-02 
343	 4,28109874123711E-02 
344	-2,10784952395468E-02 
345	 2,41720231876017E-02 
346	 7,29277039693536E-02 
347	 3,53013746734262E-02 
348	-2,05015960627005E-03 
349	-2,35648386335976E-02 
350	-4,83375546571334E-02 
351	-4,98361944591031E-02 
352	-2,28561514821057E-02 
353	 2,00861935070905E-02 
354	 4,40692259744069E-02 
355	 2,20348237405807E-02 
356	-1,03024423702808E-03 
357	-1,07943461124997E-02 
358	 0,002330805791947 
359	 4,98095135239812E-03 
360	-1,26638504069081E-02 
361	 1,6270164921668E-03 
362	 3,38633314278359E-02 
363	 6,06388872897018E-02 
364	 4,28776029094654E-02 
365	-1,14251120688413E-02 
366	-2,73942235486132E-03 
367	 1,03585065122047E-02 
368	-6,13707888134998E-03 
369	-2,16417242360604E-02 
370	-2,57081729483493E-02 
371	-4,81937165713109E-03 
372	 6,93786856071394E-03 
373	 1,47074997774116E-03 
374	-1,16487928575202E-02 
375	-1,22818372751678E-02 
376	 1,11434263324704E-02 
377	 1,28735499302197E-02 
378	 1,7897268668126E-03 
379	 1,09545067948713E-02 
380	 0,028680652352101 
381	 4,48629967157322E-02 
382	 3,22377171059362E-02 
383	 8,68225477978054E-03 
384	-5,7669093286526E-03 
385	 3,18562358671699E-04 
386	 2,04686868992898E-02 
387	 4,11681651668164E-02 
388	 0,034142657416619 
389	-3,46133457920414E-03 
390	-1,51179754861378E-02 
391	-9,52007885273978E-03 
392	-3,27577205421777E-03 
393	 3,55906722260982E-03 
394	 8,85294028563191E-03 
395	 8,60396308837874E-03 
396	 1,02870022484552E-02 
397	 1,71587184601802E-02 
398	 0,024534371558536 
399	 2,50396220358705E-02 
400	 8,15720700139072E-03 
401	 4,57649637346499E-03 
402	 1,62064372749092E-02 
403	 1,64202265991271E-02 
404	 1,51233857711938E-02 
405	 1,89100416554559E-02 
406	 2,14525937053621E-02 
407	 2,24028451009219E-02 
408	 2,28930528343963E-02 
409	 2,11617972980939E-02 
410	 1,86993013651385E-02 
411	 2,51164994515716E-02 
412	 2,77055953845987E-02 
413	 1,54611739223409E-02 
414	 1,35191984497096E-02 
415	 1,96798201579606E-02 
416	 1,61876504955001E-02 
417	 1,39545353043634E-02 
418	 1,57485592356915E-02 
419	 1,05784438711714E-02 
420	 5,08057595076507E-03 
421	 8,78027746823869E-03 
422	 1,07589917864596E-02 
423	 9,73577385842902E-03 
424	 9,70865792543426E-03 
425	 1,19958526897523E-02 
426	 1,65739530271733E-02 
