Wavelength	GRA-VIE01011.asd
325	 0,315694659374151 
326	 0,475549427708339 
327	 0,478189648001331 
328	 0,309995170230971 
329	 0,330849932728986 
330	 0,369020133402691 
331	 0,296766903184432 
332	 0,300662259991064 
333	 0,375409110112337 
334	 0,424888693599022 
335	 0,4711170954102 
336	 0,491724507171836 
337	 0,419145677996781 
338	 0,35555500143379 
339	 0,370236344637322 
340	 0,402051934088502 
341	 0,425808182266181 
342	 0,388666749623239 
343	 0,375061505007698 
344	 0,390201384134349 
345	 0,347196660759656 
346	 0,309030386127894 
347	 0,350442660571981 
348	 0,372335180446825 
349	 0,368195134178246 
350	 0,37683083915606 
351	 0,367302288253813 
352	 0,33994511484775 
353	 0,372239309206006 
354	 0,396518715280431 
355	 0,3357063696168 
356	 0,354266846473796 
357	 0,426304924605826 
358	 0,376754359393774 
359	 0,336130241130395 
360	 0,36042273379346 
361	 0,385170392012644 
362	 0,401749315842082 
363	 0,41243852923768 
364	 0,398609337537788 
365	 0,367371614242763 
366	 0,355094054057518 
367	 0,364103040835974 
368	 0,388594601847044 
369	 0,371944781470252 
370	 0,346747305952389 
371	 0,38091082665584 
372	 0,393543755381966 
373	 0,373450226582246 
374	 0,379650915443732 
375	 0,392125656739515 
376	 0,394717423912518 
377	 0,396673131475258 
378	 0,397282730140324 
379	 0,391277384586789 
380	 0,393149459367551 
381	 0,404478275107782 
382	 0,414454911064364 
383	 0,414263480081882 
384	 0,397425363443546 
385	 0,402303337308528 
386	 0,419546545433122 
387	 0,409565479573589 
388	 0,402128189689882 
389	 0,407939894138201 
390	 0,416699169074369 
391	 0,42129851435526 
392	 0,414491494258239 
393	 0,410104761499011 
394	 0,411510128913444 
395	 0,417971144232112 
396	 0,425556737913571 
397	 0,431805480064243 
398	 0,431781320561 
399	 0,426258919153251 
400	 0,416522118609031 
401	 0,416055964026816 
402	 0,423482020887993 
403	 0,418211632946782 
404	 0,417047981641016 
405	 0,429878749607479 
406	 0,4341937071411 
407	 0,431058027938582 
408	 0,428778164361135 
409	 0,429118895820569 
410	 0,430995548853468 
411	 0,42443733524896 
412	 0,421517355730218 
413	 0,432578880802312 
414	 0,434298958553595 
415	 0,428673554259604 
416	 0,432771802775316 
417	 0,434458982693541 
418	 0,430969209881326 
419	 0,434897902119461 
420	 0,441675432291617 
421	 0,444489826292542 
422	 0,438726258922908 
423	 0,429409663248199 
424	 0,435654103940612 
425	 0,441559776681428 
426	 0,438328884439996 
427	 0,438420415882555 
428	 0,442155955894997 
