Wavelength	PENFOUL00197.asd
325	 1,42414430523505E-02 
326	 0,108203766488319 
327	 0,141313979777151 
328	 0,07580985750262 
329	 1,91504716737976E-02 
330	 4,05548640132622E-02 
331	 0,133212633521592 
332	 9,75711513710734E-02 
333	 4,70244595013146E-04 
334	 0,101900698471996 
335	 0,137150366216073 
336	 5,69132487954551E-02 
337	 1,99923713057249E-02 
338	 1,70365311075868E-03 
339	-1,95146533820196E-02 
340	-5,27958844436836E-03 
341	 4,39868082138365E-02 
342	 0,155722163179949 
343	 0,164817234940248 
344	 4,13332505708629E-02 
345	 2,47463445089913E-02 
346	 5,36213713955058E-02 
347	 4,55472187925412E-02 
348	 6,80161720348893E-02 
349	 9,72824691042107E-02 
350	 4,77722229967933E-02 
351	 1,68238665141303E-05 
352	-1,27668063036106E-02 
353	 1,81999365406735E-02 
354	 0,050673308885586 
355	 5,02251847541793E-02 
356	 4,18083265187243E-02 
357	 2,93144947835102E-02 
358	 8,86376745607764E-03 
359	 1,97018049726535E-03 
360	 0,013623767966501 
361	 1,60126455510505E-02 
362	 1,92471277427276E-02 
363	 4,16529258934102E-02 
364	 5,30162577280693E-02 
365	 4,99104802149564E-02 
366	 3,91627174634538E-02 
367	 3,69288032519087E-02 
368	 0,049673874305274 
369	 4,77706376668314E-02 
370	 3,84896405311356E-02 
371	 0,042078201648592 
372	 3,63061491495857E-02 
373	 2,58250196564469E-02 
374	 6,06416718451518E-02 
375	 7,96151415979749E-02 
376	 4,70189132745588E-02 
377	 4,49034735777243E-02 
378	 0,061010822367696 
379	 3,68156821234713E-02 
380	 3,03353277752724E-02 
381	 5,34004827088869E-02 
382	 6,30053561086904E-02 
383	 5,38927213536192E-02 
384	 2,52341324629838E-02 
385	 1,50802144103551E-02 
386	 2,43630316131506E-02 
387	 3,36216418102135E-02 
388	 4,15327753803585E-02 
389	 4,54035523986658E-02 
390	 0,04029308042121 
391	 3,65261994615286E-02 
392	 0,046260688313164 
393	 4,25634766629411E-02 
394	 2,62892905697089E-02 
395	 1,58330585194377E-02 
396	 1,20170845044888E-02 
397	 1,45211774471176E-02 
398	 1,51756903124509E-02 
399	 1,45381569333159E-02 
400	 1,51868528419189E-02 
401	 1,36712912714517E-02 
402	 1,26700142282437E-02 
403	 2,55849784087674E-02 
404	 3,53359625797425E-02 
405	 3,17772402475769E-02 
406	 2,67147610020609E-02 
407	 2,28733771769897E-02 
408	 2,14103819850256E-02 
409	 2,68440242828794E-02 
410	 3,64008465461695E-02 
411	 3,38042998969554E-02 
412	 2,77914867892565E-02 
413	 2,72099316544295E-02 
414	 2,85871190244735E-02 
415	 2,96542701002468E-02 
416	 2,55707172747532E-02 
417	 2,35599713786689E-02 
418	 2,63149266078943E-02 
419	 3,15675899752724E-02 
420	 0,034296082409123 
421	 2,89247483807398E-02 
422	 2,55395539568027E-02 
423	 2,65987052805545E-02 
424	 3,14974839836493E-02 
425	 3,43485780124944E-02 
426	 3,21063946516744E-02 
427	 3,07153859165381E-02 
428	 0,030272151099544 
429	 2,93604186909974E-02 
430	 2,86445304671356E-02 
431	 2,85465345700659E-02 
432	 3,02898603513727E-02 
433	 0,031130296342562 
434	 2,89470518452171E-02 
