Wavelength	SCORFF200698.asd
325	 0,560250643248485 
326	 0,58160516417607 
327	 0,482238029013237 
328	 0,309618254042407 
329	 0,338175268552473 
330	 0,379560810397142 
331	 0,290836443137698 
332	 0,194681411760316 
333	 0,15530703435264 
334	 0,204849101863215 
335	 0,286393508911472 
336	 0,327212897909619 
337	 0,337152905437273 
338	 0,298291224938681 
339	 0,195966230383125 
340	 0,178178445003625 
341	 0,211196742355491 
342	 0,178075302038252 
343	 0,205978281454506 
344	 0,283272234858452 
345	 0,243308275799419 
346	 0,174033342711967 
347	 0,168680126867558 
348	 0,207539394916893 
349	 0,247383837222669 
350	 0,202798458846741 
351	 0,158945729436985 
352	 0,154188045041723 
353	 0,13286049054353 
354	 0,117565934532697 
355	 0,140606307669392 
356	 0,144498197649569 
357	 0,132344847255629 
358	 0,156740267379032 
359	 0,160620248974212 
360	 0,124417386421387 
361	 9,77512750756652E-02 
362	 9,45531871533725E-02 
363	 0,122262335898597 
364	 0,146638987990211 
365	 0,159838569803461 
366	 0,15930374755341 
367	 0,156520881872922 
368	 0,156606536496126 
369	 0,133172162736545 
370	 0,10935881172054 
371	 0,138564759176537 
372	 0,134697077909687 
373	 9,35223514833903E-02 
374	 0,105315056100242 
375	 0,121982230629681 
376	 0,109672822198062 
377	 0,114219893600014 
378	 0,125665205947719 
379	 0,108416772673655 
380	 9,67214758245598E-02 
381	 0,101015384151156 
382	 0,112508981413011 
383	 0,117740631490314 
384	 0,107128758160561 
385	 0,102363883032724 
386	 0,10572036516975 
387	 0,112834046068686 
388	 0,113824581344452 
389	 0,105752945222482 
390	 9,50943592984875E-02 
391	 0,093434796937314 
392	 0,11373877780268 
393	 0,10253283200432 
394	 7,09974317896308E-02 
395	 9,08130107681397E-02 
396	 0,105085780559952 
397	 9,02206144612317E-02 
398	 0,090281863715104 
399	 9,69015575796638E-02 
400	 9,05575190719603E-02 
401	 8,74642916223955E-02 
402	 0,089213354620406 
403	 8,36776755498089E-02 
404	 8,75459188792255E-02 
405	 0,107881273443917 
406	 0,100950962434299 
407	 8,01426833365591E-02 
408	 8,36258741057268E-02 
409	 9,34636909749832E-02 
410	 0,102180361921922 
411	 0,103220166525318 
412	 0,095584438522995 
413	 7,98939190036663E-02 
414	 7,81882384589072E-02 
415	 8,70377767030461E-02 
416	 8,78140920232075E-02 
417	 8,62002967079619E-02 
418	 8,42203544000141E-02 
419	 8,09037312069508E-02 
420	 7,88741252438737E-02 
421	 8,13932977812058E-02 
422	 8,49266031597189E-02 
423	 0,087543580129277 
424	 8,69549610914473E-02 
425	 8,41717134700105E-02 
426	 0,080542955933861 
427	 8,20295331916141E-02 
428	 8,55618842859616E-02 
429	 8,41602102949208E-02 
430	 8,41634451547581E-02 
431	 8,61353034831207E-02 
432	 8,46554138158342E-02 
433	 8,17896906825762E-02 
434	 7,97337432878056E-02 
435	 0,080737809529398 
436	 8,30027270121649E-02 
437	 8,06002173894377E-02 
438	 8,05408460739535E-02 
439	 8,42427624331435E-02 
440	 8,23113331080481E-02 
441	 7,79813372264098E-02 
442	 7,62965396211432E-02 
443	 7,78750606949659E-02 
444	 8,20468427406294E-02 
445	 8,68145776199325E-02 
446	 8,69957493705278E-02 
447	 8,05114900901421E-02 
448	 7,91376570865309E-02 
449	 8,15106164561851E-02 
450	 8,16210059063016E-02 
451	 8,40277603096531E-02 
452	 8,83914520109521E-02 
453	 8,78808143963099E-02 
454	 8,54195596135792E-02 
455	 8,39700595492711E-02 
456	 0,081818481026596 
457	 7,96847973192381E-02 
458	 7,97453513154619E-02 
459	 8,13475180118056E-02 
460	 8,35142489117265E-02 
461	 8,21775034580612E-02 
462	 8,03556420607963E-02 
463	 8,25254436399372E-02 
464	 8,34837982055383E-02 
465	 8,24398480371465E-02 
466	 8,13117206811293E-02 
467	 8,08251477746871E-02 
468	 8,13624040268436E-02 
469	 8,12491473298541E-02 
470	 8,12959057885405E-02 
471	 8,39006461604074E-02 
472	 8,42670568455476E-02 
473	 8,19087862504539E-02 
474	 8,24557797596105E-02 
475	 8,39508024359781E-02 
476	 8,41704698975707E-02 
477	 8,35576462972644E-02 
478	 8,24313569915564E-02 
479	 8,14197738972511E-02 
480	 8,06599851217389E-02 
481	 8,03269263369485E-02 
482	 8,09752571789638E-02 
483	 8,14747208026489E-02 
484	 8,01018422550411E-02 
485	 7,97326801558373E-02 
486	 8,07116618660052E-02 
487	 8,12759593557039E-02 
488	 8,13369875026669E-02 
489	 8,08552343317268E-02 
490	 0,079872552691084 
491	 7,91412146899009E-02 
492	 8,05464045182604E-02 
493	 8,05482241025931E-02 
494	 7,85924193042058E-02 
495	 7,89371101086867E-02 
496	 8,02020387880937E-02 
497	 8,04833883416595E-02 
498	 8,04331277228657E-02 
499	 8,04197998013227E-02 
500	 8,13773318398528E-02 
501	 8,15528655815529E-02 
502	 8,02581255994481E-02 
503	 8,03452700545545E-02 
504	 8,16713671856832E-02 
505	 8,34123293312637E-02 
506	 8,45128962001266E-02 
507	 8,44105577140875E-02 
508	 8,24928408198543E-02 
509	 0,080853278270784 
510	 8,13495813005204E-02 
511	 8,29014789963082E-02 
512	 8,43313925717773E-02 
513	 8,30137094323301E-02 
514	 8,30163812962813E-02 
515	 8,54664219626579E-02 
516	 8,52993282622908E-02 
517	 8,40899708609847E-02 
518	 0,084735954251882 
519	 8,45623196659221E-02 
520	 8,36278292750454E-02 
521	 8,46259202733829E-02 
522	 8,54832726569175E-02 
523	 8,48076205797896E-02 
524	 8,48464175206969E-02 
525	 8,54777665736569E-02 
526	 8,57806577587197E-02 
527	 8,51075496160217E-02 
528	 8,38113901434355E-02 
529	 0,085281704160539 
530	 8,68854766272878E-02 
531	 8,54142633392373E-02 
532	 8,39776774826777E-02 
533	 8,35443911558188E-02 
534	 8,48073395625188E-02 
535	 8,56767998946206E-02 
536	 8,50034233571343E-02 
537	 8,44547921568972E-02 
538	 8,43004550058896E-02 
539	 8,45783098598938E-02 
540	 0,084939946192869 
541	 8,52141105965127E-02 
542	 8,53199274092607E-02 
543	 8,53018919286963E-02 
544	 0,085218369939032 
545	 0,085227072620265 
546	 8,53000300772734E-02 
547	 8,51882687491342E-02 
548	 8,53691326968011E-02 
549	 8,59650711682051E-02 
550	 8,60681773954041E-02 
551	 0,086017596692739 
552	 8,65319619760507E-02 
553	 0,086468691171328 
554	 8,58284741192048E-02 
555	 8,60442997963015E-02 
556	 0,086025497881361 
557	 8,49318386391544E-02 
558	 8,43104408646167E-02 
559	 8,42313294835269E-02 
560	 8,41640298385878E-02 
561	 0,083962706411374 
562	 8,35990147788948E-02 
563	 8,34830300219237E-02 
564	 8,34878886778751E-02 
565	 8,33986177833811E-02 
566	 8,31470124058573E-02 
567	 8,29975686742877E-02 
568	 8,39646648883495E-02 
569	 8,48690556436915E-02 
570	 8,48813609316414E-02 
571	 8,44583108797103E-02 
572	 8,43672405235614E-02 
573	 8,61356276986981E-02 
574	 8,76934781122473E-02 
575	 8,83254197148619E-02 
576	 8,87425285091203E-02 
577	 8,89848980183087E-02 
578	 8,90791293089206E-02 
579	 9,03215002682745E-02 
580	 9,22404823125656E-02 
581	 9,24282567852416E-02 
582	 0,092576852487033 
583	 9,35216882447388E-02 
584	 9,36441555537379E-02 
585	 9,37162109764474E-02 
586	 9,55215489675941E-02 
587	 9,63562504898023E-02 
588	 9,58967866395507E-02 
589	 9,66470818982891E-02 
590	 9,78645766021239E-02 
591	 9,87122194282499E-02 
592	 9,86312051730011E-02 
593	 9,81242897356787E-02 
594	 9,89658106108311E-02 
595	 9,94242350031906E-02 
596	 9,88820540077839E-02 
597	 0,098924043470072 
598	 9,94566357666506E-02 
599	 0,10011408906331 
600	 0,099989344902269 
601	 9,91652242197628E-02 
602	 9,91516837260593E-02 
603	 9,90570491251007E-02 
604	 9,82496087765488E-02 
605	 9,82339148597345E-02 
606	 9,85619270650678E-02 
607	 9,74214263414837E-02 
608	 9,68418744210903E-02 
609	 9,72119090241428E-02 
610	 9,59866211438492E-02 
611	 9,45507903277405E-02 
612	 9,48301615285252E-02 
613	 9,49636867057745E-02 
614	 9,46496946207999E-02 
615	 9,44398270676788E-02 
616	 9,45022011770165E-02 
617	 0,094838352907633 
618	 0,094346047519772 
619	 9,36147600888179E-02 
620	 9,41475524750475E-02 
621	 9,45318902433299E-02 
622	 9,43581157728689E-02 
623	 9,40707998310694E-02 
624	 9,37556154749722E-02 
625	 9,34915482145044E-02 
626	 0,093598921388213 
627	 9,40177635937723E-02 
628	 9,43889110144005E-02 
629	 9,47030397783616E-02 
630	 9,49202146091963E-02 
631	 0,094904380746579 
632	 0,094894257699019 
633	 9,52775191919637E-02 
634	 0,095783419082058 
635	 9,63912110218833E-02 
636	 9,73683365349681E-02 
637	 9,83230080914769E-02 
638	 9,89128850880001E-02 
639	 9,91760737254037E-02 
640	 9,94815978131324E-02 
641	 0,100858310019695 
642	 0,101559556017525 
643	 0,10113110664961 
644	 0,101557156414359 
645	 0,102354331233537 
646	 0,102660543256818 
647	 0,102610686883267 
648	 0,102313084203206 
649	 0,102103003674435 
650	 0,101786971651505 
651	 0,101241738687913 
652	 0,100549395276068 
653	 9,98567060938856E-02 
654	 9,94561662634516E-02 
655	 9,88916988735018E-02 
656	 9,79637527914539E-02 
657	 9,65729603742749E-02 
658	 9,51133328027829E-02 
659	 9,39921380719431E-02 
660	 9,29394197916211E-02 
661	 9,18940986276765E-02 
662	 9,08552379081016E-02 
663	 8,97441560466359E-02 
664	 8,85852931726011E-02 
665	 8,78290370902241E-02 
666	 8,73064119791035E-02 
667	 8,66752651941529E-02 
668	 8,59556299895609E-02 
669	 0,085324354520055 
670	 0,085503180044602 
671	 8,56261029884262E-02 
672	 8,50370015937899E-02 
673	 8,47329144576591E-02 
674	 8,47247965856164E-02 
675	 8,46496887718366E-02 
676	 8,43938433956128E-02 
677	 8,39963086025663E-02 
678	 0,083969363062718 
679	 8,42313778677778E-02 
680	 8,46265366416795E-02 
681	 8,49840147891602E-02 
682	 8,53996765987597E-02 
683	 8,63737661236379E-02 
684	 8,72827431630889E-02 
685	 8,78649496346063E-02 
686	 0,089171322345449 
687	 9,10083884458154E-02 
688	 9,27959938729755E-02 
689	 9,45561733159535E-02 
690	 9,65067276418077E-02 
691	 9,94975837704289E-02 
692	 0,103158724147346 
693	 0,107139762600616 
694	 0,111789041843468 
695	 0,117040214477028 
696	 0,122566248658915 
697	 0,128703531733207 
698	 0,135520408467741 
699	 0,142594054990655 
700	 0,149815840074051 
701	 0,157122802324586 
702	 0,164586379816407 
703	 0,172208943299418 
704	 0,180110595770497 
705	 0,187570531954637 
706	 0,194214460861332 
707	 0,201163324968569 
708	 0,208188879332794 
709	 0,214546335848335 
710	 0,220559878551982 
711	 0,226315336537132 
712	 0,231706871794413 
713	 0,236947358491533 
714	 0,242185081861015 
715	 0,246548438515204 
716	 0,250259971297952 
717	 0,254360272725227 
718	 0,258162001378898 
719	 0,26138822364298 
720	 0,264062177931398 
721	 0,266754283775163 
722	 0,270174585617905 
723	 0,273023230410121 
724	 0,275095989394723 
725	 0,276836559113505 
726	 0,278667758241712 
727	 0,280784552662863 
728	 0,282334754176753 
729	 0,283517661382129 
730	 0,284865868201201 
731	 0,286575346958969 
732	 0,288413309693216 
733	 0,289057085794935 
734	 0,289656615909967 
735	 0,291170506852278 
736	 0,2919808786954 
737	 0,292366922946546 
738	 0,293843687136639 
739	 0,294819208162844 
740	 0,294900621483805 
741	 0,295468211287621 
742	 0,296345090245265 
743	 0,297184586871916 
744	 0,297500149517529 
745	 0,297516533059852 
746	 0,298340680344381 
747	 0,299006274253799 
748	 0,299066391971458 
749	 0,29923102695128 
750	 0,299672819766713 
751	 0,300527220745708 
752	 0,301123714046151 
753	 0,301392481274419 
754	 0,301897790837794 
755	 0,302400198493303 
756	 0,302733907504172 
757	 0,303083273770679 
758	 0,303511231805372 
759	 0,304081513424695 
760	 0,3047111761247 
761	 0,305277809355137 
762	 0,305363766576355 
763	 0,305571643026683 
764	 0,306441860185299 
765	 0,307085167075171 
766	 0,307421235905046 
767	 0,307679360286366 
768	 0,308132896876761 
769	 0,308788817349169 
770	 0,308933212479489 
771	 0,308876453335112 
772	 0,309056113724871 
773	 0,309515110794577 
774	 0,310111954344743 
775	 0,310405757985771 
776	 0,310536870913528 
777	 0,310561202748406 
778	 0,31036757792515 
779	 0,310157002230025 
780	 0,310213743006705 
781	 0,310678510799911 
782	 0,311357298796946 
783	 0,311454909110075 
784	 0,311481069430581 
785	 0,311754984977683 
786	 0,311922563011714 
787	 0,312056407080748 
788	 0,312384907241255 
789	 0,312426398077494 
790	 0,312229161181706 
791	 0,312618471059093 
792	 0,313061332534403 
793	 0,313140990798684 
794	 0,313353793388905 
795	 0,313701371470352 
796	 0,314022441429656 
797	 0,314295587280092 
798	 0,314545025939329 
799	 0,314975821706443 
800	 0,315344036908462 
801	 0,315432382232952 
802	 0,315617936106646 
803	 0,3158723416651 
804	 0,31586755293991 
805	 0,316220937478533 
806	 0,316994819046237 
807	 0,317223708494412 
808	 0,31719411071888 
809	 0,317294535946244 
810	 0,317528722169234 
811	 0,317855386543826 
812	 0,318152007905849 
813	 0,318286132172285 
814	 0,318275738728947 
815	 0,318643815548461 
816	 0,319001435954878 
817	 0,318857814951181 
818	 0,319127084650817 
819	 0,319722061188175 
820	 0,319713937856009 
821	 0,319832632012524 
822	 0,320355064540494 
823	 0,320730583229078 
824	 0,320871552238461 
825	 0,320751904977407 
826	 0,321158836918378 
827	 0,321982096459513 
828	 0,32220724444623 
829	 0,322490880904326 
830	 0,323076846798319 
831	 0,323248385824142 
832	 0,323193175576778 
833	 0,323267520800264 
834	 0,323828864161902 
835	 0,32466524262922 
836	 0,32479506574923 
837	 0,324771122165129 
838	 0,324945359678079 
839	 0,32555269965296 
840	 0,326105926940591 
841	 0,325898494800374 
842	 0,325711089203127 
843	 0,325705270659664 
844	 0,325629299757132 
845	 0,325876861734664 
846	 0,326533574437725 
847	 0,326637233543841 
848	 0,326442438339553 
849	 0,326467060631175 
850	 0,326616032826339 
851	 0,326784920142754 
852	 0,326668660360586 
853	 0,326543363685605 
854	 0,326572020791617 
855	 0,326728369945984 
856	 0,326939043698689 
857	 0,327108306960275 
858	 0,327014498482097 
859	 0,326688108434447 
860	 0,326402806383648 
861	 0,326137665057841 
862	 0,325979046672683 
863	 0,326397765551731 
864	 0,327126854181584 
865	 0,327751889110215 
866	 0,32802343716805 
867	 0,328106752057033 
868	 0,328819962053563 
869	 0,329062700694512 
870	 0,32854641143843 
871	 0,328909567984869 
872	 0,329690785473153 
873	 0,330157277299125 
874	 0,330927955689043 
875	 0,331737477811003 
876	 0,33145453948536 
877	 0,331395721603793 
878	 0,332069258719191 
879	 0,332787471441754 
880	 0,333528634812798 
881	 0,334284673395588 
882	 0,334365070530728 
883	 0,333982463941164 
884	 0,333965359878112 
885	 0,334414274499078 
886	 0,335286161637103 
887	 0,336045622583572 
888	 0,336373518267311 
889	 0,336085168415565 
890	 0,336248277093841 
891	 0,336702258161974 
892	 0,336611947591671 
893	 0,336669591036463 
894	 0,337053625063184 
895	 0,337597827277837 
896	 0,337799829088088 
897	 0,337295472259309 
898	 0,336439101902763 
899	 0,335858391326507 
900	 0,336496627955099 
901	 0,337343271801848 
902	 0,3377380093798 
903	 0,336450558870785 
904	 0,335670398965435 
905	 0,336585786508416 
906	 0,336987181741755 
907	 0,336936755046551 
908	 0,336921905133306 
909	 0,337065431528809 
910	 0,337362638316779 
911	 0,337683918521379 
912	 0,337770958393662 
913	 0,33747263442726 
914	 0,336646319576501 
915	 0,336246336436139 
916	 0,337250006014185 
917	 0,338133494608148 
918	 0,338510941614951 
919	 0,338265891380082 
920	 0,338209286811913 
921	 0,338482319089796 
922	 0,338157158124395 
923	 0,337703471552824 
924	 0,337619868220413 
925	 0,338532932784218 
926	 0,339459589900805 
927	 0,338455114237653 
928	 0,338479987778127 
929	 0,339739968210251 
930	 0,33970588015803 
931	 0,339343518412694 
932	 0,339321180445821 
933	 0,339999725699858 
934	 0,340932505765776 
935	 0,341476932379746 
936	 0,34135345316509 
937	 0,340890726785578 
938	 0,341226320410016 
939	 0,341387545868115 
940	 0,341136919964002 
941	 0,34126434164028 
942	 0,341377726358761 
943	 0,341120205947972 
944	 0,340933946817235 
945	 0,340753639242032 
946	 0,340348982616783 
947	 0,33954428489924 
948	 0,338493169012082 
949	 0,337737395313619 
950	 0,337843084876078 
951	 0,33881949314667 
952	 0,338449705385147 
953	 0,337842871187583 
954	 0,338510399065578 
955	 0,337571940867737 
956	 0,335680727195903 
957	 0,33616456757383 
958	 0,335575117482333 
959	 0,333577945192206 
960	 0,334174434655526 
961	 0,335358935662375 
962	 0,335401413515471 
963	 0,334291212911849 
964	 0,332869864198798 
965	 0,332412176661262 
966	 0,332007953804445 
967	 0,331692269143196 
968	 0,33231107635972 
969	 0,332389930114097 
970	 0,331736148253255 
971	 0,333195933678333 
972	 0,334044011446276 
973	 0,332017670149413 
974	 0,331929339725316 
975	 0,333179488577539 
976	 0,333194697213849 
977	 0,333633346655304 
978	 0,334483185688415 
979	 0,334211662192602 
980	 0,33420240584087 
981	 0,335219951681447 
982	 0,33749546304946 
983	 0,338832339655848 
984	 0,337324703178511 
985	 0,337151261966306 
986	 0,338383203890361 
987	 0,339612798267467 
988	 0,339412994659919 
989	 0,338433538165931 
990	 0,340959194515403 
991	 0,342373941130941 
992	 0,340794442308685 
993	 0,340564705465509 
994	 0,341473756663084 
995	 0,342768008299475 
996	 0,342392310107676 
997	 0,342349415516524 
998	 0,347428923875304 
999	 0,347926123400308 
1000	 0,343980683531825 
1001	 0,346618714831592 
1002	 0,349069713075585 
1003	 0,348454640438374 
1004	 0,34906357721068 
1005	 0,349565323610589 
1006	 0,348694583812375 
1007	 0,35037503678394 
1008	 0,35331568905381 
1009	 0,354166041328331 
1010	 0,352055086127516 
1011	 0,348448950931885 
1012	 0,348444086190813 
1013	 0,351408426833194 
1014	 0,355964356866057 
1015	 0,357150922922449 
1016	 0,356018443584232 
1017	 0,354106185289474 
1018	 0,353954495867783 
1019	 0,35527228725225 
1020	 0,356901834963628 
1021	 0,358462462624207 
1022	 0,359577815473547 
1023	 0,359954278736618 
1024	 0,35930982198263 
1025	 0,358193646855096 
1026	 0,358839891498767 
1027	 0,36197985475616 
1028	 0,366830141236741 
1029	 0,365321402225736 
1030	 0,361997181733468 
1031	 0,362755424403345 
1032	 0,358747862683856 
1033	 0,354930825457762 
1034	 0,364381433407161 
1035	 0,367863236400021 
1036	 0,363164337386778 
1037	 0,363024862908525 
1038	 0,365462538498698 
1039	 0,368046140437251 
1040	 0,362103131408872 
1041	 0,35680389046195 
1042	 0,360127711357043 
1043	 0,367959917996574 
1044	 0,374536562268374 
1045	 0,373111111448793 
1046	 0,374940521192787 
1047	 0,379237572612617 
1048	 0,377859355213933 
1049	 0,376868176978597 
1050	 0,377132974555621 
1051	 0,374316825648215 
1052	 0,375622977365021 
1053	 0,381782301212724 
1054	 0,375166333534253 
1055	 0,371021418267047 
1056	 0,380952186168845 
1057	 0,381241595384095 
1058	 0,374498184821652 
1059	 0,369597263586683 
1060	 0,369478805566279 
1061	 0,375730527852961 
1062	 0,390708957807987 
1063	 0,388385552212869 
1064	 0,371601585908625 
1065	 0,382814351935029 
1066	 0,391313552777747 
1067	 0,382716709923245 
1068	 0,356909153234322 
1069	 0,349539737714645 
1070	 0,380799577315076 
1071	 0,379703741554849 
1072	 0,369760435268172 
1073	 0,384817315573664 
1074	 0,392619660854567 
1075	 0,389629904540387 
