Wavelength	BELON00325.asd
325	 4,39276303738252E-02 
326	 0,117475025739489 
327	 0,112671899449158 
328	-0,015082211828173 
329	 6,0461272631658E-03 
330	 0,106671294359851 
331	 0,172529226818454 
332	 7,82910011487666E-02 
333	-0,060480393461366 
334	-3,21663130575402E-03 
335	 5,39561079122158E-02 
336	 6,71440128697496E-02 
337	 7,42170512670067E-02 
338	 3,00401756200098E-02 
339	-0,113922598998592 
340	-7,16373537630336E-02 
341	 6,83143248705024E-02 
342	 5,40033999091711E-03 
343	-1,45571459251867E-02 
344	 4,68012784739486E-02 
345	 5,11345595020433E-02 
346	 4,59343587048921E-02 
347	 8,14557395502052E-02 
348	 7,44801746640678E-02 
349	 0,039326561468356 
350	 0,047840295399975 
351	 4,14490974882028E-02 
352	 1,07719223020688E-02 
353	 4,06695682602485E-02 
354	 6,17384702671156E-02 
355	-1,57242650508328E-02 
356	-0,039266056356642 
357	-3,27795564511969E-03 
358	 3,72016148344482E-02 
359	 4,27361707636828E-02 
360	 4,31712071188136E-03 
361	 5,25354430794272E-03 
362	 1,98237717222768E-02 
363	-1,47077529733511E-03 
364	 1,29204898930853E-02 
365	 5,54614468698861E-02 
366	 3,70545941250184E-02 
367	 2,17145131163202E-02 
368	 4,22724079414302E-02 
369	 0,030089672329475 
370	 4,53489173889694E-03 
371	 1,81284024798187E-02 
372	 1,44284063099941E-02 
373	-1,08411133408952E-02 
374	-1,05761044004874E-02 
375	 8,74608581337009E-03 
376	 3,65424873199578E-02 
377	 0,038270848298329 
378	 2,68111022433207E-02 
379	 4,37567914732634E-02 
380	 3,70067039505215E-02 
381	 2,04635642551309E-03 
382	 7,2171869077428E-03 
383	 2,16525484864781E-02 
384	 1,48699872131011E-02 
385	 1,76992339438345E-02 
386	 2,66980058642471E-02 
387	 1,86544776085102E-02 
388	 1,29388360754643E-02 
389	 1,53141565794377E-02 
390	 1,22204589770417E-02 
391	 1,15645010440196E-02 
392	 2,34244861365683E-02 
393	 0,025236803236347 
394	 1,76026981382835E-02 
395	 1,59532816073378E-02 
396	 0,019054762271434 
397	 2,56199367114219E-02 
398	 3,22622387370087E-02 
399	 3,31025101025398E-02 
400	 2,03306251116622E-02 
401	 8,38452419919417E-03 
402	 2,86212021804549E-03 
403	 7,56838869090687E-03 
404	 1,01706332266794E-02 
405	 3,26268665147542E-03 
406	-8,67340380489206E-04 
407	 1,27420009530028E-04 
408	 7,4830211839539E-03 
409	 1,19679869671513E-02 
410	 1,12657382747357E-02 
411	 8,72715379345232E-03 
412	 8,59821306890811E-03 
413	 1,39199343808986E-02 
414	 1,40193674061034E-02 
415	 1,07218004222794E-02 
416	 1,40384434534701E-02 
417	 1,64136785400471E-02 
418	 1,50915001321945E-02 
419	 1,24318708510934E-02 
420	 1,09509067399435E-02 
421	 1,34954728910377E-02 
422	 1,27075571199882E-02 
423	 9,08948716616882E-03 
424	 9,9607470120246E-03 
425	 1,09660098176267E-02 
426	 9,61121075017848E-03 
427	 8,43669558342748E-03 
428	 8,56887377583069E-03 
429	 0,011611940626694 
430	 1,34121130923543E-02 
431	 0,013119304527037 
432	 1,31597659820716E-02 
433	 1,37745228276245E-02 
434	 1,49225298067782E-02 
435	 1,33820994611093E-02 
436	 1,10397882812595E-02 
437	 0,014252832481504 
438	 1,67049761226893E-02 
439	 1,59406792547438E-02 
440	 0,01404294507775 
441	 1,18694679811841E-02 
442	 1,02127280381392E-02 
443	 1,13295185908307E-02 
444	 1,44441408378343E-02 
445	 1,57889255149434E-02 
446	 1,36927914135972E-02 
447	 8,22141619728857E-03 
448	 9,52755668459443E-03 
449	 1,43585264339413E-02 
450	 1,42623213720168E-02 
451	 0,012423731896191 
452	 1,08426451890098E-02 
453	 1,49492228003291E-02 
454	 1,72812482501299E-02 
455	 1,14122716294329E-02 
456	 9,77893564629703E-03 
457	 1,19035508626948E-02 
458	 9,51477815135118E-03 
459	 8,3029650293678E-03 
460	 1,01528842205626E-02 
461	 1,11104857625467E-02 
462	 1,20922202516058E-02 
463	 1,48088282039051E-02 
464	 1,52993629008271E-02 
465	 0,013317497678492 
466	 1,13592028285898E-02 
467	 1,09190899638243E-02 
468	 1,26179579742485E-02 
469	 1,22394797631323E-02 
470	 1,09782080949292E-02 
471	 1,26703920462818E-02 
472	 1,30305762569637E-02 
473	 1,12573777999936E-02 
474	 1,01923610737675E-02 
475	 1,01800497604147E-02 
476	 0,011368786440592 
477	 1,32324283937576E-02 
478	 1,52168817945699E-02 
479	 1,67521404589544E-02 
480	 1,67787615681994E-02 
481	 1,49463489211352E-02 
482	 0,01243726489154 
483	 1,10301609439213E-02 
484	 1,30631971772068E-02 
485	 1,47859346561622E-02 
486	 1,45248798100779E-02 
487	 1,02486375080244E-02 
488	 6,72567708462994E-03 
