Wavelength	GOOSEBAR00202.asd
325	-0,461465889675723 
326	 0,031297581428801 
327	 9,06637027627818E-02 
328	-0,247805437205794 
329	-0,355441522343383 
330	-0,216772810522811 
331	 7,62796408564193E-02 
332	 0,188698691246054 
333	 8,99563754206656E-02 
334	-0,22451305999913 
335	-0,231640981687198 
336	 8,92633326241419E-02 
337	-4,14931137390083E-04 
338	-0,160637931214555 
339	-8,50783231773457E-02 
340	 9,32837633779605E-03 
341	 5,94713836082907E-02 
342	 8,64753917394642E-02 
343	 9,42430354615921E-02 
344	 8,42359180597655E-02 
345	 5,11162577146206E-02 
346	 6,99451504818896E-03 
347	-0,033408779141388 
348	-3,80555828918985E-02 
349	-6,23395280923378E-03 
350	 6,06399491257978E-02 
351	 0,067985594183269 
352	 2,13351967558607E-03 
353	 8,98915025895217E-03 
354	 3,90725263718033E-02 
355	 3,19665561420404E-02 
356	 1,62828732024699E-02 
357	 9,27766931746504E-04 
358	-2,87947729717266E-03 
359	-5,05666769304781E-03 
360	-7,07085865150078E-03 
361	 1,31978653530378E-02 
362	 4,73084098045988E-02 
363	 7,91772103097553E-02 
364	 5,24872093375918E-02 
365	-1,44569253979614E-02 
366	 1,80993852962588E-02 
367	 5,01316572668185E-02 
368	 2,73822878503913E-02 
369	 1,48554182524704E-02 
370	 1,80882149059633E-02 
371	 3,05411480811566E-02 
372	 2,75042175229419E-02 
373	 0,010306983560481 
374	 2,45125364766936E-02 
375	 3,38286085075159E-02 
376	 1,60636927987102E-02 
377	 1,59978682761245E-02 
378	 2,54969316894219E-02 
379	 8,86103316433037E-03 
380	 1,14776785455117E-02 
381	 3,55442285465483E-02 
382	 1,54253110632523E-02 
383	-5,92742795446669E-04 
384	 3,37961738463911E-02 
385	 4,62739518906215E-02 
386	 3,44125257657523E-02 
387	 2,37819355495474E-02 
388	 0,01720844526765 
389	 1,68396020963006E-02 
390	 1,63183872544565E-02 
391	 1,84927636088247E-02 
392	 2,71358035991234E-02 
393	 3,33801082029968E-02 
394	 3,20337268188081E-02 
395	 1,05899007986413E-02 
396	 8,68265122639005E-03 
397	 3,98616528836902E-02 
398	 0,049912754453287 
399	 3,85717328370921E-02 
400	 1,34036547850723E-02 
401	 1,14840952468986E-02 
402	 0,031375790031221 
403	 3,17804867579517E-02 
404	 2,68047697883795E-02 
405	 2,67298540569778E-02 
406	 3,02807501216714E-02 
407	 3,25300611203231E-02 
408	 2,37024346735665E-02 
409	 1,74286349184643E-02 
410	 1,84344244692726E-02 
411	 2,54418592027716E-02 
412	 3,10930736796989E-02 
413	 2,92516937703786E-02 
414	 3,17929678890147E-02 
415	 3,55364547583161E-02 
416	 2,56883257841587E-02 
417	 2,23539863773815E-02 
418	 3,12463131788906E-02 
419	 3,32044299169579E-02 
420	 3,11712540054076E-02 
421	 3,10833589372687E-02 
422	 0,026432475347098 
423	 1,97410603001789E-02 
424	 0,023797206620726 
425	 2,62804679350352E-02 
426	 0,021203672793622 
427	 2,44746198945466E-02 
428	 3,21618432598676E-02 
429	 3,38628231403031E-02 
430	 3,62131010074915E-02 
431	 3,91916021046426E-02 
432	 0,034562743830842 
433	 3,08643536597352E-02 
434	 3,53237764406026E-02 
435	 3,63102831320846E-02 
436	 3,37234950726611E-02 
437	 3,28628649342771E-02 
438	 3,07902391409582E-02 
439	 2,77076254310108E-02 
440	 3,10090445483374E-02 
441	 3,51988942469107E-02 
