Wavelength	BLAVET00166.asd
325	 0,132378580017557 
326	 0,173438532960455 
327	 0,158392723817281 
328	 7,49588099047255E-02 
329	 2,58310819651942E-02 
330	 3,58000251624648E-02 
331	 9,65872650244348E-02 
332	 5,11718473260155E-02 
333	-0,034753274440846 
334	 4,21335767988871E-02 
335	 9,97311599534999E-02 
336	 9,94042271179145E-02 
337	 0,091299535540647 
338	 6,84732763332885E-02 
339	 2,83645760017976E-02 
340	 4,15294387551639E-02 
341	 8,00624370396076E-02 
342	 7,18684007210919E-02 
343	 3,76008282421471E-02 
344	-9,64975169845609E-03 
345	 1,25894299019792E-02 
346	 4,04944095649188E-02 
347	 2,53629173042096E-02 
348	 5,67535568571891E-02 
349	 0,104806145607161 
350	 6,20594728133611E-02 
351	 2,05175075912732E-02 
352	 1,32006764987036E-02 
353	 5,39885037223414E-03 
354	 1,96316384565031E-02 
355	 0,080270199911421 
356	 9,10988423065734E-02 
357	 5,12126225107685E-02 
358	 2,00074555761549E-02 
359	 7,22054695567439E-03 
360	 1,58063393309187E-02 
361	 0,026744327173086 
362	 4,13468420765085E-02 
363	 6,81389637356263E-02 
364	 7,29077352351684E-02 
365	 0,055959124895357 
366	 5,73908524908823E-02 
367	 5,59763128870097E-02 
368	 4,08056981529558E-02 
369	 2,91763089879825E-02 
370	 2,21440714374461E-02 
371	 1,91637229210128E-02 
372	 2,24488198033698E-02 
373	 3,15745451009154E-02 
374	 4,69882181972979E-02 
375	 4,45209800817421E-02 
376	 1,03490773723742E-02 
377	 8,67825316084661E-03 
378	 3,13971656177105E-02 
379	 3,98619164351285E-02 
380	 4,59376371295049E-02 
381	 4,78196672507528E-02 
382	 2,81318797158688E-02 
383	 2,15732892369505E-02 
384	 5,97449946017535E-02 
385	 7,67211315753796E-02 
386	 6,63151292261767E-02 
387	 3,66774845299861E-02 
388	 2,79763170897154E-02 
389	 5,19635201323694E-02 
390	 5,04325537913325E-02 
391	 3,79297253245316E-02 
392	 3,75896917428339E-02 
393	 3,37362597623915E-02 
394	 2,66375166840903E-02 
395	 2,54738204153512E-02 
396	 3,00908444315288E-02 
397	 3,95776531920931E-02 
398	 5,05862571635014E-02 
399	 5,54049159972156E-02 
400	 4,37039183314707E-02 
401	 3,58346207109725E-02 
402	 3,51993975114935E-02 
403	 3,16200843355623E-02 
404	 3,22795949674956E-02 
405	 4,06088452312602E-02 
406	 3,95756168588979E-02 
407	 0,032854977315912 
408	 3,21447991294523E-02 
409	 3,42843610516244E-02 
410	 3,73976984289389E-02 
411	 3,58337609277039E-02 
412	 0,036934712393395 
413	 4,68861419960535E-02 
414	 5,18582897121932E-02 
415	 4,93830884176033E-02 
416	 0,038529968084271 
417	 3,15720664429318E-02 
418	 3,29393880977984E-02 
419	 3,09429928356372E-02 
420	 3,17858435900248E-02 
421	 4,44127245827829E-02 
422	 4,55706828368472E-02 
423	 3,66261736288236E-02 
424	 3,97458186189372E-02 
425	 4,55817649941786E-02 
426	 4,77259867312833E-02 
427	 4,25173490885953E-02 
428	 3,49384468356467E-02 
429	 3,45660949689842E-02 
430	 3,51718397917951E-02 
431	 3,54489024980382E-02 
432	 3,79125534319041E-02 
433	 3,98571495664211E-02 
434	 3,90590076962631E-02 
435	 4,03017094888213E-02 
436	 4,21591798854253E-02 
437	 3,86512900420792E-02 
438	 3,55918402164365E-02 
439	 3,56143116096929E-02 
440	 3,86536384399798E-02 
441	 4,15598617036344E-02 
442	 4,06262769612285E-02 
443	 3,96184943139986E-02 
444	 3,89715823164009E-02 
