Wavelength	AV0200113.asd
325	 0,024000841012601 
326	 2,44218249059382E-02 
327	 2,56659237282953E-02 
328	 2,64033074828422E-02 
329	 2,46844006831191E-02 
330	 2,50511533258048E-02 
331	 3,01755898882995E-02 
332	 3,03690557028093E-02 
333	 2,70836899901226E-02 
334	 2,61977720033539E-02 
335	 0,026392069829968 
336	 2,69649595178887E-02 
337	 2,57321904892686E-02 
338	 2,52337812656941E-02 
339	 2,76218639072781E-02 
340	 2,97639929865026E-02 
341	 3,06509626179883E-02 
342	 2,93516793569106E-02 
343	 2,79701072464389E-02 
344	 2,72231480335859E-02 
345	 2,62611856021992E-02 
346	 2,59668292699479E-02 
347	 2,71119763260294E-02 
348	 0,027106599004529 
349	 2,63354784695005E-02 
350	 0,02712206143512 
351	 2,74644174617115E-02 
352	 2,68309850985182E-02 
353	 2,70208214993208E-02 
354	 2,74325401869313E-02 
355	 2,72012651690521E-02 
356	 2,77936209359998E-02 
357	 2,88805055189153E-02 
358	 2,85747423247003E-02 
359	 2,80792704407545E-02 
360	 2,80457709285495E-02 
361	 2,84835319994184E-02 
362	 2,86703568293937E-02 
363	 2,75995746521847E-02 
364	 2,76912402611733E-02 
365	 2,87478684535187E-02 
366	 2,80118939913186E-02 
367	 2,73206150624129E-02 
368	 2,78076485367315E-02 
369	 2,85066217981659E-02 
370	 2,92264764880445E-02 
371	 2,99998282328258E-02 
372	 2,92612037521418E-02 
373	 2,73889590389141E-02 
374	 2,83314694762951E-02 
375	 2,92589940008939E-02 
376	 0,027851647722278 
377	 2,73492085881735E-02 
378	 2,80574587169014E-02 
379	 2,94299756069723E-02 
380	 2,98571246655944E-02 
381	 2,90918276892866E-02 
382	 2,93314839962854E-02 
383	 2,98254885492014E-02 
384	 2,96328248698785E-02 
385	 2,91316001605568E-02 
386	 2,87911935004039E-02 
387	 2,96447008948993E-02 
388	 3,03650797698857E-02 
389	 3,03764694650387E-02 
390	 2,98035038796494E-02 
391	 2,94383337867744E-02 
392	 3,01735347850605E-02 
393	 0,030130627025101 
394	 0,029487862005702 
395	 3,01270850529391E-02 
396	 3,04486500804329E-02 
397	 2,98520322066515E-02 
398	 2,99099071656992E-02 
399	 3,03207188760203E-02 
400	 3,05227383729531E-02 
401	 3,02143462092384E-02 
402	 2,96372771040823E-02 
403	 2,98212514243749E-02 
404	 3,00750878090794E-02 
405	 2,99505796186296E-02 
406	 3,00117884310328E-02 
407	 3,03026818699279E-02 
408	 3,08258259893768E-02 
409	 3,08493053847183E-02 
410	 3,02971566245494E-02 
411	 2,99455774784189E-02 
412	 0,030043575647381 
413	 3,07148918179793E-02 
414	 3,06624857275586E-02 
415	 3,01128394467193E-02 
416	 3,03968174013011E-02 
417	 3,04480953656535E-02 
418	 3,00103445287449E-02 
419	 3,04875645167884E-02 
420	 3,12284565787558E-02 
421	 3,12136848687867E-02 
422	 3,09309766227193E-02 
423	 3,06137478104543E-02 
424	 3,05822462543134E-02 
425	 3,07779295771523E-02 
426	 0,03114522935266 
427	 0,031555413508353 
428	 3,18861063986908E-02 
429	 3,19834759667199E-02 
430	 3,19375869641828E-02 
431	 3,18315908175248E-02 
432	 3,18319943796097E-02 
433	 3,19516100468554E-02 
434	 3,21658231950861E-02 
435	 3,20468677141702E-02 
436	 3,18466055938315E-02 
437	 0,032452125826157 
438	 3,27253385926419E-02 
439	 3,23361418330974E-02 
440	 0,032360289671371 
441	 3,24564879947784E-02 
442	 3,20687363763291E-02 
443	 3,22535531919872E-02 
444	 3,29422952624867E-02 
445	 3,30760093060934E-02 
446	 3,30575467543097E-02 
447	 3,31263619977906E-02 
448	 3,30742281275648E-02 
449	 3,30290954094743E-02 
450	 3,32565199266176E-02 
451	 3,36171835782986E-02 
452	 3,39813287503319E-02 
453	 3,39830803444123E-02 
454	 3,39979839322054E-02 
455	 3,43730859235214E-02 
456	 3,43712992092874E-02 
457	 0,034089924597692 
458	 3,42141179929386E-02 
459	 3,42999088643491E-02 
460	 3,41654468058036E-02 
461	 3,38917285448984E-02 
462	 3,37831329038138E-02 
463	 3,42413213459519E-02 
464	 3,44321835068669E-02 
465	 3,42942100950526E-02 
466	 3,45155993330081E-02 
467	 3,47527997764304E-02 
468	 3,47766188299516E-02 
469	 3,48554839763249E-02 
470	 3,49879431533854E-02 
471	 3,51034309350584E-02 
472	 0,035098498023108 
473	 3,49722532430967E-02 
474	 3,48805592540344E-02 
475	 3,49480016076495E-02 
476	 3,52732858818901E-02 
477	 0,035521039271331 
478	 3,55893855090104E-02 
479	 3,54011840342296E-02 
480	 3,53310764390904E-02 
481	 3,55523746626648E-02 
482	 3,58393168695533E-02 
483	 3,59399479595574E-02 
484	 3,54842417601983E-02 
485	 3,54173554129021E-02 
486	 3,58710518666484E-02 
487	 3,61251517172894E-02 
488	 3,61346234441781E-02 
489	 3,59215030737052E-02 
490	 3,59817344708976E-02 
491	 3,61874653959812E-02 
492	 3,60328029365478E-02 
493	 0,035886361185101 
494	 3,58764072734053E-02 
495	 3,59307961243138E-02 
496	 3,60471921792453E-02 
497	 3,62262128700133E-02 
498	 3,63922020613432E-02 
499	 3,64998807574337E-02 
500	 0,036516331235079 
501	 3,63495023716412E-02 
502	 3,60344199485313E-02 
503	 3,62615112682732E-02 
504	 0,036785715189505 
505	 3,70301760934655E-02 
506	 3,69978638725554E-02 
507	 3,68291055412791E-02 
508	 3,71637695962327E-02 
509	 3,77051987691773E-02 
510	 0,038121543820325 
511	 0,037978496898281 
512	 3,75618469377658E-02 
513	 3,78777483060958E-02 
514	 3,83053071043479E-02 
515	 3,85458668652289E-02 
516	 3,86541794720396E-02 
517	 3,87103453112173E-02 
518	 3,88356948483494E-02 
519	 3,88003960111266E-02 
520	 0,038680876069818 
521	 0,038947344173611 
522	 3,92194704426191E-02 
523	 3,92495206111256E-02 
524	 3,95443966683396E-02 
525	 3,99471212004035E-02 
526	 3,99389034835447E-02 
527	 3,97196236251242E-02 
528	 3,94555999366903E-02 
529	 0,039608734712255 
530	 3,98787572686205E-02 
531	 3,98835835376394E-02 
532	 4,00293837021526E-02 
533	 4,02784411253404E-02 
534	 4,02235070383803E-02 
535	 4,01094745523356E-02 
536	 4,01102898753259E-02 
537	 0,040343915955056 
538	 4,06443694563413E-02 
539	 4,06709134181176E-02 
540	 4,06049385484537E-02 
541	 4,05300859847449E-02 
542	 4,05412957219655E-02 
543	 4,05966908990473E-02 
544	 4,06502942750581E-02 
545	 4,07652072662592E-02 
546	 4,09476371331701E-02 
547	 4,12028637430124E-02 
548	 0,04138249341064 
549	 4,14212139441241E-02 
