Wavelength	AVEN00374.asd
325	 5,38046290120494E-02 
326	 0,156366373821746 
327	 0,19044569059452 
328	 0,148221410543038 
329	 0,186469029053758 
330	 0,200483707369784 
331	 0,116523323688136 
332	-1,14113243993722E-02 
333	-0,123085959093422 
334	-0,152171546750844 
335	-0,115282231229959 
336	-4,39562710533386E-02 
337	 3,36380020827268E-02 
338	 4,78871451914552E-02 
339	-6,21642942891442E-02 
340	-6,46729014171745E-02 
341	 1,10936494306625E-02 
342	 1,69855532979118E-02 
343	 2,09122047953849E-02 
344	 3,57637601285543E-02 
345	 4,09048223762109E-02 
346	 0,054141582638894 
347	 8,92096031561058E-02 
348	 7,19279920245054E-02 
349	 2,40594260681327E-02 
350	 3,00963391136802E-02 
351	 3,66676902648946E-02 
352	 2,71285342783571E-02 
353	 0,031823397513501 
354	 4,33540060402651E-02 
355	 5,19944649880552E-02 
356	 3,98532661256302E-02 
357	 1,99447239494119E-02 
358	 0,043432532233215 
359	 5,39764754385398E-02 
360	 2,88766423141618E-02 
361	 1,09055920501657E-02 
362	 4,49208445586703E-03 
363	 4,89782514903956E-03 
364	 1,15294920780707E-02 
365	 1,88837934213208E-02 
366	 1,41764258761855E-02 
367	 1,34032298924354E-02 
368	 2,40701619294531E-02 
369	 0,022478121183208 
370	 8,7471077830769E-03 
371	-1,30746555745707E-02 
372	-1,32523122334556E-02 
373	 8,4923256071706E-03 
374	 0,013227946653795 
375	 1,92700876868975E-02 
376	 0,038488708966423 
377	 4,27965946795631E-02 
378	 3,35553329864498E-02 
379	 0,020593343448914 
380	 2,43769051790669E-02 
381	 4,11461388083802E-02 
382	 2,31216385363463E-02 
383	 1,70560949609611E-03 
384	 9,66642439282477E-03 
385	 1,13382267069535E-02 
386	 6,00910974992272E-03 
387	 8,31519376138529E-03 
388	 1,69546253200711E-02 
389	 2,89817603181212E-02 
390	 3,32577817653072E-02 
391	 0,031167111702186 
392	 2,53282137315229E-02 
393	 1,35421588027598E-02 
394	 3,63156705147574E-03 
395	 1,83564476528123E-02 
396	 3,01298930301791E-02 
397	 2,55261075712854E-02 
398	 1,89243856076823E-02 
399	 1,42912822873912E-02 
400	 1,46397398810964E-02 
401	 1,85703069495099E-02 
402	 2,38663207731581E-02 
403	 2,51471001815968E-02 
404	 2,43333323077302E-02 
405	 2,30363297812073E-02 
406	 2,25150000223381E-02 
407	 2,23530119683016E-02 
408	 2,14558089936024E-02 
409	 1,89354221041954E-02 
410	 1,50938713350972E-02 
411	 1,15611599119805E-02 
412	 1,26115555128594E-02 
413	 2,11676645183397E-02 
414	 2,09299535931793E-02 
415	 1,52357885745957E-02 
416	 2,04448319679591E-02 
417	 2,42112781341359E-02 
418	 2,25468499829397E-02 
419	 2,32628746188344E-02 
420	 2,34109625502822E-02 
421	 1,84834942772296E-02 
422	 1,76964504710234E-02 
423	 2,03715980425152E-02 
424	 1,71221611436088E-02 
425	 1,26380096247221E-02 
426	 1,02848871940655E-02 
427	 1,16625565324084E-02 
428	 1,54805473498583E-02 
429	 1,94878249968872E-02 
430	 1,98965004880651E-02 
431	 1,70568946040128E-02 
432	 1,80526215594779E-02 
433	 1,97273479743408E-02 
434	 1,91589470859414E-02 
435	 0,018936805788352 
436	 1,92711140919964E-02 
437	 1,95673108870538E-02 
438	 1,96120047153153E-02 
439	 0,019484200545015 
440	 2,04865646808732E-02 
441	 2,12595165223026E-02 
442	 2,00177899706084E-02 
443	 0,017158652307864 
444	 1,43477590361446E-02 
445	 1,67810859621348E-02 
446	 0,017854651374403 
447	 1,43122497705833E-02 
448	 1,62378847603469E-02 
449	 2,04308148877261E-02 
450	 1,84437587880046E-02 
451	 1,70138728305456E-02 
452	 0,01748903112201 
453	 0,016154869912259 
454	 1,49170034013137E-02 
455	 1,56377626986648E-02 
456	 0,017214202422105 
457	 1,91091987981961E-02 
458	 2,11038533822056E-02 
459	 2,04174966719262E-02 
460	 1,67387709321209E-02 
461	 1,58320820783809E-02 
462	 1,79009535578917E-02 
463	 2,24076633942675E-02 
464	 2,15517796457006E-02 
465	 1,62793612765818E-02 
466	 1,72336902371437E-02 
467	 1,98749119742954E-02 
468	 2,11721484675147E-02 
469	 0,022728865931057 
470	 2,34379694259734E-02 
471	 2,06720073503224E-02 
472	 1,92638126337566E-02 
473	 2,01218855664782E-02 
