Wavelength	BLAVET00038.asd
325	 0,305153848234551 
326	 0,431388139824935 
327	 0,457519400891423 
328	 0,328023591776308 
329	 0,353668767943596 
330	 0,390146584195404 
331	 0,29225721073503 
332	 0,282065594253365 
333	 0,34272944631501 
334	 0,405517721760587 
335	 0,340242661136794 
336	 0,181775635485381 
337	 0,216564358855963 
338	 0,290037820284682 
339	 0,241551592533481 
340	 0,20953643526153 
341	 0,212461556401974 
342	 0,243458665979912 
343	 0,229341666319038 
344	 0,155463553114996 
345	 0,130342321703534 
346	 0,14451948169459 
347	 0,172644486930823 
348	 0,189576016376733 
349	 0,189984360890974 
350	 0,174147483689204 
351	 0,190092355377142 
352	 0,239677480202182 
353	 0,209471009436081 
354	 0,163503472783072 
355	 0,17602347682914 
356	 0,187460047405464 
357	 0,191095339908858 
358	 0,208641000316769 
359	 0,19649704996873 
360	 0,14390371246641 
361	 0,141269261470524 
362	 0,167167109716505 
363	 0,179872703319581 
364	 0,186099372117527 
365	 0,185548329211911 
366	 0,175688650669164 
367	 0,176292787245526 
368	 0,193571076156801 
369	 0,181825930708532 
370	 0,162860890882355 
371	 0,190830222074048 
372	 0,187800075589808 
373	 0,153725542422516 
374	 0,186614782208212 
375	 0,209510415538693 
376	 0,170647381609414 
377	 0,16795963195842 
378	 0,190569212487262 
379	 0,180419355927305 
380	 0,177158087588723 
381	 0,187812514360725 
382	 0,183018683130194 
383	 0,17851913473631 
384	 0,189946628443386 
385	 0,201098170992698 
386	 0,202916090808109 
387	 0,178823605134244 
388	 0,166140472820762 
389	 0,178451027969943 
390	 0,182969472288521 
391	 0,178390654776553 
392	 0,167428777256905 
393	 0,165366238709189 
394	 0,171290735190453 
395	 0,17255653630565 
396	 0,171592739167609 
397	 0,170555651930638 
398	 0,17596588748647 
399	 0,18271028916524 
400	 0,182217466231751 
401	 0,182566025742612 
402	 0,183678168758243 
403	 0,177252202482037 
404	 0,172433514774042 
405	 0,174745661055069 
406	 0,173899131464272 
407	 0,171742950081395 
408	 0,175684685901792 
409	 0,174463581952943 
410	 0,16753061813707 
411	 0,16774113842605 
412	 0,171521974233351 
413	 0,174636628248845 
414	 0,175282272358053 
415	 0,173647510499127 
416	 0,170576699629356 
417	 0,170416055616241 
418	 0,173500728123207 
419	 0,168993862331216 
420	 0,164279168254996 
421	 0,169611979067669 
422	 0,172416525717991 
423	 0,171039956829867 
