Wavelength	BEL100181.asd
325	 8,08584173326949E-03 
326	 1,18222035191663E-02 
327	 1,52612484909529E-02 
328	 1,52453449467813E-02 
329	 1,20384689636723E-02 
330	 1,18198860786444E-02 
331	 0,01851940891507 
332	 2,21605378618468E-02 
333	 2,17262161848196E-02 
334	 1,88174729594614E-02 
335	 0,01262880681884 
336	 6,17831071886881E-03 
337	 1,25076850939346E-02 
338	 1,97685088795975E-02 
339	 1,75126578037006E-02 
340	 1,22907687664298E-02 
341	 8,7224717701763E-03 
342	 1,55718229214745E-02 
343	 1,66513770358944E-02 
344	 9,4884945028898E-03 
345	 1,08169806968547E-02 
346	 1,41323704396664E-02 
347	 1,22772810629868E-02 
348	 1,16200273077089E-02 
349	 1,24568306450127E-02 
350	 1,26393421461118E-02 
351	 1,31267469024129E-02 
352	 1,41310951910754E-02 
353	 1,49120731590143E-02 
354	 1,50239840419966E-02 
355	 1,40760212814769E-02 
356	 1,37356604824359E-02 
357	 1,37897100687684E-02 
358	 1,21525929914412E-02 
359	 1,13265660163735E-02 
360	 1,23618778091509E-02 
361	 1,29243416566479E-02 
362	 0,012978990809727 
363	 1,28829889786956E-02 
364	 1,25273786385902E-02 
365	 1,18730992805424E-02 
366	 1,03389620454241E-02 
367	 1,08531357602702E-02 
368	 1,45854423141988E-02 
369	 0,014142668791453 
370	 1,14750414056896E-02 
371	 1,20833173307244E-02 
372	 1,42844948029848E-02 
373	 1,65640929963288E-02 
374	 1,45588501318744E-02 
375	 1,22876613578708E-02 
376	 1,31246615567294E-02 
377	 0,013801222837101 
378	 1,36476651245554E-02 
379	 1,22478752445265E-02 
380	 1,22824729964443E-02 
381	 1,40474359853903E-02 
382	 1,34565022171791E-02 
383	 1,22963847308893E-02 
384	 1,27029948992071E-02 
385	 1,24980329311638E-02 
386	 1,20150373301701E-02 
387	 1,30256871421949E-02 
388	 1,50180749236056E-02 
389	 0,017038529694506 
390	 1,49780265199687E-02 
391	 1,23991378589151E-02 
392	 1,38707814737163E-02 
393	 1,36660837965429E-02 
394	 1,18527033032611E-02 
395	 1,25071292266129E-02 
396	 1,32359899481105E-02 
397	 1,29837883103524E-02 
398	 1,28586391777079E-02 
399	 1,30181586582442E-02 
400	 1,35527265560781E-02 
401	 1,36338800371552E-02 
402	 0,013308241382413 
403	 1,33177118105686E-02 
404	 1,39226107879038E-02 
405	 1,51022015478848E-02 
406	 1,47560514783482E-02 
407	 1,34461603115788E-02 
408	 0,012891998427104 
409	 1,30345628902386E-02 
410	 1,35699605953977E-02 
411	 1,29486772963498E-02 
412	 1,23623147498023E-02 
413	 1,29395659592618E-02 
414	 1,28920722516653E-02 
415	 1,25556425313698E-02 
416	 1,38678533947482E-02 
417	 1,45826058502228E-02 
418	 1,38604050561025E-02 
419	 0,013051898945802 
420	 1,27301557318447E-02 
421	 1,34519168968625E-02 
422	 0,013274001172506 
423	 1,23257286821095E-02 
424	 1,28743729640656E-02 
425	 1,34882055459591E-02 
426	 1,32456633729886E-02 
427	 1,29945577245391E-02 
428	 1,28783381112588E-02 
429	 1,29307754349872E-02 
430	 1,29395942781481E-02 
431	 1,28930131238241E-02 
432	 1,30694085725734E-02 
433	 1,32992276320375E-02 
434	 1,34278528968453E-02 
435	 1,34948041372086E-02 
436	 1,35187344120642E-02 
437	 1,35491371414378E-02 
438	 1,34635100891254E-02 
439	 0,013264441889105 
440	 1,32485393195187E-02 
441	 1,33693258773462E-02 
442	 1,35284178549061E-02 
443	 1,37112243615348E-02 
444	 1,38694149241325E-02 
445	 1,38885301315132E-02 
446	 1,39119197844611E-02 
447	 1,40124130796139E-02 
448	 1,39640075660531E-02 
