Wavelength	MORB100314.asd
325	 0,247154292190335 
326	 0,192698623894571 
327	 0,075234328776508 
328	-4,76461287892548E-02 
329	 4,29822559003168E-03 
330	 0,027897652416569 
331	-0,122221582251638 
332	-0,159193251076983 
333	-5,79216889296843E-02 
334	 0,128126318194601 
335	 0,146214710229105 
336	-0,026188197971988 
337	-0,113834794646977 
338	-7,66550133681134E-02 
339	 5,60080319318265E-02 
340	 8,94040818268599E-02 
341	 0,051711879846253 
342	 3,71947653395549E-02 
343	 5,29953917050691E-02 
344	 9,68167772481557E-02 
345	 0,116777003913076 
346	 8,53064634444535E-02 
347	-1,52008048878193E-02 
348	-3,52726753651911E-02 
349	 1,83035505484696E-02 
350	 1,69053826752617E-02 
351	-3,35704322533812E-03 
352	-0,021532665807475 
353	 3,32701603224334E-02 
354	 8,75033916327503E-02 
355	 6,55002424725239E-02 
356	 3,66780777163703E-02 
357	 1,75877560354384E-02 
358	 8,77900652357346E-03 
359	 2,71236852460807E-04 
360	-8,68733304342424E-03 
361	 1,82322785950093E-02 
362	 0,052988567577427 
363	 5,91372945873472E-02 
364	 3,19848089858711E-02 
365	-1,69589345172031E-02 
366	-1,26812588152816E-02 
367	 2,12586138967923E-02 
368	 5,95039891012729E-02 
369	 3,88397731199902E-02 
370	-6,58317132071087E-03 
371	 3,96791336313764E-04 
372	 1,55103311450399E-02 
373	 2,31430055578066E-02 
374	 1,03702385553402E-02 
375	 1,9471757798328E-03 
376	 1,44225987948017E-02 
377	 1,20323332006479E-02 
378	 3,65518265605733E-03 
379	 1,99314584305187E-02 
380	 3,11636714406356E-02 
381	 2,94775823634311E-02 
382	 2,78800214461703E-02 
383	 1,88843125930879E-02 
384	-2,65699752558704E-03 
385	 1,38770802841936E-02 
386	 5,11918578329488E-02 
387	 5,13007197323728E-02 
388	 3,51259432107008E-02 
389	 1,45949144340893E-02 
390	 7,74040597298225E-03 
391	 0,010922270626424 
392	 1,74119422720851E-02 
393	 0,022797260598499 
394	 2,51391869440795E-02 
395	 2,16593995164854E-02 
396	 2,59833958223144E-02 
397	 4,19332768209522E-02 
398	 4,62592434710341E-02 
399	 3,76981557743304E-02 
400	 1,64724712431202E-02 
401	 8,94964181405758E-03 
402	 1,79681729227209E-02 
403	 2,12060926440785E-02 
404	 2,39802481793353E-02 
405	 2,88375899311407E-02 
406	 2,34026814475488E-02 
407	 1,52721295215499E-02 
408	 2,37024547506503E-02 
409	 2,78198495612868E-02 
410	 2,38255934048894E-02 
411	 2,31511188398664E-02 
412	 2,44676858401029E-02 
413	 2,58632654328226E-02 
414	 2,57211975419011E-02 
415	 2,36738786552488E-02 
416	 1,91265663678588E-02 
417	 1,72505024340137E-02 
418	 0,019165813820815 
419	 1,70122050845442E-02 
420	 1,42921147825733E-02 
421	 0,016262309049018 
422	 2,07528599374266E-02 
423	 2,43914724054562E-02 
424	 1,68796189988917E-02 
425	 1,46767752946069E-02 
426	 2,54019563421962E-02 
427	 2,43921241756271E-02 
428	 1,78234679216519E-02 
429	 0,022438258947643 
430	 2,48597574415133E-02 
431	 2,25156280157658E-02 
432	 2,15596222040498E-02 
433	 2,08919168266442E-02 
434	 1,94340166648181E-02 
435	 1,92593066155141E-02 
436	 2,03418536469955E-02 
437	 2,17296731551232E-02 
438	 2,31926429646511E-02 
439	 2,41227557282406E-02 
440	 2,15244262445761E-02 
441	 2,02456390585942E-02 
442	 2,65619278747698E-02 
443	 2,73079297240078E-02 
444	 2,22539037575095E-02 
445	 2,13083934780269E-02 
446	 2,31614794543585E-02 
447	 2,62814620759303E-02 
448	 2,43852725183594E-02 
449	 2,08180968420076E-02 
450	 2,35666862888467E-02 
451	 2,31348808519578E-02 
452	 0,018736084722969 
453	 2,08034908909624E-02 
454	 2,36747023800071E-02 
455	 2,20405786801206E-02 
456	 2,30293468586431E-02 
457	 2,56112450142952E-02 
458	 2,31003853234571E-02 
459	 2,28384559292131E-02 
460	 2,65331550193056E-02 
461	 2,41582396896271E-02 
462	 2,00445644988488E-02 
463	 2,11193532322097E-02 
464	 2,36647618562553E-02 
465	 2,55694189822144E-02 
466	 2,23419660947759E-02 
467	 2,15719817860884E-02 
468	 2,72926992295486E-02 
469	 2,74162501770997E-02 
470	 0,024392502869465 
471	 2,68129276710325E-02 
472	 0,026808820577229 
473	 2,32735627391736E-02 
474	 0,022988516738898 
475	 2,39835026773491E-02 
476	 2,38945722244753E-02 
477	 2,19328795737675E-02 
478	 1,94813340850064E-02 
479	 2,04721514745562E-02 
480	 2,30417094894715E-02 
481	 2,58094273092784E-02 
482	 2,64864399537752E-02 
483	 2,57920965215422E-02 
484	 2,52073126174786E-02 
485	 2,36370949858151E-02 
486	 2,17603307532122E-02 
487	 2,27516850715954E-02 
488	 2,44012140820172E-02 
489	 0,024930206675646 
490	 2,47154261156647E-02 
491	 2,36723645916144E-02 
492	 2,10511684330018E-02 
493	 2,08185391290812E-02 
494	 2,35058504817369E-02 
495	 2,34231473507744E-02 
496	 2,28458277011452E-02 
497	 2,47636916343582E-02 
498	 2,56526021970274E-02 
499	 0,025328425319798 
500	 0,025942173662688 
501	 2,55399937017953E-02 
502	 2,35705748863438E-02 
503	 0,02492690900695 
504	 2,72321071398626E-02 
505	 0,02527355520497 
506	 2,41776902661551E-02 
507	 2,49438126365897E-02 
508	 2,46498574851412E-02 
509	 2,47854556582956E-02 
510	 0,026602176541717 
511	 2,64157737494125E-02 
512	 2,48394683552566E-02 
513	 2,52841742400705E-02 
514	 2,58111484962836E-02 
515	 2,56371844644975E-02 
516	 2,52528758764529E-02 
517	 0,024924384900441 
518	 2,49352750187808E-02 
519	 2,51487607358931E-02 
520	 2,57045031750121E-02 
521	 2,75504020640403E-02 
522	 2,81082355790643E-02 
523	 2,58808851722438E-02 
524	 2,59249130232058E-02 
525	 2,74401085750877E-02 
526	 2,67337643187329E-02 
527	 2,61107426226441E-02 
528	 0,026130804270218 
529	 2,54638630785308E-02 
530	 2,51114353018597E-02 
531	 2,62674043596035E-02 
532	 0,02631838386263 
533	 2,54139341760245E-02 
534	 2,61363914545499E-02 
535	 2,64322797024558E-02 
536	 2,52926786587469E-02 
537	 2,48909169929821E-02 
538	 2,52931733641153E-02 
539	 2,61108959568149E-02 
540	 2,65828869492236E-02 
541	 2,65206628344363E-02 
542	 2,65097686425388E-02 
543	 2,65700708214489E-02 
544	 2,66612315442728E-02 
545	 2,59463129253383E-02 
546	 2,50362736343355E-02 
547	 2,61562884019313E-02 
548	 0,026956646502637 
549	 2,64789409411454E-02 
550	 2,67306844534437E-02 
551	 2,72627075224377E-02 
552	 2,70196490108864E-02 
553	 2,70683690338871E-02 
554	 0,027538531400943 
555	 2,77791741088459E-02 
556	 2,76151218642849E-02 
557	 2,69859250340035E-02 
558	 2,68375760784395E-02 
559	 2,71253212207553E-02 
560	 0,027249117221607 
561	 2,75014361805218E-02 
562	 2,78422738398921E-02 
563	 2,74671629332179E-02 
564	 2,69159967196198E-02 
565	 2,69794039866213E-02 
566	 0,02705229803445 
567	 0,027088210515911 
568	 2,74337828125255E-02 
569	 2,79245207865044E-02 
570	 2,84234433870296E-02 
571	 0,028861324785793 
572	 2,91421193603312E-02 
573	 2,90486953121615E-02 
574	 2,92869987141478E-02 
575	 2,99807635185788E-02 
576	 3,02994686039291E-02 
577	 3,04567616004439E-02 
578	 3,07496627734676E-02 
579	 3,06255022109467E-02 
580	 3,03682065994207E-02 
581	 3,12263798353942E-02 
